timestamp,air_temperature,surface_snow_thickness,relative_humidity,min_air_temperature,max_air_temperature,precip_duration,precip_amount,dew_point_temperature,wind_speed,wind_from_direction,max_wind_gust,max_wind_speed
2025-01-13 21:00:00,3.1,15.2,98,2.9,3.2,60,3.1,2.7,1.7,150.0,3.4,2.0
2025-01-13 22:00:00,3.3,15.2,98,3.0,3.3,60,3.0,2.9,1.4,145.0,4.5,2.3
2025-01-13 23:00:00,3.5,14.6,98,3.2,3.7,60,1.7,3.2,1.6,150.0,4.3,2.4
2025-01-14 00:00:00,3.9,14.0,96,3.5,3.9,60,2.7,3.4,3.7,134.0,6.6,3.7
2025-01-14 01:00:00,4.0,13.6,98,3.9,4.2,60,2.9,3.6,1.8,65.0,5.7,3.6
2025-01-14 02:00:00,4.3,13.3,99,3.8,4.3,60,0.9,4.1,1.2,58.0,5.1,1.9
2025-01-14 03:00:00,4.4,13.0,98,4.1,4.6,60,0.5,4.1,2.3,324.0,7.4,3.5
2025-01-14 04:00:00,4.3,13.0,98,4.3,4.5,51,0.9,3.9,2.8,334.0,6.7,3.0
2025-01-14 05:00:00,4.1,12.6,99,4.1,4.4,36,0.8,3.9,1.7,19.0,7.9,3.0
2025-01-14 06:00:00,4.0,12.3,99,3.9,4.1,58,1.7,3.8,3.1,345.0,7.8,3.4
2025-01-14 07:00:00,4.1,12.1,98,3.9,4.1,60,1.4,3.8,3.6,352.0,9.3,4.7
2025-01-14 08:00:00,4.1,11.8,96,3.8,4.1,55,1.6,3.6,6.0,325.0,13.0,7.4
2025-01-14 09:00:00,4.0,11.5,99,3.8,4.0,60,0.4,3.8,4.7,326.0,9.3,5.7
2025-01-14 10:00:00,3.8,11.3,99,3.7,4.0,60,1.4,3.6,4.3,329.0,7.3,4.6
2025-01-14 11:00:00,3.9,10.9,98,3.7,3.9,60,1.6,3.6,2.4,316.0,7.1,4.3
2025-01-14 12:00:00,3.8,10.5,97,3.8,4.1,60,2.2,3.4,3.5,321.0,8.1,4.6
2025-01-14 13:00:00,3.7,10.4,98,3.6,3.9,60,1.8,3.4,4.2,321.0,8.6,4.5
2025-01-14 14:00:00,3.6,9.9,95,3.4,3.9,51,0.3,2.9,4.4,327.0,10.1,5.8
2025-01-14 15:00:00,3.7,9.8,93,3.6,3.8,6,0.0,2.7,2.1,294.0,9.4,5.5
2025-01-14 16:00:00,3.2,9.9,97,3.2,3.7,37,0.3,2.9,4.9,320.0,8.8,5.1
2025-01-14 17:00:00,2.9,9.6,98,2.6,3.1,24,0.0,2.7,1.0,325.0,7.1,4.8
2025-01-14 18:00:00,3.1,9.6,98,2.9,3.4,43,0.2,2.7,1.9,317.0,6.7,3.9
2025-01-14 19:00:00,3.0,9.1,96,2.7,3.1,0,0.0,2.5,2.3,335.0,3.8,2.5
2025-01-14 20:00:00,2.7,9.1,97,2.6,3.0,0,0.0,2.3,0.6,320.0,3.5,2.4
2025-01-14 21:00:00,2.4,8.9,98,2.3,2.8,0,0.0,2.3,0.8,159.0,2.1,1.2
2025-01-14 22:00:00,2.8,9.0,98,2.4,2.8,0,0.0,2.7,0.8,276.0,2.3,1.3
2025-01-14 23:00:00,2.0,8.7,98,2.0,2.8,0,0.0,1.9,0.1,189.0,1.8,1.3
2025-01-15 00:00:00,1.9,8.8,98,1.9,2.2,0,0.0,1.7,0.1,124.0,1.1,0.5
2025-01-15 01:00:00,2.2,8.7,98,1.8,2.2,0,0.0,2.1,1.0,170.0,2.3,1.6
2025-01-15 02:00:00,2.2,8.8,99,2.1,2.3,0,0.0,2.1,1.2,168.0,2.4,1.8
2025-01-15 03:00:00,2.2,8.7,99,2.1,2.3,0,0.0,2.1,1.2,182.0,2.2,1.4
2025-01-15 04:00:00,2.4,8.8,99,2.1,2.4,51,0.1,2.3,1.1,185.0,1.8,1.4
2025-01-15 05:00:00,2.3,8.7,99,2.2,2.5,58,0.2,2.1,1.3,168.0,2.2,1.5
2025-01-15 06:00:00,2.5,8.7,98,2.3,2.5,60,0.2,2.3,1.3,172.0,2.8,2.1
2025-01-15 07:00:00,2.8,8.6,98,2.5,2.8,42,0.2,2.7,1.9,179.0,3.3,2.1
2025-01-15 08:00:00,3.4,8.3,97,2.7,3.4,43,0.4,3.0,1.8,181.0,3.6,2.4
2025-01-15 09:00:00,4.4,7.9,95,3.4,4.5,22,0.2,3.8,2.3,203.0,3.8,2.8
2025-01-15 10:00:00,4.6,7.5,93,4.3,4.6,27,0.2,3.6,2.2,207.0,3.1,2.3
2025-01-15 11:00:00,4.6,7.2,91,4.5,4.9,0,0.0,3.2,0.4,202.0,2.7,2.2
2025-01-15 12:00:00,5.2,7.1,91,4.4,5.3,0,0.0,3.9,1.1,206.0,1.6,1.1
2025-01-15 13:00:00,5.2,7.0,89,5.1,5.4,0,0.0,3.6,1.0,202.0,1.7,1.2
2025-01-15 14:00:00,4.5,7.5,95,4.0,5.1,0,0.0,3.8,2.6,180.0,4.5,2.7
2025-01-15 15:00:00,4.3,7.3,95,4.1,4.6,0,0.0,3.6,1.6,206.0,4.4,2.6
2025-01-15 16:00:00,4.5,7.1,96,4.4,4.9,2,0.0,3.9,1.7,170.0,2.6,1.7
2025-01-15 17:00:00,4.8,6.9,98,4.3,4.8,22,0.0,4.5,2.1,191.0,3.3,2.5
2025-01-15 18:00:00,5.0,6.4,98,4.7,5.2,33,0.1,4.6,1.9,193.0,2.8,2.1
2025-01-15 19:00:00,5.0,6.4,98,4.8,5.2,60,0.3,4.6,2.1,192.0,3.8,2.4
2025-01-15 20:00:00,5.7,5.9,98,4.9,5.7,58,0.6,5.5,1.8,212.0,3.7,2.7
2025-01-15 21:00:00,5.6,5.6,98,4.9,5.8,60,0.5,5.3,1.9,201.0,3.3,2.3
2025-01-15 22:00:00,4.7,5.6,98,4.7,5.7,38,0.1,4.3,1.4,164.0,2.5,1.9
2025-01-15 23:00:00,4.7,5.1,98,4.3,5.2,53,0.3,4.3,1.6,159.0,2.6,1.7
2025-01-16 00:00:00,4.0,5.1,99,3.6,4.9,22,0.1,3.8,0.4,222.0,3.2,2.3
2025-01-16 01:00:00,4.0,5.1,99,3.6,4.9,60,0.3,3.8,0.3,191.0,3.0,1.2
2025-01-16 02:00:00,3.5,4.9,99,3.2,3.9,39,0.1,3.4,0.4,171.0,1.9,1.1
2025-01-16 03:00:00,4.0,5.0,99,3.6,4.5,0,0.0,3.8,1.5,181.0,3.5,2.4
2025-01-16 04:00:00,4.4,4.5,99,3.9,4.5,0,0.0,4.3,1.5,169.0,2.3,1.8
2025-01-16 05:00:00,4.1,4.5,99,4.1,4.3,0,0.0,3.9,1.8,180.0,2.6,2.0
2025-01-16 06:00:00,4.4,4.4,99,3.8,4.6,0,0.0,4.3,1.8,176.0,3.5,2.2
2025-01-16 07:00:00,5.0,4.2,93,4.1,5.7,0,0.0,3.9,0.9,188.0,2.7,1.9
2025-01-16 08:00:00,4.3,4.1,97,4.2,5.5,0,0.0,3.9,0.9,205.0,2.9,1.7
2025-01-16 09:00:00,4.3,4.3,99,3.9,4.4,0,0.0,4.1,1.8,209.0,3.0,2.0
2025-01-16 10:00:00,4.8,3.8,99,3.5,4.9,0,0.0,4.6,1.2,169.0,2.7,1.7
2025-01-16 11:00:00,5.0,3.5,90,4.7,5.1,0,0.0,3.4,0.3,192.0,1.8,1.2
2025-01-16 12:00:00,4.7,3.3,83,4.4,5.0,0,0.0,2.1,1.3,204.0,1.9,1.3
2025-01-16 13:00:00,4.9,3.4,71,4.4,4.9,0,0.0,0.2,1.3,204.0,2.3,1.6
2025-01-16 14:00:00,4.4,3.3,75,4.3,5.0,0,0.0,0.4,2.0,208.0,3.0,2.0
2025-01-16 15:00:00,4.1,3.2,74,4.1,4.7,0,0.0,0.0,1.5,214.0,2.8,2.1
2025-01-16 16:00:00,4.1,3.3,73,4.0,4.3,0,0.0,-0.2,1.4,170.0,3.0,2.0
2025-01-16 17:00:00,3.9,3.3,77,3.9,4.1,0,0.0,0.2,1.8,208.0,2.4,1.8
2025-01-16 18:00:00,3.7,3.4,76,3.6,4.0,0,0.0,0.0,2.0,201.0,3.5,2.6
2025-01-16 19:00:00,4.4,3.4,71,3.5,4.5,0,0.0,-0.2,2.4,155.0,4.5,2.7
2025-01-16 20:00:00,3.6,3.4,73,3.5,4.4,0,0.0,-0.7,1.8,169.0,4.2,2.5
2025-01-16 21:00:00,3.7,3.5,63,3.2,3.8,0,0.0,-2.7,2.2,181.0,4.0,2.2
2025-01-16 22:00:00,3.8,3.4,60,3.7,4.0,0,0.0,-3.3,1.8,160.0,4.9,2.6
2025-01-16 23:00:00,3.2,3.4,63,3.2,3.9,0,0.0,-3.0,1.6,164.0,5.2,3.0
2025-01-17 00:00:00,3.4,3.4,68,3.2,3.7,0,0.0,-1.9,1.8,169.0,3.1,2.0
2025-01-17 01:00:00,3.1,3.6,66,2.8,3.5,0,0.0,-2.7,2.3,173.0,3.6,2.4
2025-01-17 02:00:00,3.0,3.6,73,2.7,3.4,0,0.0,-1.4,2.7,151.0,4.4,3.1
2025-01-17 03:00:00,3.1,3.6,74,2.8,3.1,0,0.0,-1.2,2.3,160.0,5.4,3.3
2025-01-17 04:00:00,2.8,3.7,70,2.8,3.5,0,0.0,-1.9,1.8,192.0,6.1,3.4
2025-01-17 05:00:00,3.5,3.6,62,2.6,3.6,0,0.0,-3.0,1.6,189.0,3.6,2.2
2025-01-17 06:00:00,3.3,3.6,61,3.0,3.8,0,0.0,-3.6,1.9,189.0,4.3,2.7
2025-01-17 07:00:00,4.0,3.5,59,3.3,4.0,0,0.0,-3.3,1.8,160.0,4.2,2.3
2025-01-17 08:00:00,3.7,3.5,61,3.6,4.4,0,0.0,-3.0,2.4,155.0,5.4,3.4
2025-01-17 09:00:00,3.3,3.4,63,3.3,4.0,0,0.0,-3.0,1.5,192.0,4.6,3.0
2025-01-17 10:00:00,4.1,3.4,71,3.3,4.3,0,0.0,-0.7,1.1,125.0,3.4,1.5
2025-01-17 11:00:00,3.5,3.2,84,3.5,4.2,0,0.0,1.1,0.6,137.0,3.2,1.3
2025-01-17 12:00:00,2.9,3.3,96,2.7,3.5,34,0.1,2.3,1.2,153.0,4.2,1.9
2025-01-17 13:00:00,2.6,3.3,98,2.6,3.0,60,0.3,2.5,0.9,146.0,2.7,1.5
2025-01-17 14:00:00,3.0,3.2,98,2.6,3.0,60,0.3,2.7,1.3,130.0,2.6,1.4
2025-01-17 15:00:00,3.1,3.1,98,2.9,3.2,60,0.4,2.7,1.5,141.0,2.8,1.9
2025-01-17 16:00:00,3.0,2.9,99,2.7,3.2,52,0.2,2.9,1.5,160.0,2.9,2.1
2025-01-17 17:00:00,2.8,2.6,99,2.6,3.3,60,0.3,2.7,0.3,195.0,2.2,1.5
2025-01-17 18:00:00,3.1,2.6,99,2.6,3.2,49,0.2,2.9,0.9,69.0,2.3,1.0
2025-01-17 19:00:00,4.1,2.6,99,3.1,4.1,8,0.0,3.9,2.1,302.0,4.0,2.1
2025-01-17 20:00:00,3.5,2.5,99,3.5,4.1,0,0.0,3.4,1.4,339.0,3.5,2.0
2025-01-17 21:00:00,3.9,2.3,99,3.2,4.0,11,0.0,3.8,2.1,319.0,4.6,2.2
2025-01-17 22:00:00,3.1,2.3,98,3.1,4.0,0,0.0,2.7,1.2,331.0,4.8,2.7
2025-01-17 23:00:00,2.3,2.3,97,2.3,3.3,0,0.0,1.9,0.5,175.0,1.9,1.2
2025-01-18 00:00:00,2.1,2.5,98,2.0,2.5,0,0.0,1.9,1.7,161.0,2.8,2.0
2025-01-18 01:00:00,2.1,2.6,99,1.9,2.1,0,0.0,1.9,1.9,165.0,3.4,2.3
2025-01-18 02:00:00,2.5,2.4,99,2.1,2.5,0,0.0,2.3,1.9,189.0,3.2,2.2
2025-01-18 03:00:00,3.0,2.1,95,2.4,3.4,0,0.0,2.3,1.8,153.0,3.2,2.1
2025-01-18 04:00:00,3.7,2.1,93,3.1,4.1,0,0.0,2.7,1.8,150.0,3.2,2.2
2025-01-18 05:00:00,4.6,,91,3.5,4.6,0,0.0,3.2,2.2,178.0,3.3,2.3
2025-01-18 06:00:00,4.4,,91,4.3,4.7,0,0.0,3.0,1.7,206.0,3.0,2.2
2025-01-18 07:00:00,5.1,,95,4.4,5.1,0,0.0,4.5,1.2,201.0,3.0,2.2
2025-01-18 08:00:00,4.3,,96,4.3,5.1,32,0.0,3.8,1.1,203.0,2.5,1.8
2025-01-18 09:00:00,4.7,,98,4.0,4.7,7,0.0,4.3,2.8,186.0,4.2,2.9
2025-01-18 10:00:00,4.7,,98,4.4,4.9,34,0.0,4.3,0.8,186.0,3.3,2.8
2025-01-18 11:00:00,4.9,,98,4.6,5.1,22,0.1,4.6,0.7,184.0,3.0,1.8
2025-01-18 12:00:00,4.7,,98,4.5,5.0,50,0.1,4.3,0.6,181.0,2.1,1.2
2025-01-18 13:00:00,5.1,,95,4.7,5.3,10,0.0,4.5,1.1,174.0,2.9,1.2
2025-01-18 14:00:00,4.5,,94,4.5,5.4,0,0.0,3.6,0.9,207.0,2.8,1.7
2025-01-18 15:00:00,4.0,,96,3.9,4.5,0,0.0,3.4,2.2,207.0,3.4,2.2
2025-01-18 16:00:00,2.8,,98,2.8,4.1,0,0.0,2.7,1.0,180.0,2.5,2.4
2025-01-18 17:00:00,1.8,,99,1.8,3.0,0,0.0,1.7,0.5,229.0,1.2,1.0
2025-01-18 18:00:00,1.3,,99,1.1,2.0,0,0.0,1.1,0.5,182.0,1.1,0.6
2025-01-18 19:00:00,0.8,,99,0.6,1.2,0,0.0,0.6,0.2,190.0,1.8,1.1
2025-01-18 20:00:00,0.2,,99,0.1,0.8,0,0.0,0.0,0.3,248.0,1.3,0.8
2025-01-18 21:00:00,0.0,,99,-0.1,0.5,0,0.0,-0.2,0.4,307.0,1.7,1.1
2025-01-18 22:00:00,0.0,,99,-0.2,0.5,0,0.0,-0.2,0.4,187.0,1.0,0.4
2025-01-18 23:00:00,1.0,,99,-0.2,1.0,0,0.0,0.9,0.5,171.0,1.7,0.8
2025-01-19 00:00:00,0.7,,99,0.7,1.0,0,0.0,0.4,0.2,178.0,1.4,0.8
2025-01-19 01:00:00,0.4,,99,0.4,0.7,0,0.0,0.2,0.1,124.0,2.1,0.8
2025-01-19 02:00:00,0.2,,97,0.2,0.4,0,0.0,-0.2,0.2,241.0,1.2,0.5
2025-01-19 03:00:00,-0.6,,96,-0.7,0.2,0,0.0,-1.2,0.5,283.0,1.6,0.8
2025-01-19 04:00:00,-1.4,,94,-1.4,-0.6,0,0.0,-2.2,0.0,0.0,1.6,1.3
2025-01-19 05:00:00,-1.4,,98,-1.7,-1.1,0,0.0,-1.7,0.0,0.0,0.5,0.1
2025-01-19 06:00:00,-1.3,,98,-1.5,-1.1,0,0.0,-1.4,0.0,0.0,0.0,0.0
2025-01-19 07:00:00,-2.0,,98,-2.0,-1.3,0,0.0,-2.2,0.0,0.0,0.0,0.0
2025-01-19 08:00:00,-2.7,,98,-2.7,-2.0,0,0.0,-3.0,0.0,0.0,0.0,0.0
2025-01-19 09:00:00,-3.0,,98,-3.0,-2.4,0,0.0,-3.3,0.0,0.0,0.0,0.0
2025-01-19 10:00:00,-1.4,,96,-3.2,-1.4,0,0.0,-1.9,0.0,0.0,0.5,0.0
2025-01-19 11:00:00,0.8,,63,-2.1,0.8,0,0.0,-5.4,0.7,140.0,2.4,1.3
2025-01-19 12:00:00,3.6,,37,0.7,3.6,0,0.0,-9.8,1.1,166.0,3.0,2.1
2025-01-19 13:00:00,6.2,,27,2.8,6.7,0,0.0,-11.2,2.4,209.0,3.5,2.5
2025-01-19 14:00:00,5.5,,28,5.0,6.2,0,0.0,-11.7,2.1,201.0,3.2,2.3
2025-01-19 15:00:00,5.5,,25,5.0,6.4,0,0.0,-12.7,1.9,206.0,3.3,2.3
2025-01-19 16:00:00,5.1,,26,4.6,6.4,0,0.0,-12.7,2.3,198.0,3.5,2.7
2025-01-19 17:00:00,5.4,,26,5.0,6.6,0,0.0,-12.7,0.6,202.0,3.4,2.3
2025-01-19 18:00:00,5.7,,27,5.4,6.6,0,0.0,-11.7,2.0,200.0,3.7,2.8
2025-01-19 19:00:00,6.4,,23,5.5,7.7,0,0.0,-13.3,2.8,209.0,4.3,3.1
2025-01-19 20:00:00,7.5,,21,6.4,7.9,0,0.0,-13.3,2.6,213.0,4.4,3.3
2025-01-19 21:00:00,7.4,,29,6.3,7.9,0,0.0,-9.4,3.1,209.0,4.2,3.1
2025-01-19 22:00:00,7.2,,40,7.2,7.7,0,0.0,-5.4,2.1,178.0,5.6,3.5
2025-01-19 23:00:00,6.5,,43,6.4,7.4,0,0.0,-5.0,1.7,190.0,4.0,2.3
2025-01-20 00:00:00,7.1,,35,6.5,7.3,0,0.0,-7.4,2.2,165.0,4.2,2.7
2025-01-20 01:00:00,7.4,,39,6.8,7.9,0,0.0,-5.7,2.7,166.0,5.1,3.0
2025-01-20 02:00:00,7.2,,42,7.0,7.6,0,0.0,-4.7,2.3,175.0,5.3,3.0
2025-01-20 03:00:00,6.8,,44,6.3,7.3,0,0.0,-4.4,2.6,171.0,4.4,2.7
2025-01-20 04:00:00,6.4,,45,6.4,6.9,0,0.0,-4.7,3.1,174.0,5.7,3.2
2025-01-20 05:00:00,6.4,,47,6.0,6.7,0,0.0,-4.1,4.7,166.0,7.9,4.8
2025-01-20 06:00:00,5.8,,48,5.6,6.4,0,0.0,-4.4,3.3,171.0,8.3,4.6
2025-01-20 07:00:00,5.7,,48,5.6,6.1,0,0.0,-4.4,3.5,164.0,7.7,4.4
2025-01-20 08:00:00,5.2,,52,5.1,5.8,0,0.0,-3.8,2.9,167.0,6.0,3.8
2025-01-20 09:00:00,-2.4,,97,-2.4,5.2,0,0.0,-3.0,1.7,332.0,4.9,2.8
2025-01-20 10:00:00,-2.0,,98,-2.4,-2.0,0,0.0,-2.2,1.7,333.0,3.2,2.1
2025-01-20 11:00:00,-1.9,,98,-2.2,-1.9,0,0.0,-2.2,0.3,273.0,2.2,1.6
2025-01-20 12:00:00,-2.0,,98,-2.1,-1.9,0,0.0,-2.2,1.7,320.0,2.7,1.9
2025-01-20 13:00:00,-1.9,,99,-2.1,-1.9,0,0.0,-2.2,0.5,322.0,3.4,2.3
2025-01-20 14:00:00,-2.4,,98,-2.4,-1.8,0,0.0,-2.7,1.1,122.0,2.8,1.8
2025-01-20 15:00:00,-2.4,,99,-2.4,-2.2,0,0.0,-2.7,3.0,325.0,4.0,3.0
2025-01-20 16:00:00,-2.2,,99,-2.4,-2.1,0,0.0,-2.4,1.6,332.0,4.1,3.1
2025-01-20 17:00:00,-2.1,,99,-2.2,-2.1,0,0.0,-2.4,0.7,346.0,2.7,1.8
2025-01-20 18:00:00,-1.9,,99,-2.1,-1.9,0,0.0,-2.2,0.4,331.0,1.2,0.7
2025-01-20 19:00:00,-1.8,,99,-2.0,-1.7,0,0.0,-1.9,0.3,313.0,1.2,0.6
2025-01-20 20:00:00,-2.1,,99,-2.1,-1.6,0,0.0,-2.4,0.7,148.0,2.1,1.2
2025-01-20 21:00:00,-1.9,,99,-2.1,-1.6,0,0.0,-2.2,0.4,38.0,1.4,0.8
2025-01-20 22:00:00,-1.8,,99,-1.9,-1.8,0,0.0,-1.9,0.0,0.0,0.9,0.3
2025-01-20 23:00:00,-2.1,,98,-2.1,-1.8,0,0.0,-2.4,0.6,191.0,1.5,1.0
2025-01-21 00:00:00,-2.1,,98,-2.1,-1.8,0,0.0,-2.4,0.8,118.0,1.3,0.9
2025-01-21 01:00:00,-2.1,,98,-2.2,-2.0,0,0.0,-2.4,0.0,0.0,1.2,1.0
2025-01-21 02:00:00,-1.8,,98,-2.1,-1.8,0,0.0,-1.9,0.8,204.0,1.1,0.8
2025-01-21 03:00:00,-2.0,,93,-2.1,-1.8,0,0.0,-3.0,1.9,156.0,3.2,1.9
2025-01-21 04:00:00,-1.4,,88,-2.0,-1.4,0,0.0,-3.3,1.5,164.0,3.4,2.0
2025-01-21 05:00:00,-0.9,,84,-1.4,-0.9,0,0.0,-3.3,1.8,154.0,3.3,1.9
2025-01-21 06:00:00,-0.8,,82,-1.1,-0.7,0,0.0,-3.3,1.5,143.0,4.0,2.3
2025-01-21 07:00:00,-0.8,,82,-0.8,-0.6,0,0.0,-3.3,2.0,132.0,4.4,2.6
2025-01-21 08:00:00,-0.7,,82,-0.9,-0.7,0,0.0,-3.3,1.6,162.0,3.9,1.9
2025-01-21 09:00:00,-0.6,,81,-0.8,-0.6,0,0.0,-3.5,2.0,156.0,3.5,2.0
2025-01-21 10:00:00,-0.4,,79,-0.6,-0.4,3,0.0,-3.5,2.4,149.0,5.0,3.2
2025-01-21 11:00:00,-0.8,,87,-0.8,-0.4,28,0.1,-2.7,2.3,147.0,5.0,2.9
2025-01-21 12:00:00,-0.8,,85,-0.9,-0.8,52,0.0,-3.0,2.2,163.0,3.6,2.6
2025-01-21 13:00:00,-0.4,,81,-0.8,-0.4,43,0.1,-3.3,1.1,162.0,3.2,2.2
2025-01-21 14:00:00,-0.5,,81,-0.5,-0.3,12,0.0,-3.3,0.0,0.0,1.7,1.1
2025-01-21 15:00:00,-1.0,,87,-1.0,-0.5,44,0.0,-2.7,0.6,153.0,1.3,0.7
2025-01-21 16:00:00,-0.9,,85,-1.2,-0.9,3,0.0,-3.3,1.0,187.0,2.4,1.6
2025-01-21 17:00:00,-1.2,,85,-1.6,-0.9,0,0.0,-3.3,0.6,193.0,1.5,0.8
2025-01-21 18:00:00,-1.8,,95,-1.9,-1.1,0,0.0,-2.4,0.0,0.0,1.3,1.0
2025-01-21 19:00:00,-1.2,,88,-1.9,-1.2,0,0.0,-3.0,0.2,279.0,0.8,0.4
2025-01-21 20:00:00,-1.2,,88,-1.5,-1.1,0,0.0,-3.0,0.0,0.0,0.4,0.1
2025-01-21 21:00:00,-0.7,,82,-1.5,-0.7,0,0.0,-3.3,0.6,192.0,1.4,0.9
2025-01-21 22:00:00,-1.1,,86,-1.1,-0.7,0,0.0,-3.3,0.9,182.0,1.8,1.2
2025-01-21 23:00:00,-1.4,,88,-1.4,-0.8,0,0.0,-3.3,0.4,,2.3,1.6
2025-01-22 00:00:00,-0.7,,88,-1.4,-0.7,0,0.0,-2.4,1.4,202.0,1.9,1.4
2025-01-22 01:00:00,-0.9,,91,-1.0,-0.8,30,0.0,-2.2,0.9,184.0,2.2,1.4
2025-01-22 02:00:00,-1.1,,94,-1.1,-0.9,34,0.0,-1.9,0.7,191.0,2.3,1.3
2025-01-22 03:00:00,-0.9,,95,-1.3,-0.8,31,0.0,-1.7,0.2,172.0,1.6,1.1
2025-01-22 04:00:00,-1.0,,97,-1.1,-0.9,22,0.0,-1.4,0.8,146.0,2.1,1.1
2025-01-22 05:00:00,-1.0,,98,-1.0,-1.0,5,0.0,-1.2,0.3,160.0,1.3,0.9
2025-01-22 06:00:00,-1.0,,98,-1.0,-1.0,18,0.0,-1.2,0.5,182.0,1.2,0.9
2025-01-22 07:00:00,-1.2,,95,-1.2,-1.0,28,0.0,-1.9,0.8,200.0,1.7,1.2
2025-01-22 08:00:00,-1.4,,94,-1.5,-1.2,1,0.0,-2.2,1.3,174.0,2.3,1.7
2025-01-22 09:00:00,-0.3,,90,-1.5,-0.3,0,0.0,-1.7,1.2,167.0,2.4,1.4
2025-01-22 10:00:00,0.6,,79,-0.3,0.6,0,0.0,-2.5,1.7,149.0,3.4,2.2
2025-01-22 11:00:00,-0.6,,84,-0.7,0.6,0,0.0,-3.0,0.8,275.0,2.1,1.6
2025-01-22 12:00:00,-0.8,,82,-1.0,-0.1,0,0.0,-3.3,0.3,211.0,1.2,0.8
2025-01-22 13:00:00,-1.1,,80,-1.1,-0.3,0,0.0,-4.1,0.3,196.0,2.3,1.3
2025-01-22 14:00:00,-0.6,,73,-1.0,-0.4,0,0.0,-5.0,1.6,189.0,3.6,1.9
2025-01-22 15:00:00,-1.1,,72,-1.2,-0.6,0,0.0,-5.7,1.2,196.0,3.3,1.6
2025-01-22 16:00:00,-0.8,,72,-1.4,-0.7,0,0.0,-5.0,2.4,191.0,4.1,2.4
2025-01-22 17:00:00,-0.9,,75,-1.1,-0.6,0,0.0,-4.7,1.9,189.0,4.1,2.5
2025-01-22 18:00:00,-0.4,,76,-0.9,-0.4,0,0.0,-4.1,2.2,188.0,4.0,2.5
2025-01-22 19:00:00,-0.5,,76,-0.7,-0.4,0,0.0,-4.1,2.0,195.0,3.2,2.2
2025-01-22 20:00:00,0.4,,72,-0.5,0.4,0,0.0,-4.1,1.3,162.0,4.5,2.6
2025-01-22 21:00:00,-0.1,,71,-0.1,0.5,0,0.0,-4.7,2.0,152.0,4.3,2.2
2025-01-22 22:00:00,0.7,,69,-0.2,0.7,0,0.0,-4.4,3.5,129.0,6.9,4.3
2025-01-22 23:00:00,0.8,,69,-0.1,0.8,0,0.0,-4.1,3.3,145.0,6.0,3.7
2025-01-23 00:00:00,1.1,,67,0.7,1.3,0,0.0,-4.4,4.1,141.0,7.0,4.1
2025-01-23 01:00:00,0.5,,70,0.5,1.1,0,0.0,-4.4,4.4,125.0,7.7,4.4
2025-01-23 02:00:00,0.6,,70,-0.2,0.6,0,0.0,-4.1,1.6,267.0,6.1,4.3
2025-01-23 03:00:00,0.6,,68,0.0,0.8,0,0.0,-4.4,1.1,129.0,5.9,1.7
2025-01-23 04:00:00,1.1,,65,-0.1,1.1,0,0.0,-4.7,3.1,93.0,7.9,3.4
2025-01-23 05:00:00,0.8,,65,0.8,1.1,0,0.0,-5.0,2.8,104.0,7.1,3.0
2025-01-23 06:00:00,0.4,,66,0.4,0.9,0,0.0,-5.0,1.6,75.0,8.3,3.7
2025-01-23 07:00:00,-0.1,,66,-0.1,0.4,0,0.0,-5.7,2.5,91.0,7.1,3.0
2025-01-23 08:00:00,-0.2,,65,-0.4,-0.1,0,0.0,-6.0,3.9,90.0,11.3,4.6
2025-01-23 09:00:00,-0.8,,73,-0.8,-0.1,0,0.0,-5.0,1.5,23.0,8.7,4.3
2025-01-23 10:00:00,-1.7,,83,-1.8,-0.9,0,0.0,-4.1,1.5,311.0,4.3,2.4
2025-01-23 11:00:00,-0.4,,66,-1.7,-0.4,0,0.0,-6.0,1.5,145.0,5.8,2.0
2025-01-23 12:00:00,-0.6,,70,-0.6,-0.3,0,0.0,-5.3,0.8,318.0,5.6,2.1
2025-01-23 13:00:00,-2.1,,90,-2.1,-0.7,35,0.0,-3.5,1.8,320.0,3.7,2.4
2025-01-23 14:00:00,-2.1,2.6,92,-2.3,-2.1,60,0.6,-3.3,1.6,301.0,2.5,1.8
2025-01-23 15:00:00,-2.4,2.8,93,-2.4,-1.9,60,0.2,-3.5,1.7,292.0,3.0,1.8
2025-01-23 16:00:00,-2.7,3.3,97,-2.7,-2.3,60,0.3,-3.0,1.2,345.0,2.5,1.7
2025-01-23 17:00:00,-2.8,3.3,96,-2.8,-2.7,59,0.2,-3.3,0.0,0.0,1.8,1.2
2025-01-23 18:00:00,-3.0,3.4,97,-3.0,-2.8,60,0.1,-3.3,0.0,0.0,0.3,0.0
2025-01-23 19:00:00,-2.7,3.5,97,-3.0,-2.7,60,0.1,-3.0,0.4,118.0,2.0,0.6
2025-01-23 20:00:00,-2.6,3.8,97,-2.7,-2.6,58,0.1,-3.0,0.9,102.0,2.0,1.1
2025-01-23 21:00:00,-2.5,3.8,97,-2.6,-2.5,39,0.0,-3.0,0.5,75.0,2.3,1.1
2025-01-23 22:00:00,-2.3,3.8,96,-2.5,-2.3,0,0.0,-2.7,0.0,0.0,2.4,1.3
2025-01-23 23:00:00,-2.4,3.9,97,-2.4,-2.3,54,0.1,-3.0,0.9,135.0,1.8,1.0
