timestamp,air_temperature,surface_snow_thickness,wind_speed,wind_from_direction,relative_humidity,max_wind_gust,max_wind_speed,min_air_temperature,max_air_temperature,precip_duration,precip_amount,dew_point_temperature
2021-03-01 00:00:00,0.1,2.3,0.0,0,90,1.5,0.7,-0.6,0.1,0,0.0,-1.2
2021-03-01 01:00:00,0.1,2.3,0.0,0,83,0.9,0.3,-0.3,1.0,0,0.0,-2.5
2021-03-01 02:00:00,0.8,2.2,0.0,0,89,0.7,0.2,0.1,1.2,0,0.0,-0.7
2021-03-01 03:00:00,0.7,2.2,1.1,327,91,2.0,1.2,0.6,1.2,0,0.0,-0.7
2021-03-01 04:00:00,0.8,2.2,1.2,320,92,2.3,1.5,0.7,0.9,0,0.0,-0.2
2021-03-01 05:00:00,-0.5,2.3,0.3,208,94,1.3,1.1,-0.6,0.8,0,0.0,-1.4
2021-03-01 06:00:00,-0.4,2.4,1.3,336,96,2.1,1.4,-0.6,-0.1,0,0.0,-0.9
2021-03-01 07:00:00,0.3,2.4,1.4,317,97,2.5,1.6,-0.5,0.4,0,0.0,-0.2
2021-03-01 08:00:00,0.5,2.2,0.2,193,98,1.9,1.4,0.3,0.5,0,0.0,0.2
2021-03-01 09:00:00,1.1,2.2,0.2,335,96,0.9,0.2,0.6,1.1,0,0.0,0.4
2021-03-01 10:00:00,1.9,2.2,0.9,357,92,1.6,0.9,1.2,1.9,0,0.0,0.6
2021-03-01 11:00:00,2.1,2.1,1.0,360,93,2.8,1.7,1.9,2.1,4,0.0,1.1
2021-03-01 12:00:00,2.3,2.1,1.4,322,95,2.8,1.5,2.0,2.5,10,0.0,1.5
2021-03-01 13:00:00,1.9,2.1,1.9,317,96,4.3,2.1,1.9,2.4,20,0.0,1.3
2021-03-01 14:00:00,2.1,2.1,1.7,289,95,3.7,1.8,1.9,2.2,38,0.0,1.3
2021-03-01 15:00:00,1.9,2.2,1.4,291,96,4.1,1.7,1.8,2.1,12,0.0,1.3
2021-03-01 16:00:00,1.8,2.1,0.9,303,96,3.5,1.6,1.8,1.9,11,0.0,1.3
2021-03-01 17:00:00,1.4,2.2,1.5,309,98,3.5,1.9,1.4,1.8,7,0.0,1.3
2021-03-01 18:00:00,1.4,2.3,1.7,306,97,4.4,2.3,1.4,1.5,22,0.0,1.1
2021-03-01 19:00:00,1.3,2.3,2.4,318,95,4.4,2.4,1.3,1.5,10,0.0,0.6
2021-03-01 20:00:00,1.2,2.2,1.1,332,94,4.1,2.6,0.9,1.3,0,0.0,0.4
2021-03-01 21:00:00,1.2,2.3,2.3,325,90,6.0,3.4,1.2,1.3,10,0.0,-0.2
2021-03-01 22:00:00,1.0,2.3,1.7,333,89,4.9,2.8,0.9,1.3,7,0.0,-0.5
2021-03-01 23:00:00,1.0,2.3,2.5,324,89,4.8,2.5,0.9,1.0,9,0.0,-0.5
2021-03-02 00:00:00,0.6,2.3,1.2,338,93,4.8,3.1,0.6,1.1,2,0.0,-0.2
2021-03-02 01:00:00,0.6,2.2,0.3,9,92,2.8,1.5,0.5,0.7,0,0.0,-0.5
2021-03-02 02:00:00,0.8,2.2,1.6,332,86,3.5,2.1,0.6,1.0,0,0.0,-1.2
2021-03-02 03:00:00,0.9,2.3,1.4,324,85,4.8,2.4,0.8,1.1,0,0.0,-1.4
2021-03-02 04:00:00,0.8,2.3,1.2,326,82,4.1,2.3,0.7,1.0,0,0.0,-1.9
2021-03-02 05:00:00,0.7,2.3,0.9,324,83,3.2,1.8,0.7,0.9,0,0.0,-1.9
2021-03-02 06:00:00,0.7,2.3,1.3,7,82,3.6,2.1,0.6,0.8,0,0.0,-2.2
2021-03-02 07:00:00,0.4,2.1,0.1,337,83,2.2,1.3,0.4,0.7,0,0.0,-2.2
2021-03-02 08:00:00,0.3,2.1,0.0,0,83,0.0,0.0,0.3,1.4,0,0.0,-2.5
2021-03-02 09:00:00,1.3,2.1,0.3,171,79,0.9,0.4,0.0,1.3,0,0.0,-1.9
2021-03-02 10:00:00,2.0,2.0,0.5,263,77,1.6,0.9,1.4,2.5,0,0.0,-1.4
2021-03-02 11:00:00,2.8,,1.1,41,74,2.4,1.1,2.0,3.0,0,0.0,-1.2
2021-03-02 12:00:00,2.4,,1.9,299,76,4.1,1.9,2.4,3.2,0,0.0,-1.4
2021-03-02 13:00:00,2.7,,1.3,315,77,3.1,2.0,2.2,2.8,0,0.0,-0.9
2021-03-02 14:00:00,2.7,,0.9,294,76,1.9,1.3,2.7,3.0,0,0.0,-1.2
2021-03-02 15:00:00,1.6,2.0,0.3,269,84,1.3,0.9,1.5,2.9,0,0.0,-0.7
2021-03-02 16:00:00,1.4,2.1,0.2,232,84,1.5,0.7,1.2,2.1,0,0.0,-0.9
2021-03-02 17:00:00,1.2,2.3,0.0,0,85,1.1,0.5,0.7,1.5,0,0.0,-0.9
2021-03-02 18:00:00,0.6,2.2,0.2,208,86,0.9,0.2,0.6,1.2,0,0.0,-1.4
2021-03-02 19:00:00,0.2,2.3,0.0,0,88,2.0,1.0,0.0,0.6,0,0.0,-1.4
2021-03-02 20:00:00,-1.0,2.3,0.4,214,87,1.3,0.4,-1.1,0.4,0,0.0,-2.7
2021-03-02 21:00:00,-1.1,2.4,0.1,200,90,1.5,0.6,-1.3,-0.1,0,0.0,-2.7
2021-03-02 22:00:00,-0.7,2.4,0.1,226,93,1.4,0.6,-1.2,-0.5,0,0.0,-1.7
