timestamp,air_temperature,surface_snow_thickness,wind_speed,wind_from_direction,relative_humidity,max_wind_gust,max_wind_speed,min_air_temperature,max_air_temperature,precip_duration,precip_amount,dew_point_temperature
2022-12-31 00:00:00,2.6,13.7,2.1,160,91,9.7,2.8,2.6,3.3,30,0.3,1.3
2022-12-31 01:00:00,3.2,14.8,5.1,211,85,12.9,5.1,2.0,3.3,60,5.8,0.9
2022-12-31 02:00:00,2.9,14.5,6.8,208,82,16.2,6.8,2.8,3.2,42,0.9,0.2
2022-12-31 03:00:00,2.4,15.0,4.3,244,81,14.3,7.0,2.4,2.9,20,1.4,-0.5
2022-12-31 04:00:00,2.2,15.2,3.5,235,80,15.0,6.3,2.0,2.7,30,1.2,-0.7
2022-12-31 05:00:00,2.0,15.2,4.2,234,80,17.8,7.0,2.0,2.3,60,0.6,-0.9
2022-12-31 06:00:00,1.6,15.2,4.5,207,80,12.8,5.2,1.4,2.0,50,1.5,-1.4
2022-12-31 07:00:00,1.0,15.3,2.7,200,87,12.9,4.6,1.0,1.5,43,0.2,-0.9
2022-12-31 08:00:00,1.6,15.1,6.0,150,95,18.8,6.1,0.9,1.8,60,3.0,1.1
2022-12-31 09:00:00,0.4,15.4,5.1,343,94,14.4,6.1,0.3,1.5,60,0.8,-0.5
2022-12-31 10:00:00,-0.1,16.6,4.8,331,96,14.3,5.7,-0.1,0.4,60,0.6,-0.5
2022-12-31 11:00:00,-0.4,18.1,4.0,339,97,10.0,5.4,-0.4,-0.1,60,0.9,-0.9
2022-12-31 12:00:00,-0.7,18.3,2.6,340,95,9.8,4.3,-0.7,-0.5,60,0.3,-1.4
2022-12-31 13:00:00,-0.9,18.7,1.9,316,96,8.4,3.2,-0.9,-0.7,41,0.1,-1.4
2022-12-31 14:00:00,-1.0,18.6,1.2,1,94,4.3,2.0,-1.0,-0.8,0,0.0,-1.7
2022-12-31 15:00:00,-1.3,19.0,1.3,4,97,6.3,2.4,-1.3,-0.9,33,0.3,-1.7
