timestamp,air_temperature,surface_snow_thickness,wind_speed,wind_from_direction,relative_humidity,max_wind_gust,max_wind_speed,min_air_temperature,max_air_temperature,precip_duration,precip_amount,dew_point_temperature
2024-03-30 00:00:00,3.1,36.8,3.0,166,78,5.7,4.3,2.8,3.1,0,0.0,-0.5
2024-03-30 01:00:00,3.2,36.0,3.2,165,81,6.9,3.6,3.0,3.5,10,0.1,0.2
2024-03-30 02:00:00,3.1,36.0,3.0,158,80,5.0,3.3,3.0,3.3,0,0.0,0.0
2024-03-30 03:00:00,3.4,36.0,3.0,170,79,6.1,3.7,3.1,3.4,0,0.0,0.2
2024-03-30 04:00:00,3.5,36.0,2.8,167,80,6.3,4.2,3.3,3.7,0,0.0,0.4
2024-03-30 05:00:00,4.1,35.9,4.4,163,76,7.6,4.7,3.5,4.2,0,0.0,0.2
2024-03-30 06:00:00,4.1,35.9,4.3,164,77,8.1,5.0,4.0,4.4,0,0.0,0.4
2024-03-30 07:00:00,4.3,35.5,3.5,170,78,8.0,5.4,3.9,4.4,3,0.0,0.9
2024-03-30 08:00:00,4.7,35.3,4.8,165,76,7.7,5.2,4.3,4.7,0,0.0,0.9
2024-03-30 09:00:00,5.4,35.4,4.9,164,74,8.5,5.0,4.7,5.4,0,0.0,1.3
2024-03-30 10:00:00,5.2,35.2,4.8,163,77,10.6,6.1,5.1,6.0,0,0.0,1.7
2024-03-30 11:00:00,5.6,35.0,4.8,156,72,8.1,5.1,5.2,6.1,0,0.0,1.1
2024-03-30 12:00:00,5.9,34.7,3.8,159,70,7.1,5.0,5.5,6.0,0,0.0,0.9
2024-03-30 13:00:00,6.3,34.2,3.7,165,69,7.7,4.4,6.0,6.7,0,0.0,1.1
2024-03-30 14:00:00,6.0,33.4,3.6,173,72,8.8,4.5,5.6,6.3,0,0.0,1.5
2024-03-30 15:00:00,5.5,33.1,3.0,169,73,7.7,4.4,5.1,6.1,0,0.0,1.1
2024-03-30 16:00:00,5.1,32.8,2.0,159,74,7.3,4.2,4.9,5.6,0,0.0,0.9
2024-03-30 17:00:00,5.1,32.4,3.6,151,74,6.3,3.7,4.5,5.2,0,0.0,0.9
2024-03-30 18:00:00,5.2,32.3,4.1,170,73,7.7,4.5,4.8,5.3,0,0.0,0.9
2024-03-30 19:00:00,4.6,32.3,4.8,154,76,8.6,5.1,4.5,5.3,0,0.0,0.9
2024-03-30 20:00:00,4.1,32.2,4.8,145,79,7.9,5.4,3.9,4.6,0,0.0,0.9
2024-03-30 21:00:00,3.7,32.2,5.9,130,82,9.3,6.1,3.7,4.1,57,0.1,1.1
2024-03-30 22:00:00,4.1,32.0,1.7,63,78,8.8,6.1,3.6,4.3,58,0.2,0.6
2024-03-30 23:00:00,1.9,31.8,1.7,356,90,5.6,2.7,1.9,4.3,58,2.9,0.4
2024-03-31 00:00:00,1.8,31.7,1.5,303,88,6.6,2.1,1.7,2.5,60,3.0,0.2
2024-03-31 01:00:00,2.1,31.9,1.4,111,88,5.7,2.7,1.5,2.8,60,2.2,0.2
2024-03-31 02:00:00,1.3,31.7,0.4,286,94,4.0,1.9,1.3,2.4,60,1.3,0.4
2024-03-31 03:00:00,0.8,32.2,0.0,0,97,2.0,0.9,0.8,1.2,60,0.7,0.4
2024-03-31 04:00:00,0.5,31.7,0.0,0,98,0.4,0.0,0.5,0.8,60,0.4,0.2
2024-03-31 05:00:00,0.6,31.7,0.6,197,98,1.1,0.6,0.5,0.6,48,0.1,0.4
2024-03-31 06:00:00,0.9,31.8,0.9,156,98,1.5,0.9,0.4,0.9,3,0.1,0.6
2024-03-31 07:00:00,1.4,31.7,0.7,118,97,2.7,1.7,0.9,1.4,0,0.0,1.1
2024-03-31 08:00:00,1.8,31.5,0.6,143,97,2.0,1.3,1.2,1.8,0,0.0,1.5
2024-03-31 09:00:00,3.0,31.2,0.0,0,88,2.1,1.4,1.7,3.0,30,0.0,1.3
2024-03-31 10:00:00,2.9,30.8,1.2,121,88,1.8,1.2,2.4,3.4,10,0.0,1.1
2024-03-31 11:00:00,4.8,30.6,1.1,177,81,2.3,1.6,2.9,5.8,0,0.0,1.9
2024-03-31 12:00:00,4.0,30.7,2.9,324,85,4.2,2.9,4.0,7.6,0,0.0,1.7
2024-03-31 13:00:00,5.7,29.9,0.7,338,74,5.1,3.8,4.0,5.7,0,0.0,1.5
2024-03-31 14:00:00,6.0,29.7,1.8,325,69,3.0,1.9,5.2,6.5,0,0.0,0.9
2024-03-31 15:00:00,5.8,29.4,1.5,315,66,4.1,1.8,5.7,7.3,0,0.0,0.0
2024-03-31 16:00:00,5.1,29.6,1.8,349,68,3.2,2.0,4.8,5.8,0,0.0,-0.2
2024-03-31 17:00:00,4.6,29.7,2.0,344,69,4.0,2.4,4.6,5.1,0,0.0,-0.5
2024-03-31 18:00:00,4.1,29.9,1.9,319,71,3.5,1.9,3.9,4.8,0,0.0,-0.7
2024-03-31 19:00:00,3.9,30.1,1.5,282,68,2.9,1.9,3.6,4.1,0,0.0,-1.4
2024-03-31 20:00:00,2.3,30.1,0.4,220,75,2.1,1.4,1.8,3.9,0,0.0,-1.7
