timestamp,air_temperature,surface_snow_thickness,wind_speed,wind_from_direction,relative_humidity,max_wind_gust,max_wind_speed,min_air_temperature,max_air_temperature,precip_duration,precip_amount,dew_point_temperature
2019-11-01 00:00:00,-1.0,,0.9,197,89,1.7,0.9,-1.6,-0.8,0.0,0.0,-2.4
2019-11-01 01:00:00,-1.9,,0.3,177,91,1.7,0.9,-1.9,-1.1,0.0,0.0,-3.3
2019-11-01 02:00:00,-0.3,,1.5,203,86,2.2,1.5,-1.9,-0.3,0.0,0.0,-2.2
2019-11-01 03:00:00,-0.7,,0.6,140,89,1.8,1.5,-1.0,-0.1,0.0,0.0,-2.2
2019-11-01 04:00:00,0.0,,0.6,166,87,1.5,0.7,-0.7,0.0,0.0,0.0,-1.9
2019-11-01 05:00:00,-0.2,,1.5,183,86,3.0,1.7,-0.3,0.0,1.0,0.0,-2.2
2019-11-01 06:00:00,-0.2,,1.3,162,85,3.2,1.9,-0.2,0.1,0.0,0.0,-2.4
2019-11-01 07:00:00,0.2,,2.0,176,81,4.0,2.1,-0.3,0.2,0.0,0.0,-2.7
2019-11-01 08:00:00,0.9,,1.4,182,78,3.4,2.4,0.2,0.9,0.0,0.0,-2.5
2019-11-01 09:00:00,1.7,,0.8,178,74,2.2,1.4,0.9,1.7,0.0,0.0,-2.5
2019-11-01 10:00:00,2.4,,1.1,157,73,2.6,1.3,1.7,2.4,0.0,0.0,-1.9
2019-11-01 11:00:00,2.3,,2.3,140,71,4.9,2.9,2.3,2.9,0.0,0.0,-2.5
2019-11-01 12:00:00,2.7,,3.0,140,69,5.6,3.0,2.3,3.1,0.0,0.0,-2.5
2019-11-01 13:00:00,2.4,,3.6,148,67,6.1,3.7,2.3,2.7,0.0,0.0,-3.0
2019-11-01 14:00:00,2.4,,4.0,138,63,7.1,4.6,2.2,2.5,0.0,0.0,-3.8
2019-11-01 15:00:00,2.1,,4.4,115,64,8.4,4.8,2.1,2.4,0.0,0.0,-4.1
2019-11-01 16:00:00,2.0,,6.2,118,51,10.9,6.2,1.9,2.1,0.0,0.0,-7.1
2019-11-01 17:00:00,2.2,,5.3,129,47,12.1,6.4,1.8,2.2,0.0,0.0,-7.8
2019-11-01 18:00:00,1.8,,4.6,119,51,10.7,5.9,1.7,2.2,0.0,0.0,-7.1
2019-11-01 19:00:00,1.8,,7.4,117,50,11.6,7.8,1.5,1.9,0.0,0.0,-7.4
2019-11-01 20:00:00,1.3,,6.8,105,53,11.6,7.3,1.3,1.7,0.0,0.0,-7.1
2019-11-01 21:00:00,1.1,,7.0,119,59,12.6,7.9,1.0,1.4,0.0,0.0,-6.0
2019-11-01 22:00:00,1.1,,7.4,115,62,13.5,8.2,1.0,1.3,0.0,0.0,-5.4
2019-11-01 23:00:00,1.0,,8.3,114,67,13.0,8.3,0.9,1.2,0.0,0.0,-4.4
2019-11-02 00:00:00,1.3,,7.9,113,66,13.7,8.4,1.0,1.4,0.0,0.0,-4.4
2019-11-02 01:00:00,1.8,,5.4,117,66,13.8,8.0,1.3,1.8,0.0,0.0,-3.8
2019-11-02 02:00:00,1.9,,7.6,115,67,12.2,7.8,1.7,2.0,0.0,0.0,-3.6
2019-11-02 03:00:00,1.9,,7.5,119,70,12.6,7.7,1.9,2.1,0.0,0.0,-3.0
2019-11-02 04:00:00,1.7,,6.8,120,69,12.3,7.5,1.7,1.9,0.0,0.0,-3.3
2019-11-02 05:00:00,1.7,,7.5,119,70,11.8,7.6,1.7,1.9,0.0,0.0,-3.3
2019-11-02 06:00:00,1.4,,6.0,120,72,13.9,7.6,1.4,1.7,0.0,0.0,-3.0
2019-11-02 07:00:00,1.3,,7.4,124,69,12.8,7.4,1.3,1.6,0.0,0.0,-3.8
2019-11-02 08:00:00,1.0,,8.1,126,69,14.0,8.4,1.0,1.3,0.0,0.0,-3.8
2019-11-02 09:00:00,1.5,,7.7,128,63,14.3,9.0,1.0,1.5,0.0,0.0,-4.7
2019-11-02 10:00:00,1.6,,4.8,139,58,11.0,7.6,1.4,1.8,0.0,0.0,-5.7
2019-11-02 11:00:00,2.2,,6.6,133,51,13.0,6.6,1.6,2.2,0.0,0.0,-6.7
2019-11-02 12:00:00,1.6,,7.0,121,56,11.9,7.8,1.5,2.2,0.0,0.0,-6.0
2019-11-02 13:00:00,1.7,,8.4,122,54,13.6,8.6,1.4,1.7,0.0,0.0,-6.7
2019-11-02 14:00:00,1.8,,7.1,124,53,15.2,9.3,1.7,2.1,0.0,0.0,-6.7
2019-11-02 15:00:00,1.7,,7.1,123,52,12.1,7.3,1.6,1.9,0.0,0.0,-7.1
2019-11-02 16:00:00,1.5,,8.6,119,50,14.0,8.7,1.5,2.1,0.0,0.0,-7.8
2019-11-02 17:00:00,1.3,,8.1,122,50,17.8,9.1,1.3,1.6,0.0,0.0,-7.8
2019-11-02 18:00:00,1.1,,9.4,116,50,16.9,9.5,1.0,1.4,0.0,0.0,-8.2
2019-11-02 19:00:00,1.4,,8.2,118,46,14.8,9.3,1.1,1.8,0.0,0.0,-9.0
2019-11-02 20:00:00,1.6,,7.8,128,40,14.6,8.3,1.5,1.8,0.0,0.0,-10.3
2019-11-02 21:00:00,1.6,,7.8,131,39,16.7,8.6,1.5,1.8,0.0,0.0,-10.7
2019-11-02 22:00:00,2.2,,7.5,122,36,15.1,8.7,1.5,2.4,0.0,0.0,-11.2
2019-11-02 23:00:00,2.2,,8.3,127,38,18.3,9.7,2.0,3.1,0.0,0.0,-10.7
2019-11-03 00:00:00,1.5,,10.5,123,48,16.9,10.5,1.5,2.2,0.0,0.0,-8.2
2019-11-03 01:00:00,1.3,,7.3,121,52,18.4,11.4,1.1,1.6,0.0,0.0,-7.4
2019-11-03 02:00:00,1.2,,5.9,141,56,16.4,8.3,1.0,1.5,0.0,0.0,-6.4
2019-11-03 03:00:00,1.1,,8.2,124,59,17.9,9.0,0.9,1.3,0.0,0.0,-6.0
2019-11-03 04:00:00,0.6,,10.2,123,64,17.3,10.8,0.4,1.0,0.0,0.0,-5.4
2019-11-03 05:00:00,0.9,,10.6,114,62,17.8,10.9,0.6,0.9,0.0,0.0,-5.7
2019-11-03 06:00:00,1.0,,9.2,113,63,17.1,10.6,0.8,1.0,0.0,0.0,-5.0
2019-11-03 07:00:00,1.3,,10.7,124,62,18.0,11.3,0.9,1.3,0.0,0.0,-5.0
2019-11-03 08:00:00,1.1,,11.2,120,64,19.7,11.6,1.0,1.4,0.0,0.0,-5.0
2019-11-03 09:00:00,1.5,,9.6,127,63,20.2,11.9,1.2,1.7,0.0,0.0,-4.7
2019-11-03 10:00:00,1.7,,11.3,122,65,18.9,11.9,1.5,1.8,0.0,0.0,-4.1
2019-11-03 11:00:00,1.5,,11.4,126,66,19.2,12.1,1.5,1.8,0.0,0.0,-4.1
2019-11-03 12:00:00,1.4,,8.9,127,67,17.4,11.4,1.3,1.6,0.0,0.0,-3.8
2019-11-03 13:00:00,1.4,,8.5,121,67,17.1,10.5,1.2,1.4,0.0,0.0,-3.8
2019-11-03 14:00:00,1.5,,10.0,117,66,17.4,10.0,1.3,1.5,0.0,0.0,-4.1
2019-11-03 15:00:00,1.2,,9.2,121,66,16.5,10.9,1.2,1.5,0.0,0.0,-4.4
2019-11-03 16:00:00,1.3,,7.5,122,65,15.4,9.4,1.1,1.4,0.0,0.0,-4.4
2019-11-03 17:00:00,1.2,,8.0,122,64,14.5,9.1,1.1,1.4,0.0,0.0,-4.7
2019-11-03 18:00:00,1.0,,9.1,119,62,15.7,10.2,1.0,1.3,0.0,0.0,-5.4
2019-11-03 19:00:00,0.9,,9.4,115,65,14.6,9.8,0.8,1.1,0.0,0.0,-5.0
2019-11-03 20:00:00,0.9,,8.2,118,65,13.9,9.9,0.9,1.1,0.0,0.0,-5.0
2019-11-03 21:00:00,0.7,,7.2,123,66,13.8,8.5,0.7,1.0,0.0,0.0,-5.0
