referenceTime,air_temperature,wind_speed,wind_from_direction,surface_snow_thickness,sum(precipitation_amount PT1H),relative_humidity,surface_temperature,dew_point_temperature,snow_change_1h,snow_change_3h,snow_change_6h,fresh_snow_1h,snow_transport_1h,fresh_snow_6h,snow_loss_6h,snow_dynamics_factor,consec_wind_ge5,consec_wind_ge6,consec_wind_ge7,wind_persistent_3h,high_risk_sector,wind_sector,temp_above_zero_last_24h,continuous_frost_12h,loose_snow_gate,precip_mm_h,last_6h_precip,risk_level,factors,risk_slippery,factors_slippery
2024-01-01 12:10:00+00:00,-4.0,,,38,,,-5.4,,0.0,0.0,0.0,0,0,0,0,1.0,11,11,0,1,0,unknown,0.0,1.0,1,0.0,0.0,unknown,['Mangler vind/temperatur data'],low,['Ingen risikofaktorer']
2024-01-01 12:20:00+00:00,-3.8,,,38,,,-5.4,,0.0,0.0,0.0,0,0,0,0,1.0,11,11,0,1,0,unknown,0.0,1.0,1,0.0,0.0,unknown,['Mangler vind/temperatur data'],low,['Ingen risikofaktorer']
2024-01-01 12:30:00+00:00,-3.7,,,38,,,-5.3,,0.0,0.0,0.0,0,0,0,0,1.0,11,11,0,1,0,unknown,0.0,1.0,1,0.0,0.0,unknown,['Mangler vind/temperatur data'],low,['Ingen risikofaktorer']
2024-01-01 12:40:00+00:00,-3.8,,,38,,,-5.3,,0.0,0.0,0.0,0,0,0,0,1.0,11,11,0,1,0,unknown,0.0,1.0,1,0.0,0.0,unknown,['Mangler vind/temperatur data'],low,['Ingen risikofaktorer']
2024-01-01 12:50:00+00:00,-3.7,,,38,,,-5.3,,0.0,0.0,0.0,0,0,0,0,1.0,11,11,0,1,0,unknown,0.0,1.0,1,0.0,0.0,unknown,['Mangler vind/temperatur data'],low,['Ingen risikofaktorer']
2024-01-01 13:00:00+00:00,-4.0,9.7,181.0,38,0.0,62.0,-5.7,-10.2,0.0,0.0,0.0,0,0,0,0,1.0,12,12,1,1,0,S,0.0,1.0,1,0.0,0.0,medium,"['Vind 9.7 m/s (terskel: 7.0)', 'Temperatur -4.0°C', 'Snødybde 38 cm', 'Moderat persistens (12h ≥6 m/s)']",low,['Ingen risikofaktorer']
2024-01-01 13:10:00+00:00,-4.1,,,38,,,-5.8,,0.0,0.0,0.0,0,0,0,0,1.0,12,12,1,1,0,unknown,0.0,1.0,1,0.0,0.0,unknown,['Mangler vind/temperatur data'],low,['Ingen risikofaktorer']
2024-01-01 13:20:00+00:00,-4.0,,,38,,,-5.8,,0.0,0.0,0.0,0,0,0,0,1.0,12,12,1,1,0,unknown,0.0,1.0,1,0.0,0.0,unknown,['Mangler vind/temperatur data'],low,['Ingen risikofaktorer']
2024-01-01 13:30:00+00:00,-3.5,,,38,,,-5.3,,0.0,0.0,0.0,0,0,0,0,1.0,12,12,1,1,0,unknown,0.0,1.0,1,0.0,0.0,unknown,['Mangler vind/temperatur data'],low,['Ingen risikofaktorer']
2024-01-01 13:40:00+00:00,-3.6,,,38,,,-5.5,,0.0,0.0,0.0,0,0,0,0,1.0,12,12,1,1,0,unknown,0.0,1.0,1,0.0,0.0,unknown,['Mangler vind/temperatur data'],low,['Ingen risikofaktorer']
2024-01-01 13:50:00+00:00,-4.1,,,38,,,-5.9,,0.0,0.0,0.0,0,0,0,0,1.0,12,12,1,1,0,unknown,0.0,1.0,1,0.0,0.0,unknown,['Mangler vind/temperatur data'],low,['Ingen risikofaktorer']
2024-01-01 14:00:00+00:00,-4.3,11.2,201.0,38,0.0,65.0,-6.0,-9.8,0.0,0.0,0.0,0,0,0,0,1.0,13,13,2,1,0,S,0.0,1.0,1,0.0,0.0,high,"['Vind 11.2 m/s (terskel: 7.0)', 'Temperatur -4.3°C', 'Snødybde 38 cm', 'Høy vindstyrke (≥9.0 m/s)', 'Persistant vind (2h ≥7 m/s)']",low,['Ingen risikofaktorer']
2024-01-01 14:10:00+00:00,-4.1,,,38,,,-5.9,,0.0,0.0,0.0,0,0,0,0,1.0,13,13,2,1,0,unknown,0.0,1.0,1,0.0,0.0,unknown,['Mangler vind/temperatur data'],low,['Ingen risikofaktorer']
2024-01-01 14:20:00+00:00,-4.2,,,38,,,-6.0,,0.0,0.0,0.0,0,0,0,0,1.0,13,13,2,1,0,unknown,0.0,1.0,1,0.0,0.0,unknown,['Mangler vind/temperatur data'],low,['Ingen risikofaktorer']
