maintenance_date,start_datetime,end_datetime,duration_hours,distance_km,maintenance_type,equipment,weather_analysis,temp_min,temp_max,temp_mean,around_freezing,precip_total,precip_max_hourly,rain_on_snow,snow_depth_cm,snow_present,wind_max,strong_wind,weather_scenarios,snowdrift_risk,season_period,likely_salt_quality,likely_maintenance_purpose,weekly_snow_context,is_friday_clearing
13. jan. 2023,2023-01-13 06:57:50,2023-01-13 08:15:08,1.2280555555555557,21.8,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-01-12 19:00:00+0000', tz='UTC'), 'end': Timestamp('2023-01-13 18:50:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-2.0), 'max': np.float64(1.1), 'mean': np.float64(0.012500000000000011), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(7.9), 'max_hourly': np.float64(3.6), 'hours_with_precip': np.int64(10), 'rain_on_snow': False}, 'wind': {'max': np.float64(7.7), 'mean': np.float64(2.8541666666666665), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(2968.75), 'min_depth_cm': np.int64(2400), 'max_depth_cm': np.int64(3600), 'snow_present': np.True_, 'snow_change': np.int64(12)}, 'weather_scenarios': []}",-2.0,1.1,0.012500000000000011,True,7.9,3.6,False,2968.75,True,7.7,True,,unknown,limited_salt_period,begrenset,tunbrøyting_ukentlig_snø,57.0mm i 8 dager,True
13. jan. 2023,2023-01-13 09:51:18,2023-01-13 20:59:51,7.065555555555555,32.3,heavy_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-01-12 22:00:00+0000', tz='UTC'), 'end': Timestamp('2023-01-13 21:50:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-2.0), 'max': np.float64(1.1), 'mean': np.float64(-0.09583333333333333), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(7.5), 'max_hourly': np.float64(3.6), 'hours_with_precip': np.int64(9), 'rain_on_snow': False}, 'wind': {'max': np.float64(7.7), 'mean': np.float64(2.4916666666666667), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(3106.25), 'min_depth_cm': np.int64(2400), 'max_depth_cm': np.int64(3600), 'snow_present': np.True_, 'snow_change': np.int64(12)}, 'weather_scenarios': []}",-2.0,1.1,-0.09583333333333333,True,7.5,3.6,False,3106.25,True,7.7,True,,unknown,limited_salt_period,begrenset,tunbrøyting_ukentlig_snø,56.8mm i 7 dager,True
15. jan. 2023,2023-01-15 06:33:03,2023-01-15 08:37:19,1.9124999999999999,17.7,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-01-14 18:40:00+0000', tz='UTC'), 'end': Timestamp('2023-01-15 18:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-2.1), 'max': np.float64(0.1), 'mean': np.float64(-1.0666666666666667), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(2.5), 'max_hourly': np.float64(0.6), 'hours_with_precip': np.int64(5), 'rain_on_snow': False}, 'wind': {'max': np.float64(12.8), 'mean': np.float64(3.595833333333333), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(2440.277777777778), 'min_depth_cm': np.int64(2300), 'max_depth_cm': np.int64(2700), 'snow_present': np.True_, 'snow_change': np.int64(4)}, 'weather_scenarios': []}",-2.1,0.1,-1.0666666666666667,True,2.5,0.6,False,2440.277777777778,True,12.8,True,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
17. jan. 2023,2023-01-17 06:57:33,2023-01-17 10:11:09,3.0011111111111113,13.6,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-01-16 19:00:00+0000', tz='UTC'), 'end': Timestamp('2023-01-17 18:50:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-3.6), 'max': np.float64(0.0), 'mean': np.float64(-1.4916666666666665), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(5.5), 'max_hourly': np.float64(1.5), 'hours_with_precip': np.int64(6), 'rain_on_snow': False}, 'wind': {'max': np.float64(6.4), 'mean': np.float64(3.2875), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(3424.3055555555557), 'min_depth_cm': np.int64(2800), 'max_depth_cm': np.int64(3700), 'snow_present': np.True_, 'snow_change': np.int64(9)}, 'weather_scenarios': []}",-3.6,0.0,-1.4916666666666665,True,5.5,1.5,False,3424.3055555555557,True,6.4,True,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
19. jan. 2023,2023-01-19 16:59:14,2023-01-19 19:11:25,2.0591666666666666,13.5,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-01-19 05:00:00+0000', tz='UTC'), 'end': Timestamp('2023-01-20 04:50:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-7.0), 'max': np.float64(-3.1), 'mean': np.float64(-4.983333333333333), 'around_freezing': np.False_}, 'precipitation': {'total': np.float64(0.0), 'max_hourly': np.float64(0.0), 'hours_with_precip': np.int64(0), 'rain_on_snow': False}, 'wind': {'max': np.float64(2.7), 'mean': np.float64(1.2208333333333334), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(2900.0), 'min_depth_cm': np.int64(2900), 'max_depth_cm': np.int64(2900), 'snow_present': np.True_, 'snow_change': np.int64(0)}, 'weather_scenarios': []}",-7.0,-3.1,-4.983333333333333,False,0.0,0.0,False,2900.0,True,2.7,False,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
25. jan. 2023,2023-01-25 08:14:31,2023-01-25 17:33:12,2.0191666666666666,29.2,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-01-24 20:20:00+0000', tz='UTC'), 'end': Timestamp('2023-01-25 20:10:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(1.3), 'max': np.float64(3.7), 'mean': np.float64(2.6875), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(15.1), 'max_hourly': np.float64(1.7), 'hours_with_precip': np.int64(21), 'rain_on_snow': False}, 'wind': {'max': np.float64(3.5), 'mean': np.float64(1.929166666666667), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(2206.25), 'min_depth_cm': np.int64(1900), 'max_depth_cm': np.int64(2500), 'snow_present': np.True_, 'snow_change': np.int64(6)}, 'weather_scenarios': []}",1.3,3.7,2.6875,True,15.1,1.7,False,2206.25,True,3.5,False,,unknown,limited_salt_period,begrenset,akutt_slush_eller_tining,,False
26. jan. 2023,2023-01-26 04:27:03,2023-01-26 05:02:39,0.5944444444444444,8.5,light_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-01-25 16:30:00+0000', tz='UTC'), 'end': Timestamp('2023-01-26 16:20:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-3.0), 'max': np.float64(1.7), 'mean': np.float64(-0.1625), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(0.8999999999999999), 'max_hourly': np.float64(0.4), 'hours_with_precip': np.int64(2), 'rain_on_snow': False}, 'wind': {'max': np.float64(5.4), 'mean': np.float64(1.7666666666666666), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(1899.3055555555557), 'min_depth_cm': np.int64(1800), 'max_depth_cm': np.int64(2000), 'snow_present': np.True_, 'snow_change': np.int64(2)}, 'weather_scenarios': []}",-3.0,1.7,-0.1625,True,0.8999999999999999,0.4,False,1899.3055555555557,True,5.4,True,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
28. jan. 2023,2023-01-28 11:45:02,2023-01-28 12:14:37,0.4791666666666667,19.3,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-01-27 23:50:00+0000', tz='UTC'), 'end': Timestamp('2023-01-28 23:40:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-0.6), 'max': np.float64(1.3), 'mean': np.float64(0.425), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(6.9), 'max_hourly': np.float64(1.2), 'hours_with_precip': np.int64(13), 'rain_on_snow': False}, 'wind': {'max': np.float64(5.3), 'mean': np.float64(3.2083333333333335), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(2218.0555555555557), 'min_depth_cm': np.int64(2100), 'max_depth_cm': np.int64(2500), 'snow_present': np.True_, 'snow_change': np.int64(4)}, 'weather_scenarios': []}",-0.6,1.3,0.425,True,6.9,1.2,False,2218.0555555555557,True,5.3,True,,unknown,limited_salt_period,begrenset,akutt_slush_eller_tining,,False
28. jan. 2023,2023-01-28 06:40:47,2023-01-28 12:02:04,0.5263888888888889,14.6,light_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-01-27 18:50:00+0000', tz='UTC'), 'end': Timestamp('2023-01-28 18:40:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-2.4), 'max': np.float64(1.3), 'mean': np.float64(-0.04166666666666665), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(5.7), 'max_hourly': np.float64(1.2), 'hours_with_precip': np.int64(10), 'rain_on_snow': False}, 'wind': {'max': np.float64(5.3), 'mean': np.float64(3.1541666666666663), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(2147.222222222222), 'min_depth_cm': np.int64(2000), 'max_depth_cm': np.int64(2300), 'snow_present': np.True_, 'snow_change': np.int64(3)}, 'weather_scenarios': []}",-2.4,1.3,-0.04166666666666665,True,5.7,1.2,False,2147.222222222222,True,5.3,True,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
31. jan. 2023,2023-01-31 05:32:29,2023-01-31 09:48:27,4.167777777777778,15.4,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-01-30 17:40:00+0000', tz='UTC'), 'end': Timestamp('2023-01-31 17:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-3.7), 'max': np.float64(-0.1), 'mean': np.float64(-2.2666666666666666), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(12.4), 'max_hourly': np.float64(2.4), 'hours_with_precip': np.int64(13), 'rain_on_snow': False}, 'wind': {'max': np.float64(7.3), 'mean': np.float64(3.283333333333333), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(2836.8055555555557), 'min_depth_cm': np.int64(2600), 'max_depth_cm': np.int64(3400), 'snow_present': np.True_, 'snow_change': np.int64(8)}, 'weather_scenarios': []}",-3.7,-0.1,-2.2666666666666666,True,12.4,2.4,False,2836.8055555555557,True,7.3,True,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
1. feb. 2023,2023-02-01 09:09:15,2023-02-01 17:43:03,5.540277777777778,19.8,heavy_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-01-31 21:10:00+0000', tz='UTC'), 'end': Timestamp('2023-02-01 21:00:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-1.6), 'max': np.float64(0.5), 'mean': np.float64(-0.4916666666666667), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(13.799999999999999), 'max_hourly': np.float64(3.3), 'hours_with_precip': np.int64(13), 'rain_on_snow': False}, 'wind': {'max': np.float64(6.1), 'mean': np.float64(2.8125), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(4215.277777777778), 'min_depth_cm': np.int64(3500), 'max_depth_cm': np.int64(4700), 'snow_present': np.True_, 'snow_change': np.int64(12)}, 'weather_scenarios': []}",-1.6,0.5,-0.4916666666666667,True,13.799999999999999,3.3,False,4215.277777777778,True,6.1,True,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
2. feb. 2023,2023-02-02 16:45:20,2023-02-02 21:31:32,3.9522222222222223,14.6,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-02-02 04:50:00+0000', tz='UTC'), 'end': Timestamp('2023-02-03 04:40:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-5.2), 'max': np.float64(-1.1), 'mean': np.float64(-2.7416666666666667), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(6.5), 'max_hourly': np.float64(2.2), 'hours_with_precip': np.int64(4), 'rain_on_snow': False}, 'wind': {'max': np.float64(7.2), 'mean': np.float64(3.1875), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(4740.972222222222), 'min_depth_cm': np.int64(4500), 'max_depth_cm': np.int64(6200), 'snow_present': np.True_, 'snow_change': np.int64(17)}, 'weather_scenarios': []}",-5.2,-1.1,-2.7416666666666667,True,6.5,2.2,False,4740.972222222222,True,7.2,True,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
3. feb. 2023,2023-02-03 08:27:32,2023-02-03 19:30:04,3.952777777777778,26.5,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-02-02 20:30:00+0000', tz='UTC'), 'end': Timestamp('2023-02-03 20:20:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-5.6), 'max': np.float64(-0.3), 'mean': np.float64(-1.9708333333333332), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(6.2), 'max_hourly': np.float64(2.2), 'hours_with_precip': np.int64(3), 'rain_on_snow': False}, 'wind': {'max': np.float64(7.2), 'mean': np.float64(2.8708333333333336), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(5978.472222222222), 'min_depth_cm': np.int64(4600), 'max_depth_cm': np.int64(6500), 'snow_present': np.True_, 'snow_change': np.int64(19)}, 'weather_scenarios': []}",-5.6,-0.3,-1.9708333333333332,True,6.2,2.2,False,5978.472222222222,True,7.2,True,,unknown,limited_salt_period,begrenset,tunbrøyting_ukentlig_snø,63.8mm i 7 dager,True
3. feb. 2023,2023-02-03 14:31:35,2023-02-03 19:38:30,4.3613888888888885,16.1,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-02-03 02:40:00+0000', tz='UTC'), 'end': Timestamp('2023-02-04 02:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-5.9), 'max': np.float64(-0.3), 'mean': np.float64(-2.9499999999999997), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(0.0), 'max_hourly': np.float64(0.0), 'hours_with_precip': np.int64(0), 'rain_on_snow': False}, 'wind': {'max': np.float64(4.2), 'mean': np.float64(2.004166666666667), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(6354.166666666666), 'min_depth_cm': np.int64(5500), 'max_depth_cm': np.int64(6500), 'snow_present': np.True_, 'snow_change': np.int64(10)}, 'weather_scenarios': []}",-5.9,-0.3,-2.9499999999999997,True,0.0,0.0,False,6354.166666666666,True,4.2,False,,unknown,limited_salt_period,begrenset,tunbrøyting_ukentlig_snø,63.8mm i 7 dager,True
5. feb. 2023,2023-02-05 07:42:35,2023-02-05 11:51:26,3.901944444444444,16.6,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-02-04 19:50:00+0000', tz='UTC'), 'end': Timestamp('2023-02-05 19:40:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-1.5), 'max': np.float64(0.8), 'mean': np.float64(-0.3833333333333333), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(11.2), 'max_hourly': np.float64(3.0), 'hours_with_precip': np.int64(10), 'rain_on_snow': False}, 'wind': {'max': np.float64(7.2), 'mean': np.float64(3.1166666666666667), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(6509.027777777777), 'min_depth_cm': np.int64(6200), 'max_depth_cm': np.int64(7000), 'snow_present': np.True_, 'snow_change': np.int64(8)}, 'weather_scenarios': []}",-1.5,0.8,-0.3833333333333333,True,11.2,3.0,False,6509.027777777777,True,7.2,True,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
9. feb. 2023,2023-02-09 08:26:08,2023-02-09 22:40:15,3.6986111111111115,21.1,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-02-08 20:30:00+0000', tz='UTC'), 'end': Timestamp('2023-02-09 20:20:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-3.2), 'max': np.float64(1.8), 'mean': np.float64(-0.2791666666666666), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(23.0), 'max_hourly': np.float64(5.5), 'hours_with_precip': np.int64(19), 'rain_on_snow': False}, 'wind': {'max': np.float64(11.5), 'mean': np.float64(5.0249999999999995), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(5297.916666666666), 'min_depth_cm': np.int64(5000), 'max_depth_cm': np.int64(5800), 'snow_present': np.True_, 'snow_change': np.int64(8)}, 'weather_scenarios': []}",-3.2,1.8,-0.2791666666666666,True,23.0,5.5,False,5297.916666666666,True,11.5,True,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
9. feb. 2023,2023-02-09 16:29:47,2023-02-09 22:09:17,5.2725,13.4,heavy_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-02-09 04:30:00+0000', tz='UTC'), 'end': Timestamp('2023-02-10 04:20:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-4.9), 'max': np.float64(0.5), 'mean': np.float64(-1.9333333333333336), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(14.700000000000001), 'max_hourly': np.float64(2.3), 'hours_with_precip': np.int64(18), 'rain_on_snow': False}, 'wind': {'max': np.float64(11.5), 'mean': np.float64(5.3125), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(5452.777777777778), 'min_depth_cm': np.int64(5000), 'max_depth_cm': np.int64(5800), 'snow_present': np.True_, 'snow_change': np.int64(8)}, 'weather_scenarios': []}",-4.9,0.5,-1.9333333333333336,True,14.700000000000001,2.3,False,5452.777777777778,True,11.5,True,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
10. feb. 2023,2023-02-10 06:34:32,2023-02-10 15:58:46,8.459444444444443,27.4,heavy_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-02-09 18:40:00+0000', tz='UTC'), 'end': Timestamp('2023-02-10 18:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-4.9), 'max': np.float64(3.7), 'mean': np.float64(-2.254166666666667), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(30.9), 'max_hourly': np.float64(7.8), 'hours_with_precip': np.int64(14), 'rain_on_snow': False}, 'wind': {'max': np.float64(9.0), 'mean': np.float64(3.404166666666667), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(5900.694444444444), 'min_depth_cm': np.int64(5500), 'max_depth_cm': np.int64(7100), 'snow_present': np.True_, 'snow_change': np.int64(16)}, 'weather_scenarios': []}",-4.9,3.7,-2.254166666666667,True,30.9,7.8,False,5900.694444444444,True,9.0,True,,unknown,limited_salt_period,begrenset,tunbrøyting_ukentlig_snø,51.5mm i 7 dager,True
10. feb. 2023,2023-02-10 12:56:46,2023-02-10 18:05:36,4.580555555555556,19.3,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-02-10 01:00:00+0000', tz='UTC'), 'end': Timestamp('2023-02-11 00:50:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-4.9), 'max': np.float64(3.7), 'mean': np.float64(-0.5833333333333334), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(35.8), 'max_hourly': np.float64(7.8), 'hours_with_precip': np.int64(16), 'rain_on_snow': False}, 'wind': {'max': np.float64(5.3), 'mean': np.float64(2.775), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(5974.305555555556), 'min_depth_cm': np.int64(5600), 'max_depth_cm': np.int64(7100), 'snow_present': np.True_, 'snow_change': np.int64(15)}, 'weather_scenarios': []}",-4.9,3.7,-0.5833333333333334,True,35.8,7.8,False,5974.305555555556,True,5.3,True,,unknown,limited_salt_period,begrenset,tunbrøyting_ukentlig_snø,45.0mm i 6 dager,True
13. feb. 2023,2023-02-13 10:01:11,2023-02-13 10:32:28,0.5083333333333333,8.9,light_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-02-12 22:10:00+0000', tz='UTC'), 'end': Timestamp('2023-02-13 22:00:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(1.1), 'max': np.float64(3.4), 'mean': np.float64(2.033333333333333), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(0.4), 'max_hourly': np.float64(0.3), 'hours_with_precip': np.int64(1), 'rain_on_snow': False}, 'wind': {'max': np.float64(3.6), 'mean': np.float64(1.175), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(4179.861111111111), 'min_depth_cm': np.int64(4100), 'max_depth_cm': np.int64(4300), 'snow_present': np.True_, 'snow_change': np.int64(2)}, 'weather_scenarios': []}",1.1,3.4,2.033333333333333,True,0.4,0.3,False,4179.861111111111,True,3.6,False,,unknown,limited_salt_period,begrenset,akutt_slush_eller_tining,,False
18. feb. 2023,2023-02-18 06:57:19,2023-02-18 07:45:22,0.7913888888888889,9.1,light_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-02-17 19:00:00+0000', tz='UTC'), 'end': Timestamp('2023-02-18 18:50:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-3.5), 'max': np.float64(-0.1), 'mean': np.float64(-1.7833333333333332), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(5.0), 'max_hourly': np.float64(1.2), 'hours_with_precip': np.int64(7), 'rain_on_snow': False}, 'wind': {'max': np.float64(9.2), 'mean': np.float64(5.3500000000000005), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(4097.916666666666), 'min_depth_cm': np.int64(4000), 'max_depth_cm': np.int64(4400), 'snow_present': np.True_, 'snow_change': np.int64(4)}, 'weather_scenarios': []}",-3.5,-0.1,-1.7833333333333332,True,5.0,1.2,False,4097.916666666666,True,9.2,True,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
20. feb. 2023,2023-02-20 06:01:50,2023-02-20 07:40:05,1.5997222222222223,12.2,light_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-02-19 18:10:00+0000', tz='UTC'), 'end': Timestamp('2023-02-20 18:00:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-0.7), 'max': np.float64(4.4), 'mean': np.float64(1.4791666666666667), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(61.39999999999999), 'max_hourly': np.float64(8.7), 'hours_with_precip': np.int64(21), 'rain_on_snow': False}, 'wind': {'max': np.float64(9.4), 'mean': np.float64(5.804166666666667), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(5097.222222222222), 'min_depth_cm': np.int64(4700), 'max_depth_cm': np.int64(6000), 'snow_present': np.True_, 'snow_change': np.int64(13)}, 'weather_scenarios': []}",-0.7,4.4,1.4791666666666667,True,61.39999999999999,8.7,False,5097.222222222222,True,9.4,True,,unknown,limited_salt_period,begrenset,akutt_slush_eller_tining,,False
23. feb. 2023,2023-02-23 23:15:48,2023-02-23 23:54:36,0.40611111111111114,1.7,light_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-02-23 11:20:00+0000', tz='UTC'), 'end': Timestamp('2023-02-24 11:10:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-3.7), 'max': np.float64(-0.4), 'mean': np.float64(-1.5791666666666668), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(15.2), 'max_hourly': np.float64(3.8), 'hours_with_precip': np.int64(8), 'rain_on_snow': False}, 'wind': {'max': np.float64(5.4), 'mean': np.float64(2.9285714285714284), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(5968.75), 'min_depth_cm': np.int64(5200), 'max_depth_cm': np.int64(6500), 'snow_present': np.True_, 'snow_change': np.int64(13)}, 'weather_scenarios': []}",-3.7,-0.4,-1.5791666666666668,True,15.2,3.8,False,5968.75,True,5.4,True,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
24. feb. 2023,2023-02-24 02:53:06,2023-02-24 18:01:03,10.543333333333333,32.7,heavy_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-02-23 15:00:00+0000', tz='UTC'), 'end': Timestamp('2023-02-24 14:50:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-3.7), 'max': np.float64(0.2), 'mean': np.float64(-1.3833333333333335), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(15.2), 'max_hourly': np.float64(3.8), 'hours_with_precip': np.int64(8), 'rain_on_snow': False}, 'wind': {'max': np.float64(5.4), 'mean': np.float64(3.070588235294118), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(6147.222222222222), 'min_depth_cm': np.int64(5200), 'max_depth_cm': np.int64(6500), 'snow_present': np.True_, 'snow_change': np.int64(13)}, 'weather_scenarios': []}",-3.7,0.2,-1.3833333333333335,True,15.2,3.8,False,6147.222222222222,True,5.4,True,,unknown,limited_salt_period,begrenset,tunbrøyting_ukentlig_snø,71.0mm i 9 dager,True
24. feb. 2023,2023-02-24 10:40:41,2023-02-24 18:01:05,1.74,10.2,light_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-02-23 22:50:00+0000', tz='UTC'), 'end': Timestamp('2023-02-24 22:40:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-5.0), 'max': np.float64(0.2), 'mean': np.float64(-1.5083333333333335), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(1.6), 'max_hourly': np.float64(1.0), 'hours_with_precip': np.int64(2), 'rain_on_snow': False}, 'wind': {'max': np.float64(5.4), 'mean': np.float64(2.516666666666666), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(6394.444444444444), 'min_depth_cm': np.int64(6300), 'max_depth_cm': np.int64(6500), 'snow_present': np.True_, 'snow_change': np.int64(2)}, 'weather_scenarios': []}",-5.0,0.2,-1.5083333333333335,True,1.6,1.0,False,6394.444444444444,True,5.4,True,,unknown,limited_salt_period,begrenset,tunbrøyting_ukentlig_snø,67.7mm i 9 dager,True
