maintenance_date,start_datetime,end_datetime,duration_hours,distance_km,maintenance_type,equipment,weather_analysis,temp_min,temp_max,temp_mean,around_freezing,precip_total,precip_max_hourly,rain_on_snow,snow_depth_cm,snow_present,wind_max,strong_wind,weather_scenarios,snowdrift_risk,season_period,likely_salt_quality,likely_maintenance_purpose,weekly_snow_context,is_friday_clearing
25. feb. 2023,2023-02-25 10:19:13,2023-02-25 12:10:46,1.6958333333333333,10.8,light_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-02-24 22:20:00+0000', tz='UTC'), 'end': Timestamp('2023-02-25 22:10:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-6.2), 'max': np.float64(-1.8), 'mean': np.float64(-4.270833333333333), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(0.0), 'max_hourly': np.float64(0.0), 'hours_with_precip': np.int64(0), 'rain_on_snow': False}, 'wind': {'max': np.float64(3.2), 'mean': np.float64(1.3541666666666667), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(6325.0), 'min_depth_cm': np.int64(6200), 'max_depth_cm': np.int64(6400), 'snow_present': np.True_, 'snow_change': np.int64(2)}, 'weather_scenarios': []}",-6.2,-1.8,-4.270833333333333,True,0.0,0.0,False,6325.0,True,3.2,False,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
9. mars 2023,2023-03-09 07:08:50,2023-03-09 17:09:52,4.075555555555555,34.1,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-03-08 19:10:00+0000', tz='UTC'), 'end': Timestamp('2023-03-09 19:00:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-12.8), 'max': np.float64(-5.4), 'mean': np.float64(-8.475), 'around_freezing': np.False_}, 'precipitation': {'total': np.float64(0.6000000000000001), 'max_hourly': np.float64(0.3), 'hours_with_precip': np.int64(1), 'rain_on_snow': False}, 'wind': {'max': np.float64(2.0), 'mean': np.float64(1.0166666666666666), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(6903.472222222223), 'min_depth_cm': np.int64(6800), 'max_depth_cm': np.int64(7000), 'snow_present': np.True_, 'snow_change': np.int64(2)}, 'weather_scenarios': []}",-12.8,-5.4,-8.475,False,0.6000000000000001,0.3,False,6903.472222222223,True,2.0,False,,unknown,limited_salt_period,begrenset,brøyting_kuldegrader,,False
9. mars 2023,2023-03-09 15:19:14,2023-03-09 18:03:40,2.6194444444444445,10.8,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-03-09 03:20:00+0000', tz='UTC'), 'end': Timestamp('2023-03-10 03:10:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-14.5), 'max': np.float64(-5.7), 'mean': np.float64(-10.320833333333333), 'around_freezing': np.False_}, 'precipitation': {'total': np.float64(0.5), 'max_hourly': np.float64(0.3), 'hours_with_precip': np.int64(1), 'rain_on_snow': False}, 'wind': {'max': np.float64(2.1), 'mean': np.float64(1.2208333333333334), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(6852.083333333333), 'min_depth_cm': np.int64(6800), 'max_depth_cm': np.int64(6900), 'snow_present': np.True_, 'snow_change': np.int64(1)}, 'weather_scenarios': []}",-14.5,-5.7,-10.320833333333333,False,0.5,0.3,False,6852.083333333333,True,2.1,False,,unknown,limited_salt_period,begrenset,brøyting_kuldegrader,,False
10. mars 2023,2023-03-10 09:21:36,2023-03-10 09:45:38,0.3930555555555556,3.7,light_treatment,9389.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-03-09 21:30:00+0000', tz='UTC'), 'end': Timestamp('2023-03-10 21:20:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-14.5), 'max': np.float64(-5.8), 'mean': np.float64(-9.604166666666666), 'around_freezing': np.False_}, 'precipitation': {'total': np.float64(0.0), 'max_hourly': np.float64(0.0), 'hours_with_precip': np.int64(0), 'rain_on_snow': False}, 'wind': {'max': np.float64(2.7), 'mean': np.float64(0.9875000000000002), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(6690.277777777777), 'min_depth_cm': np.int64(6600), 'max_depth_cm': np.int64(6900), 'snow_present': np.True_, 'snow_change': np.int64(3)}, 'weather_scenarios': []}",-14.5,-5.8,-9.604166666666666,False,0.0,0.0,False,6690.277777777777,True,2.7,False,,unknown,limited_salt_period,begrenset,tunbrøyting_ukentlig_snø,10.1mm i 3 dager,True
13. mars 2023,2023-03-13 19:49:11,2023-03-13 22:58:08,2.9741666666666666,23.9,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-03-13 07:50:00+0000', tz='UTC'), 'end': Timestamp('2023-03-14 07:40:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-4.3), 'max': np.float64(0.6), 'mean': np.float64(-2.0124999999999997), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(12.600000000000001), 'max_hourly': np.float64(2.6), 'hours_with_precip': np.int64(12), 'rain_on_snow': False}, 'wind': {'max': np.float64(10.5), 'mean': np.float64(4.133333333333333), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(6464.583333333333), 'min_depth_cm': np.int64(5900), 'max_depth_cm': np.int64(6800), 'snow_present': np.True_, 'snow_change': np.int64(9)}, 'weather_scenarios': []}",-4.3,0.6,-2.0124999999999997,True,12.600000000000001,2.6,False,6464.583333333333,True,10.5,True,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
13. mars 2023,2023-03-13 17:34:01,2023-03-13 22:53:53,3.9827777777777778,14.5,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-03-13 05:40:00+0000', tz='UTC'), 'end': Timestamp('2023-03-14 05:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-3.8), 'max': np.float64(0.6), 'mean': np.float64(-1.7166666666666668), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(13.8), 'max_hourly': np.float64(2.6), 'hours_with_precip': np.int64(14), 'rain_on_snow': False}, 'wind': {'max': np.float64(10.5), 'mean': np.float64(4.254166666666666), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(6411.805555555556), 'min_depth_cm': np.int64(5900), 'max_depth_cm': np.int64(6800), 'snow_present': np.True_, 'snow_change': np.int64(9)}, 'weather_scenarios': []}",-3.8,0.6,-1.7166666666666668,True,13.8,2.6,False,6411.805555555556,True,10.5,True,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
15. mars 2023,2023-03-15 05:34:51,2023-03-15 08:08:56,2.4969444444444444,13.8,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-03-14 17:40:00+0000', tz='UTC'), 'end': Timestamp('2023-03-15 17:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-6.3), 'max': np.float64(0.9), 'mean': np.float64(-3.9583333333333335), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(1.2), 'max_hourly': np.float64(0.4), 'hours_with_precip': np.int64(3), 'rain_on_snow': False}, 'wind': {'max': np.float64(2.7), 'mean': np.float64(0.9625), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(6678.472222222223), 'min_depth_cm': np.int64(6600), 'max_depth_cm': np.int64(6800), 'snow_present': np.True_, 'snow_change': np.int64(2)}, 'weather_scenarios': []}",-6.3,0.9,-3.9583333333333335,True,1.2,0.4,False,6678.472222222223,True,2.7,False,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
17. mars 2023,2023-03-17 07:22:24,2023-03-17 19:15:22,7.488611111111111,22.6,heavy_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-03-16 19:30:00+0000', tz='UTC'), 'end': Timestamp('2023-03-17 19:20:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-1.4), 'max': np.float64(4.3), 'mean': np.float64(2.2375000000000003), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(21.9), 'max_hourly': np.float64(4.7), 'hours_with_precip': np.int64(20), 'rain_on_snow': False}, 'wind': {'max': np.float64(11.0), 'mean': np.float64(4.416666666666667), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(5935.416666666666), 'min_depth_cm': np.int64(5600), 'max_depth_cm': np.int64(6400), 'snow_present': np.True_, 'snow_change': np.int64(8)}, 'weather_scenarios': []}",-1.4,4.3,2.2375000000000003,True,21.9,4.7,False,5935.416666666666,True,11.0,True,,unknown,limited_salt_period,begrenset,tunbrøyting_ukentlig_snø,19.7mm i 7 dager,True
17. mars 2023,2023-03-17 06:02:46,2023-03-17 18:14:46,8.225,39.4,heavy_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-03-16 18:10:00+0000', tz='UTC'), 'end': Timestamp('2023-03-17 18:00:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-1.9), 'max': np.float64(4.3), 'mean': np.float64(2.0041666666666664), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(19.700000000000003), 'max_hourly': np.float64(4.7), 'hours_with_precip': np.int64(19), 'rain_on_snow': False}, 'wind': {'max': np.float64(11.5), 'mean': np.float64(4.841666666666667), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(5959.722222222222), 'min_depth_cm': np.int64(5700), 'max_depth_cm': np.int64(6400), 'snow_present': np.True_, 'snow_change': np.int64(7)}, 'weather_scenarios': []}",-1.9,4.3,2.0041666666666664,True,19.700000000000003,4.7,False,5959.722222222222,True,11.5,True,,unknown,limited_salt_period,begrenset,tunbrøyting_ukentlig_snø,19.7mm i 7 dager,True
17. mars 2023,2023-03-17 13:33:19,2023-03-17 18:28:46,1.6266666666666667,6.7,light_treatment,9389.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-03-17 01:40:00+0000', tz='UTC'), 'end': Timestamp('2023-03-18 01:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(1.5), 'max': np.float64(4.3), 'mean': np.float64(3.0), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(25.900000000000002), 'max_hourly': np.float64(4.7), 'hours_with_precip': np.int64(24), 'rain_on_snow': False}, 'wind': {'max': np.float64(6.0), 'mean': np.float64(2.466666666666667), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(5800.0), 'min_depth_cm': np.int64(5600), 'max_depth_cm': np.int64(6100), 'snow_present': np.True_, 'snow_change': np.int64(5)}, 'weather_scenarios': []}",1.5,4.3,3.0,True,25.900000000000002,4.7,False,5800.0,True,6.0,True,,unknown,limited_salt_period,begrenset,tunbrøyting_ukentlig_snø,19.7mm i 7 dager,True
24. mars 2023,2023-03-24 12:06:13,2023-03-24 12:43:28,0.5997222222222223,7.8,light_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-03-24 00:10:00+0000', tz='UTC'), 'end': Timestamp('2023-03-25 00:00:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(0.3), 'max': np.float64(3.1), 'mean': np.float64(1.7833333333333332), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(6.9), 'max_hourly': np.float64(1.4), 'hours_with_precip': np.int64(11), 'rain_on_snow': False}, 'wind': {'max': np.float64(5.5), 'mean': np.float64(2.2166666666666663), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(4445.138888888889), 'min_depth_cm': np.int64(4300), 'max_depth_cm': np.int64(4600), 'snow_present': np.True_, 'snow_change': np.int64(3)}, 'weather_scenarios': []}",0.3,3.1,1.7833333333333332,True,6.9,1.4,False,4445.138888888889,True,5.5,True,,unknown,limited_salt_period,begrenset,tunbrøyting_moderat_snø,5.5mm i 3 dager,True
22. nov. 2023,2023-11-22 08:08:51,2023-11-22 09:21:27,1.1911111111111112,10.8,light_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-11-21 20:10:00+0000', tz='UTC'), 'end': Timestamp('2023-11-22 20:00:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-0.9), 'max': np.float64(5.1), 'mean': np.float64(1.3374999999999997), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(44.3), 'max_hourly': np.float64(8.4), 'hours_with_precip': np.int64(17), 'rain_on_snow': False}, 'wind': {'max': np.float64(6.7), 'mean': np.float64(2.8541666666666665), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(665.9722222222223), 'min_depth_cm': np.int64(300), 'max_depth_cm': np.int64(1300), 'snow_present': np.True_, 'snow_change': np.int64(10)}, 'weather_scenarios': []}",-0.9,5.1,1.3374999999999997,True,44.3,8.4,False,665.9722222222223,True,6.7,True,,unknown,limited_salt_period,begrenset,akutt_slush_eller_tining,,False
24. nov. 2023,2023-11-24 07:20:05,2023-11-24 09:39:06,2.1552777777777776,9.2,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-11-23 19:30:00+0000', tz='UTC'), 'end': Timestamp('2023-11-24 19:20:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-3.8), 'max': np.float64(-1.8), 'mean': np.float64(-2.8874999999999997), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(10.0), 'max_hourly': np.float64(2.9), 'hours_with_precip': np.int64(9), 'rain_on_snow': False}, 'wind': {'max': np.float64(7.9), 'mean': np.float64(4.675), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(1663.888888888889), 'min_depth_cm': np.int64(1000), 'max_depth_cm': np.int64(2000), 'snow_present': np.True_, 'snow_change': np.int64(10)}, 'weather_scenarios': []}",-3.8,-1.8,-2.8874999999999997,True,10.0,2.9,False,1663.888888888889,True,7.9,True,,unknown,limited_salt_period,begrenset,tunbrøyting_ukentlig_snø,31.7mm i 3 dager,True
24. nov. 2023,2023-11-24 05:39:04,2023-11-24 09:46:18,3.3969444444444443,21.3,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-11-23 17:40:00+0000', tz='UTC'), 'end': Timestamp('2023-11-24 17:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-3.4), 'max': np.float64(-1.8), 'mean': np.float64(-2.845833333333333), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(11.2), 'max_hourly': np.float64(2.9), 'hours_with_precip': np.int64(11), 'rain_on_snow': False}, 'wind': {'max': np.float64(9.5), 'mean': np.float64(5.216666666666666), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(1595.138888888889), 'min_depth_cm': np.int64(700), 'max_depth_cm': np.int64(2000), 'snow_present': np.True_, 'snow_change': np.int64(13)}, 'weather_scenarios': []}",-3.4,-1.8,-2.845833333333333,True,11.2,2.9,False,1595.138888888889,True,9.5,True,,unknown,limited_salt_period,begrenset,tunbrøyting_ukentlig_snø,31.7mm i 3 dager,True
27. nov. 2023,2023-11-27 05:14:17,2023-11-27 08:42:02,3.245,20.2,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-11-26 17:20:00+0000', tz='UTC'), 'end': Timestamp('2023-11-27 17:10:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-6.6), 'max': np.float64(-1.7), 'mean': np.float64(-4.2375), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(1.2), 'max_hourly': np.float64(0.7), 'hours_with_precip': np.int64(2), 'rain_on_snow': False}, 'wind': {'max': np.float64(9.8), 'mean': np.float64(6.520833333333333), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(1106.25), 'min_depth_cm': np.int64(800), 'max_depth_cm': np.int64(1800), 'snow_present': np.True_, 'snow_change': np.int64(10)}, 'weather_scenarios': []}",-6.6,-1.7,-4.2375,True,1.2,0.7,False,1106.25,True,9.8,True,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
3. des. 2023,2023-12-03 05:39:12,2023-12-03 08:13:02,2.36,26.0,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-12-02 17:40:00+0000', tz='UTC'), 'end': Timestamp('2023-12-03 17:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-4.8), 'max': np.float64(-2.5), 'mean': np.float64(-3.8208333333333333), 'around_freezing': np.False_}, 'precipitation': {'total': np.float64(16.7), 'max_hourly': np.float64(2.7), 'hours_with_precip': np.int64(17), 'rain_on_snow': False}, 'wind': {'max': np.float64(3.9), 'mean': np.float64(1.8375000000000001), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(3453.472222222222), 'min_depth_cm': np.int64(2200), 'max_depth_cm': np.int64(3900), 'snow_present': np.True_, 'snow_change': np.int64(17)}, 'weather_scenarios': []}",-4.8,-2.5,-3.8208333333333333,False,16.7,2.7,False,3453.472222222222,True,3.9,False,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
8. des. 2023,2023-12-08 06:28:46,2023-12-08 12:18:08,1.9330555555555553,28.4,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-12-07 18:30:00+0000', tz='UTC'), 'end': Timestamp('2023-12-08 18:20:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-6.4), 'max': np.float64(-3.1), 'mean': np.float64(-4.629166666666666), 'around_freezing': np.False_}, 'precipitation': {'total': np.float64(0.0), 'max_hourly': np.float64(0.0), 'hours_with_precip': np.int64(0), 'rain_on_snow': False}, 'wind': {'max': np.float64(12.2), 'mean': np.float64(9.4125), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(918.0555555555555), 'min_depth_cm': np.int64(600), 'max_depth_cm': np.int64(2600), 'snow_present': np.True_, 'snow_change': np.int64(20)}, 'weather_scenarios': []}",-6.4,-3.1,-4.629166666666666,False,0.0,0.0,False,918.0555555555555,True,12.2,True,,unknown,limited_salt_period,begrenset,tunbrøyting_ukentlig_snø,23.6mm i 2 dager,True
9. des. 2023,2023-12-09 07:07:20,2023-12-09 08:21:23,1.1641666666666666,15.2,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-12-08 19:10:00+0000', tz='UTC'), 'end': Timestamp('2023-12-09 19:00:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-3.6), 'max': np.float64(-0.8), 'mean': np.float64(-1.9208333333333334), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(0.1), 'max_hourly': np.float64(0.1), 'hours_with_precip': np.int64(0), 'rain_on_snow': False}, 'wind': {'max': np.float64(11.1), 'mean': np.float64(7.783333333333334), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(601.3888888888889), 'min_depth_cm': np.int64(600), 'max_depth_cm': np.int64(700), 'snow_present': np.True_, 'snow_change': np.int64(1)}, 'weather_scenarios': []}",-3.6,-0.8,-1.9208333333333334,True,0.1,0.1,False,601.3888888888889,True,11.1,True,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
10. des. 2023,2023-12-10 09:52:40,2023-12-10 11:41:40,1.7808333333333333,12.1,light_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-12-09 22:00:00+0000', tz='UTC'), 'end': Timestamp('2023-12-10 21:50:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-1.3), 'max': np.float64(0.4), 'mean': np.float64(-0.45), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(0.0), 'max_hourly': np.float64(0.0), 'hours_with_precip': np.int64(0), 'rain_on_snow': False}, 'wind': {'max': np.float64(9.6), 'mean': np.float64(6.6125), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(538.1944444444445), 'min_depth_cm': np.int64(500), 'max_depth_cm': np.int64(600), 'snow_present': np.True_, 'snow_change': np.int64(1)}, 'weather_scenarios': []}",-1.3,0.4,-0.45,True,0.0,0.0,False,538.1944444444445,True,9.6,True,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
15. des. 2023,2023-12-15 10:57:01,2023-12-15 16:47:47,4.71,20.3,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-12-14 23:00:00+0000', tz='UTC'), 'end': Timestamp('2023-12-15 22:50:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(0.0), 'max': np.float64(2.9), 'mean': np.float64(2.0749999999999997), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(23.599999999999998), 'max_hourly': np.float64(2.9), 'hours_with_precip': np.int64(21), 'rain_on_snow': False}, 'wind': {'max': np.float64(3.4), 'mean': np.float64(1.9958333333333333), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(898.6111111111111), 'min_depth_cm': np.int64(600), 'max_depth_cm': np.int64(1200), 'snow_present': np.True_, 'snow_change': np.int64(6)}, 'weather_scenarios': []}",0.0,2.9,2.0749999999999997,True,23.599999999999998,2.9,False,898.6111111111111,True,3.4,False,,unknown,limited_salt_period,begrenset,tunbrøyting_moderat_snø,10.0mm i 3 dager,True
15. des. 2023,2023-12-15 16:36:42,2023-12-15 20:08:46,1.3586111111111112,15.7,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-12-15 04:40:00+0000', tz='UTC'), 'end': Timestamp('2023-12-16 04:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(2.1), 'max': np.float64(4.5), 'mean': np.float64(2.8541666666666665), 'around_freezing': np.False_}, 'precipitation': {'total': np.float64(24.9), 'max_hourly': np.float64(2.7), 'hours_with_precip': np.int64(21), 'rain_on_snow': False}, 'wind': {'max': np.float64(3.4), 'mean': np.float64(2.275), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(772.9166666666667), 'min_depth_cm': np.int64(500), 'max_depth_cm': np.int64(1000), 'snow_present': np.True_, 'snow_change': np.int64(5)}, 'weather_scenarios': []}",2.1,4.5,2.8541666666666665,False,24.9,2.7,False,772.9166666666667,True,3.4,False,,unknown,limited_salt_period,begrenset,tunbrøyting_moderat_snø,10.0mm i 3 dager,True
20. des. 2023,2023-12-20 09:57:36,2023-12-20 15:24:26,4.909166666666667,17.7,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-12-19 22:00:00+0000', tz='UTC'), 'end': Timestamp('2023-12-20 21:50:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-2.4), 'max': np.float64(-0.1), 'mean': np.float64(-1.6375), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(11.4), 'max_hourly': np.float64(1.6), 'hours_with_precip': np.int64(18), 'rain_on_snow': False}, 'wind': {'max': np.float64(3.8), 'mean': np.float64(1.3769230769230771), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(3300.0), 'min_depth_cm': np.int64(2000), 'max_depth_cm': np.int64(4100), 'snow_present': np.True_, 'snow_change': np.int64(21)}, 'weather_scenarios': []}",-2.4,-0.1,-1.6375,True,11.4,1.6,False,3300.0,True,3.8,False,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
21. des. 2023,2023-12-21 10:16:04,2023-12-21 17:23:25,5.375833333333333,11.7,heavy_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-12-20 22:20:00+0000', tz='UTC'), 'end': Timestamp('2023-12-21 22:10:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-4.3), 'max': np.float64(0.1), 'mean': np.float64(-1.6541666666666668), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(8.7), 'max_hourly': np.float64(1.2), 'hours_with_precip': np.int64(14), 'rain_on_snow': False}, 'wind': {'max': np.float64(10.9), 'mean': np.float64(4.4875), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(4665.277777777778), 'min_depth_cm': np.int64(3000), 'max_depth_cm': np.int64(5700), 'snow_present': np.True_, 'snow_change': np.int64(27)}, 'weather_scenarios': []}",-4.3,0.1,-1.6541666666666668,True,8.7,1.2,False,4665.277777777778,True,10.9,True,,unknown,limited_salt_period,begrenset,standard_vinterdrift,,False
22. des. 2023,2023-12-22 06:01:50,2023-12-22 18:50:53,9.025277777777779,26.9,heavy_treatment,9389.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-12-21 18:10:00+0000', tz='UTC'), 'end': Timestamp('2023-12-22 18:00:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-8.5), 'max': np.float64(-3.2), 'mean': np.float64(-5.641666666666667), 'around_freezing': np.False_}, 'precipitation': {'total': np.float64(4.2), 'max_hourly': np.float64(1.0), 'hours_with_precip': np.int64(8), 'rain_on_snow': False}, 'wind': {'max': np.float64(10.9), 'mean': np.float64(4.325), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(2747.222222222222), 'min_depth_cm': np.int64(2500), 'max_depth_cm': np.int64(4000), 'snow_present': np.True_, 'snow_change': np.int64(15)}, 'weather_scenarios': []}",-8.5,-3.2,-5.641666666666667,False,4.2,1.0,False,2747.222222222222,True,10.9,True,,unknown,limited_salt_period,begrenset,tunbrøyting_ukentlig_snø,43.3mm i 6 dager,True
23. des. 2023,2023-12-23 07:34:57,2023-12-23 08:10:11,0.5533333333333333,3.5,light_treatment,8810.0,"{'status': 'success', 'window_hours': 12, 'observations_count': 144, 'time_range': {'start': Timestamp('2023-12-22 19:40:00+0000', tz='UTC'), 'end': Timestamp('2023-12-23 19:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-9.0), 'max': np.float64(-3.2), 'mean': np.float64(-6.162499999999999), 'around_freezing': np.False_}, 'precipitation': {'total': np.float64(3.4), 'max_hourly': np.float64(1.7), 'hours_with_precip': np.int64(3), 'rain_on_snow': False}, 'wind': {'max': np.float64(4.1), 'mean': np.float64(1.3416666666666668), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(3363.1944444444443), 'min_depth_cm': np.int64(3000), 'max_depth_cm': np.int64(3600), 'snow_present': np.True_, 'snow_change': np.int64(6)}, 'weather_scenarios': []}",-9.0,-3.2,-6.162499999999999,False,3.4,1.7,False,3363.1944444444443,True,4.1,False,,unknown,limited_salt_period,begrenset,brøyting_kuldegrader,,False
