reference_time,air_temperature,surface_temperature,wind_speed,max_wind_gust,wind_from_direction,surface_snow_thickness,precipitation_1h,relative_humidity,dew_point_temperature,temp_min_1h,temp_max_1h
2025-11-01 00:00:00+00:00,5.8,4.5,8.5,16.2,130.0,-1.0,0.0,72,1.1,5.2,6.0
2025-11-01 01:00:00+00:00,5.9,4.7,7.7,13.7,133.0,-1.0,0.0,71,1.1,5.6,6.0
2025-11-01 02:00:00+00:00,5.6,4.4,10.0,16.8,139.0,-1.0,0.0,76,1.7,5.2,5.9
2025-11-01 03:00:00+00:00,6.2,4.9,7.8,15.4,152.0,-1.0,0.4,73,1.7,5.3,6.2
2025-11-01 04:00:00+00:00,7.1,5.8,7.4,13.9,143.0,-1.0,0.0,70,2.1,6.1,7.2
2025-11-01 05:00:00+00:00,7.6,6.3,6.6,14.2,144.0,-1.0,0.0,69,2.3,7.1,7.6
2025-11-01 06:00:00+00:00,7.2,5.2,6.9,13.6,129.0,-1.0,0.0,72,2.5,6.3,7.7
2025-11-01 07:00:00+00:00,6.6,5.2,7.5,14.3,122.0,-1.0,0.0,74,2.5,5.8,7.2
2025-11-01 08:00:00+00:00,7.7,6.9,9.9,16.4,135.0,-1.0,0.0,77,3.9,6.4,8.2
2025-11-01 09:00:00+00:00,7.7,6.7,10.7,19.1,134.0,-1.0,0.0,75,3.6,7.2,8.1
2025-11-01 10:00:00+00:00,6.7,5.5,10.5,18.8,139.0,-1.0,0.8,88,4.8,6.7,8.2
2025-11-01 11:00:00+00:00,6.6,5.5,10.9,19.2,137.0,-1.0,0.4,91,5.3,6.5,7.4
2025-11-01 12:00:00+00:00,7.1,5.8,6.6,16.9,144.0,-1.0,3.0,89,5.5,6.5,7.6
2025-11-01 13:00:00+00:00,6.7,5.6,5.2,12.8,148.0,-1.0,0.6,95,5.9,6.6,7.1
2025-11-01 14:00:00+00:00,7.5,6.1,5.2,9.7,148.0,-1.0,0.8,92,6.4,6.5,7.5
2025-11-01 15:00:00+00:00,7.6,6.4,4.0,11.2,156.0,-1.0,0.8,98,7.3,7.5,7.9
2025-11-01 16:00:00+00:00,7.0,6.3,2.4,7.3,143.0,-1.0,3.1,100,7.0,7.0,7.6
2025-11-01 17:00:00+00:00,6.8,6.0,2.7,5.9,149.0,-1.0,0.5,100,6.8,6.7,6.9
2025-11-01 18:00:00+00:00,7.0,5.9,3.2,6.3,142.0,-1.0,0.0,100,7.0,6.7,7.0
2025-11-01 19:00:00+00:00,6.5,5.6,2.9,6.9,148.0,-1.0,0.1,100,6.5,6.5,7.0
2025-11-01 20:00:00+00:00,6.2,5.7,2.5,6.0,158.0,-1.0,0.4,100,6.2,6.2,6.5
2025-11-01 21:00:00+00:00,6.1,5.7,2.4,7.4,140.0,-1.0,1.3,100,6.1,6.1,6.2
2025-11-01 22:00:00+00:00,6.0,5.7,0.7,8.7,133.0,-1.0,2.0,100,6.1,6.0,6.4
2025-11-01 23:00:00+00:00,5.4,4.7,2.4,5.8,192.0,-1.0,4.7,100,5.5,5.3,6.0
2025-11-02 00:00:00+00:00,5.4,5.0,2.1,7.0,127.0,-1.0,3.5,100,5.5,5.2,5.6
2025-11-02 01:00:00+00:00,5.4,4.9,0.8,6.7,159.0,-1.0,0.0,100,5.5,5.4,5.6
2025-11-02 02:00:00+00:00,5.1,4.5,2.6,4.7,152.0,-1.0,0.8,100,5.1,5.1,5.4
2025-11-02 03:00:00+00:00,4.5,4.0,1.7,7.7,152.0,-1.0,0.0,100,4.5,4.5,5.1
2025-11-02 04:00:00+00:00,3.0,1.9,1.7,3.7,155.0,-1.0,2.3,100,3.0,3.0,4.5
2025-11-02 05:00:00+00:00,3.9,3.3,1.1,4.2,156.0,-1.0,0.4,100,3.9,2.8,3.9
2025-11-02 06:00:00+00:00,3.9,3.0,0.9,4.0,215.0,-1.0,0.4,100,3.9,3.9,4.0
2025-11-02 07:00:00+00:00,3.0,2.3,1.2,5.9,156.0,-1.0,2.3,100,3.0,2.8,3.8
2025-11-02 08:00:00+00:00,3.7,2.8,1.2,3.7,167.0,-1.0,0.2,100,3.8,3.0,3.9
2025-11-02 09:00:00+00:00,3.9,3.0,1.9,4.2,157.0,-1.0,0.0,100,3.9,3.7,4.0
2025-11-02 10:00:00+00:00,4.6,4.4,1.8,3.9,156.0,-1.0,0.0,98,4.3,3.9,4.6
2025-11-02 11:00:00+00:00,5.5,6.5,2.2,4.7,134.0,-1.0,0.0,85,3.2,4.6,5.9
2025-11-02 12:00:00+00:00,5.1,4.4,2.0,4.9,129.0,-1.0,0.0,84,2.7,5.1,6.1
2025-11-02 13:00:00+00:00,5.3,4.5,1.5,5.5,151.0,-1.0,0.0,83,2.7,5.1,5.5
2025-11-02 14:00:00+00:00,5.3,5.1,2.0,4.3,126.0,-1.0,0.0,82,2.5,4.9,5.3
2025-11-02 15:00:00+00:00,4.3,2.2,1.7,3.6,160.0,-1.0,0.0,83,1.7,4.3,5.3
2025-11-02 16:00:00+00:00,4.4,3.2,2.8,5.7,139.0,-1.0,0.0,89,2.9,4.1,4.7
2025-11-02 17:00:00+00:00,3.8,2.8,1.8,5.3,140.0,-1.0,0.1,100,3.8,3.8,4.4
2025-11-02 18:00:00+00:00,4.6,3.3,3.3,5.3,148.0,-1.0,0.0,82,1.9,3.6,4.6
2025-11-02 19:00:00+00:00,4.2,3.0,2.9,6.6,146.0,-1.0,0.0,90,2.9,4.2,4.8
2025-11-02 20:00:00+00:00,3.9,3.0,3.1,7.1,144.0,-1.0,0.0,95,3.2,3.9,4.4
2025-11-02 21:00:00+00:00,4.1,3.2,2.9,5.3,137.0,-1.0,0.2,93,3.0,3.6,4.1
2025-11-02 22:00:00+00:00,3.4,3.0,1.8,5.5,163.0,-1.0,0.7,100,3.4,3.3,4.2
2025-11-02 23:00:00+00:00,3.5,3.2,1.7,4.0,127.0,-1.0,1.2,100,3.6,3.4,3.7
2025-11-03 00:00:00+00:00,3.8,3.4,1.8,5.1,151.0,-1.0,0.5,100,3.8,3.5,3.9
2025-11-03 01:00:00+00:00,4.0,3.3,2.4,5.4,150.0,-1.0,0.0,100,3.9,3.8,4.0
2025-11-03 02:00:00+00:00,3.7,2.9,2.3,4.7,142.0,-1.0,0.0,100,3.8,3.5,4.0
2025-11-03 03:00:00+00:00,3.4,2.9,2.0,5.3,155.0,-1.0,0.9,100,3.4,3.4,3.8
2025-11-03 04:00:00+00:00,3.5,2.9,2.0,5.5,147.0,-1.0,1.1,100,3.6,3.2,3.6
2025-11-03 05:00:00+00:00,3.5,2.9,2.7,4.7,139.0,-1.0,3.1,100,3.6,3.4,3.6
2025-11-03 06:00:00+00:00,3.8,3.3,1.9,5.0,148.0,-1.0,1.2,100,3.8,3.4,3.8
2025-11-03 07:00:00+00:00,3.7,3.1,1.8,4.1,140.0,-1.0,1.0,100,3.8,3.7,3.9
2025-11-03 08:00:00+00:00,3.9,3.6,1.6,3.9,162.0,-1.0,0.1,100,3.9,3.6,3.9
2025-11-03 09:00:00+00:00,4.6,4.4,2.9,5.2,134.0,-1.0,0.3,100,4.6,3.9,4.6
2025-11-03 10:00:00+00:00,5.6,4.9,3.5,6.0,134.0,-1.0,0.0,89,3.9,4.5,5.6
2025-11-03 11:00:00+00:00,5.4,4.6,4.5,8.2,148.0,-1.0,0.0,81,2.5,5.2,6.0
2025-11-03 12:00:00+00:00,5.5,5.3,4.1,7.9,142.0,-1.0,0.0,81,2.5,5.1,5.5
2025-11-03 13:00:00+00:00,5.5,5.0,4.8,7.6,143.0,-1.0,0.0,83,2.9,5.4,5.6
2025-11-03 14:00:00+00:00,5.3,4.5,4.3,9.1,151.0,-1.0,0.0,92,4.1,5.3,5.8
2025-11-03 15:00:00+00:00,4.9,4.1,4.8,9.2,145.0,-1.0,1.1,97,4.5,4.8,5.4
2025-11-03 16:00:00+00:00,4.9,4.2,4.8,7.6,145.0,-1.0,0.8,100,5.0,4.8,5.1
2025-11-03 17:00:00+00:00,5.7,5.0,4.1,8.1,148.0,-1.0,0.5,100,5.8,4.9,5.7
2025-11-03 18:00:00+00:00,6.1,5.6,3.4,6.6,155.0,-1.0,0.7,100,6.1,5.7,6.1
2025-11-03 19:00:00+00:00,6.7,6.2,1.8,4.9,169.0,-1.0,0.9,100,6.7,6.0,6.7
2025-11-03 20:00:00+00:00,7.0,6.6,2.6,4.9,167.0,-1.0,1.5,100,7.0,6.7,7.0
2025-11-03 21:00:00+00:00,7.4,7.0,2.3,4.4,143.0,-1.0,1.3,100,7.4,7.0,7.4
2025-11-03 22:00:00+00:00,8.1,7.6,1.6,3.4,146.0,-1.0,1.1,100,8.1,7.4,8.1
2025-11-03 23:00:00+00:00,8.4,8.0,1.4,4.8,151.0,-1.0,1.2,100,8.4,8.1,8.4
2025-11-04 00:00:00+00:00,8.7,8.3,1.9,5.4,153.0,-1.0,4.1,100,8.8,8.4,8.7
2025-11-04 01:00:00+00:00,8.7,8.4,1.9,4.6,148.0,-1.0,3.7,100,8.8,8.7,8.7
2025-11-04 02:00:00+00:00,8.9,8.5,1.5,4.4,149.0,-1.0,3.7,100,8.9,8.7,9.0
2025-11-04 03:00:00+00:00,9.1,8.8,1.9,3.6,151.0,-1.0,5.9,100,9.2,8.9,9.1
2025-11-04 04:00:00+00:00,9.3,8.9,2.6,5.1,143.0,-1.0,5.2,100,9.3,9.1,9.3
2025-11-04 05:00:00+00:00,9.1,8.8,2.6,6.7,137.0,-1.0,6.1,100,9.2,9.1,9.3
2025-11-04 06:00:00+00:00,9.1,8.7,1.3,5.2,142.0,-1.0,5.2,100,9.2,9.1,9.2
2025-11-04 07:00:00+00:00,9.2,8.8,1.8,9.1,184.0,-1.0,6.5,100,9.2,9.0,9.2
2025-11-04 08:00:00+00:00,9.4,9.1,1.8,7.4,163.0,-1.0,3.1,100,9.4,9.2,9.4
2025-11-04 09:00:00+00:00,9.1,9.0,1.4,7.0,172.0,-1.0,1.1,100,9.2,9.1,9.5
2025-11-04 10:00:00+00:00,8.9,8.9,2.3,7.0,185.0,-1.0,1.5,100,8.9,8.9,9.2
2025-11-04 11:00:00+00:00,8.6,8.6,1.4,7.3,158.0,-1.0,0.7,100,8.6,8.6,8.9
2025-11-04 12:00:00+00:00,8.7,8.5,1.4,7.8,156.0,-1.0,0.1,100,8.8,8.5,8.8
2025-11-04 13:00:00+00:00,8.9,8.5,1.5,6.5,225.0,-1.0,0.3,100,8.9,8.6,8.9
2025-11-04 14:00:00+00:00,8.6,8.1,1.5,7.5,152.0,-1.0,0.0,100,8.6,8.6,9.0
2025-11-04 15:00:00+00:00,8.1,7.6,1.5,4.2,148.0,-1.0,0.5,100,8.1,8.1,8.6
2025-11-04 16:00:00+00:00,7.8,7.3,2.1,4.5,150.0,-1.0,0.4,100,7.8,7.8,8.1
2025-11-04 17:00:00+00:00,6.8,6.2,2.8,6.5,142.0,-1.0,1.1,100,6.8,6.8,7.8
2025-11-04 18:00:00+00:00,6.5,6.0,2.0,4.3,159.0,-1.0,1.2,100,6.5,6.5,6.8
2025-11-04 19:00:00+00:00,6.6,6.2,2.3,4.1,168.0,-1.0,1.4,100,6.7,6.4,6.6
2025-11-04 20:00:00+00:00,6.9,6.6,1.8,3.7,168.0,-1.0,1.4,100,7.0,6.6,6.9
2025-11-04 21:00:00+00:00,7.3,7.0,2.1,4.7,175.0,-1.0,1.3,100,7.3,6.9,7.3
2025-11-04 22:00:00+00:00,7.7,7.3,3.0,4.4,142.0,-1.0,2.5,100,7.7,7.3,7.7
2025-11-04 23:00:00+00:00,8.1,7.7,2.3,5.3,166.0,-1.0,3.1,100,8.1,7.7,8.1
2025-11-05 00:00:00+00:00,8.4,8.0,1.9,5.3,138.0,-1.0,4.8,100,8.4,8.1,8.4
2025-11-05 01:00:00+00:00,8.4,8.1,1.6,3.8,163.0,-1.0,6.7,100,8.4,8.4,8.5
2025-11-05 02:00:00+00:00,8.4,8.1,1.2,3.7,166.0,-1.0,6.8,100,8.4,8.4,8.5
2025-11-05 03:00:00+00:00,8.6,8.3,1.2,2.7,161.0,-1.0,2.9,100,8.6,8.4,8.6
2025-11-05 04:00:00+00:00,8.8,8.5,1.7,3.7,135.0,-1.0,3.6,100,8.8,8.6,8.8
2025-11-05 05:00:00+00:00,8.8,8.5,1.9,3.8,137.0,-1.0,3.2,100,8.8,8.8,8.8
2025-11-05 06:00:00+00:00,8.7,8.4,0.2,4.0,360.0,-1.0,2.6,100,8.8,8.7,8.9
2025-11-05 07:00:00+00:00,8.7,8.4,0.7,1.7,287.0,-1.0,2.2,100,8.8,8.6,8.9
2025-11-05 08:00:00+00:00,8.8,8.7,0.2,2.1,17.0,-1.0,3.9,100,8.8,8.7,8.9
2025-11-05 09:00:00+00:00,9.1,9.0,1.2,2.2,133.0,-1.0,1.4,100,9.2,8.8,9.1
2025-11-05 10:00:00+00:00,9.3,9.5,0.9,3.8,128.0,-1.0,1.5,100,9.3,9.2,9.3
2025-11-05 11:00:00+00:00,9.3,9.5,1.6,3.3,137.0,-1.0,1.6,100,9.3,9.3,9.3
2025-11-05 12:00:00+00:00,9.3,9.5,1.1,3.6,142.0,-1.0,0.2,100,9.3,9.3,9.3
2025-11-05 13:00:00+00:00,9.2,9.5,1.4,4.5,137.0,-1.0,0.6,100,9.2,9.2,9.3
2025-11-05 14:00:00+00:00,9.5,9.8,1.3,3.1,131.0,-1.0,0.1,100,9.5,9.2,9.5
2025-11-05 15:00:00+00:00,9.3,8.9,0.7,2.6,152.0,-1.0,0.0,100,9.3,9.3,9.6
2025-11-05 16:00:00+00:00,8.8,7.7,1.6,2.4,213.0,-1.0,0.0,100,8.8,8.6,9.3
2025-11-05 17:00:00+00:00,8.6,7.7,1.3,3.1,160.0,-1.0,0.1,100,8.6,8.4,8.8
2025-11-05 18:00:00+00:00,8.7,7.7,2.2,4.1,182.0,-1.0,0.2,100,8.8,8.5,8.7
2025-11-05 19:00:00+00:00,9.1,7.7,1.2,3.6,186.0,-1.0,0.0,99,9.0,8.7,9.1
2025-11-05 20:00:00+00:00,8.7,7.6,1.5,2.4,182.0,-1.0,0.5,100,8.8,8.4,9.1
2025-11-05 21:00:00+00:00,8.9,8.1,2.1,4.2,181.0,-1.0,0.6,100,8.9,8.7,8.9
2025-11-05 22:00:00+00:00,9.0,8.5,1.9,3.9,177.0,-1.0,2.9,100,9.0,8.9,9.0
2025-11-05 23:00:00+00:00,9.3,8.9,2.1,4.7,166.0,-1.0,4.1,100,9.3,9.0,9.4
2025-11-06 00:00:00+00:00,10.3,9.8,1.6,3.7,136.0,-1.0,3.6,100,10.3,9.3,10.3
2025-11-06 01:00:00+00:00,10.4,10.0,1.8,4.9,146.0,-1.0,2.6,100,10.4,10.3,10.5
2025-11-06 02:00:00+00:00,10.4,9.9,2.2,4.4,164.0,-1.0,3.3,100,10.4,10.4,10.5
2025-11-06 03:00:00+00:00,10.6,10.1,1.6,3.7,171.0,-1.0,1.7,100,10.6,10.4,10.6
2025-11-06 04:00:00+00:00,10.6,9.9,2.1,3.2,163.0,-1.0,1.0,100,10.6,10.5,10.6
2025-11-06 05:00:00+00:00,10.9,9.9,1.9,3.8,166.0,-1.0,0.2,100,11.0,10.6,10.9
2025-11-06 06:00:00+00:00,10.8,8.5,1.8,3.8,185.0,-1.0,0.0,99,10.7,10.7,11.1
2025-11-06 07:00:00+00:00,11.8,9.7,2.1,4.3,174.0,-1.0,0.0,87,9.8,10.7,11.8
2025-11-06 08:00:00+00:00,11.8,10.0,2.2,4.2,190.0,-1.0,0.0,84,9.3,11.5,11.8
2025-11-06 09:00:00+00:00,12.0,10.7,1.6,3.8,166.0,-1.0,0.0,84,9.4,11.7,12.0
2025-11-06 10:00:00+00:00,10.7,10.0,1.7,3.3,172.0,-1.0,0.7,100,10.7,10.7,12.0
2025-11-06 11:00:00+00:00,11.6,11.3,2.2,4.3,188.0,-1.0,0.7,100,11.6,10.6,11.6
2025-11-06 12:00:00+00:00,11.9,10.8,1.4,3.7,171.0,-1.0,0.0,88,10.0,11.6,12.0
2025-11-06 13:00:00+00:00,11.6,10.7,1.4,2.5,161.0,-1.0,0.0,85,9.2,11.6,12.1
2025-11-06 14:00:00+00:00,11.3,9.6,1.3,2.8,165.0,-1.0,0.0,80,8.0,11.3,11.7
2025-11-06 15:00:00+00:00,11.3,9.3,2.0,3.6,186.0,-1.0,0.0,77,7.4,11.2,11.4
2025-11-06 16:00:00+00:00,10.9,9.1,2.0,4.2,176.0,-1.0,0.0,85,8.5,10.9,11.6
2025-11-06 17:00:00+00:00,11.2,9.3,1.9,3.6,174.0,-1.0,0.2,83,8.4,10.5,11.2
2025-11-06 18:00:00+00:00,11.1,9.4,1.9,3.6,192.0,-1.0,0.2,87,9.0,10.9,11.3
2025-11-06 19:00:00+00:00,11.2,9.4,2.0,3.3,177.0,-1.0,0.0,86,8.9,10.9,11.2
2025-11-06 20:00:00+00:00,11.1,9.5,2.2,4.3,202.0,-1.0,0.0,88,9.2,11.0,11.3
2025-11-06 21:00:00+00:00,11.2,9.8,2.5,4.6,207.0,-1.0,0.5,94,10.3,11.0,11.7
2025-11-06 22:00:00+00:00,10.4,9.3,1.2,4.5,313.0,-1.0,0.0,100,10.4,10.4,11.7
2025-11-06 23:00:00+00:00,10.7,9.2,0.8,1.7,174.0,-1.0,0.2,100,10.7,10.2,10.8
2025-11-07 00:00:00+00:00,11.6,9.6,1.7,4.0,212.0,-1.0,0.0,81,8.5,10.4,11.9
2025-11-07 01:00:00+00:00,11.1,8.9,0.5,2.8,152.0,-1.0,0.0,75,6.8,11.1,12.2
2025-11-07 02:00:00+00:00,11.7,8.6,2.3,3.4,198.0,-1.0,0.0,60,4.3,11.2,12.1
2025-11-07 03:00:00+00:00,11.4,7.9,1.8,4.2,159.0,-1.0,0.0,59,3.8,11.4,12.2
2025-11-07 04:00:00+00:00,11.4,7.5,2.4,4.7,148.0,-1.0,0.0,51,1.7,10.8,11.5
2025-11-07 05:00:00+00:00,11.5,7.5,2.5,4.6,183.0,-1.0,0.0,46,0.4,11.3,11.6
2025-11-07 06:00:00+00:00,11.5,7.0,2.3,4.1,187.0,-1.0,0.0,38,-2.2,11.0,11.6
2025-11-07 07:00:00+00:00,11.6,6.9,2.7,4.5,184.0,-1.0,0.0,38,-2.2,10.9,11.7
2025-11-07 08:00:00+00:00,12.1,8.0,2.3,4.7,181.0,-1.0,0.0,37,-2.2,11.6,12.1
2025-11-07 09:00:00+00:00,12.1,7.7,2.6,5.0,157.0,-1.0,0.0,41,-0.7,12.1,12.3
2025-11-07 10:00:00+00:00,13.1,9.0,3.0,6.0,137.0,-1.0,0.0,39,-0.5,12.2,13.2
2025-11-07 11:00:00+00:00,13.1,9.8,2.0,5.4,155.0,-1.0,0.1,43,0.9,12.8,13.1
2025-11-07 12:00:00+00:00,12.2,8.0,2.6,6.6,134.0,-1.0,0.0,48,1.5,12.1,13.3
2025-11-07 13:00:00+00:00,11.9,7.3,2.4,5.5,168.0,-1.0,0.0,48,1.3,11.7,12.3
2025-11-07 14:00:00+00:00,10.9,5.6,1.4,3.9,174.0,-1.0,0.0,53,1.7,10.9,12.0
2025-11-07 15:00:00+00:00,9.8,4.5,1.8,3.6,182.0,-1.0,0.0,56,1.5,9.8,10.9
2025-11-07 16:00:00+00:00,8.7,3.7,1.6,3.1,201.0,-1.0,0.0,58,1.1,8.6,9.9
2025-11-07 17:00:00+00:00,9.1,3.8,2.3,4.0,198.0,-1.0,0.0,56,0.9,8.2,9.1
2025-11-07 18:00:00+00:00,5.8,1.6,0.9,3.3,327.0,-1.0,0.0,89,4.1,5.8,9.1
2025-11-07 19:00:00+00:00,6.0,1.4,1.2,1.9,178.0,-1.0,0.0,84,3.6,4.7,6.0
2025-11-07 20:00:00+00:00,4.4,3.7,0.4,2.2,192.0,-1.0,0.0,100,4.5,4.1,6.0
2025-11-07 21:00:00+00:00,4.4,4.4,0.2,1.6,155.0,-1.0,0.0,100,4.5,4.2,4.7
2025-11-07 22:00:00+00:00,5.0,4.9,1.4,2.8,179.0,-1.0,0.0,100,5.0,4.5,5.2
2025-11-07 23:00:00+00:00,4.1,2.8,2.0,2.8,190.0,-1.0,0.0,100,4.1,4.1,5.0
2025-11-08 00:00:00+00:00,3.7,1.0,0.3,2.9,173.0,-1.0,0.0,100,3.8,3.5,4.3
2025-11-08 01:00:00+00:00,4.5,1.3,0.2,1.7,212.0,-1.0,0.0,100,4.5,3.7,4.8
2025-11-08 02:00:00+00:00,4.3,1.8,0.6,1.6,177.0,-1.0,0.0,100,4.3,3.9,4.9
2025-11-08 03:00:00+00:00,5.1,3.8,0.0,1.5,0.0,-1.0,0.0,100,5.1,3.7,5.1
2025-11-08 04:00:00+00:00,5.9,5.1,0.4,0.8,183.0,-1.0,0.0,100,5.9,5.1,5.9
2025-11-08 05:00:00+00:00,5.6,4.9,1.1,3.3,118.0,-1.0,0.0,100,5.6,5.6,6.0
2025-11-08 06:00:00+00:00,5.0,1.6,0.4,1.5,299.0,-1.0,0.0,100,5.0,5.0,5.6
2025-11-08 07:00:00+00:00,3.4,0.8,0.4,2.2,349.0,-1.0,0.0,100,3.4,3.4,5.0
2025-11-08 08:00:00+00:00,3.7,1.4,0.0,1.5,0.0,-1.0,0.0,100,3.8,3.0,4.0
2025-11-08 09:00:00+00:00,4.3,2.8,0.3,0.8,142.0,-1.0,0.0,100,4.3,3.7,4.6
2025-11-08 10:00:00+00:00,5.4,6.1,1.0,2.9,124.0,-1.0,0.0,100,5.5,4.3,5.4
2025-11-08 11:00:00+00:00,5.6,6.5,0.4,2.0,151.0,-1.0,0.0,100,5.6,5.4,5.6
2025-11-08 12:00:00+00:00,6.1,6.1,1.1,2.4,162.0,-1.0,0.0,100,6.1,5.6,6.1
2025-11-08 13:00:00+00:00,6.1,6.1,0.0,1.5,0.0,-1.0,0.0,100,6.1,6.1,6.3
2025-11-08 14:00:00+00:00,6.5,7.0,1.8,2.7,154.0,-1.0,0.0,100,6.5,6.1,6.8
2025-11-08 15:00:00+00:00,6.3,6.3,1.1,3.1,183.0,-1.0,0.0,100,6.4,6.1,6.5
2025-11-08 16:00:00+00:00,6.4,6.2,0.7,1.7,193.0,-1.0,0.0,100,6.4,6.2,6.4
2025-11-08 17:00:00+00:00,6.5,6.2,1.5,2.6,155.0,-1.0,0.0,100,6.5,6.2,6.7
2025-11-08 18:00:00+00:00,7.4,6.6,0.9,1.9,163.0,-1.0,0.0,100,7.4,6.6,7.4
2025-11-08 19:00:00+00:00,7.8,6.7,0.9,1.5,186.0,-1.0,0.0,100,7.8,7.4,7.8
2025-11-08 20:00:00+00:00,8.4,7.0,1.5,2.5,193.0,-1.0,0.0,94,7.4,7.5,8.4
2025-11-08 21:00:00+00:00,8.4,6.9,1.1,2.7,212.0,-1.0,0.0,93,7.3,8.2,8.5
2025-11-08 22:00:00+00:00,8.0,6.6,0.8,1.2,282.0,-1.0,0.0,97,7.5,7.8,8.4
2025-11-08 23:00:00+00:00,6.9,6.1,0.0,1.0,0.0,-1.0,0.0,100,7.0,6.9,8.1
2025-11-09 00:00:00+00:00,6.7,5.9,0.9,1.9,151.0,-1.0,0.0,100,6.7,6.7,7.1
2025-11-09 01:00:00+00:00,7.1,6.1,1.3,2.0,159.0,-1.0,0.0,100,7.1,6.8,7.1
2025-11-09 02:00:00+00:00,7.0,6.1,1.0,2.0,210.0,-1.0,0.0,100,7.0,6.9,7.1
2025-11-09 03:00:00+00:00,7.2,6.1,0.9,1.9,193.0,-1.0,0.0,100,7.3,6.7,7.3
2025-11-09 04:00:00+00:00,7.0,5.8,0.3,1.5,189.0,-1.0,0.0,100,7.0,6.9,7.3
2025-11-09 05:00:00+00:00,7.2,6.6,0.5,1.6,165.0,-1.0,0.0,100,7.3,6.9,7.4
2025-11-09 06:00:00+00:00,7.3,6.8,1.0,1.7,209.0,-1.0,0.0,100,7.3,7.2,7.5
2025-11-09 07:00:00+00:00,7.1,6.8,0.9,1.7,179.0,-1.0,0.0,100,7.1,7.1,7.3
2025-11-09 08:00:00+00:00,7.3,7.2,0.7,1.9,182.0,-1.0,0.3,100,7.3,7.1,7.3
2025-11-09 09:00:00+00:00,7.5,7.9,0.4,1.5,132.0,-1.0,0.5,100,7.5,7.3,7.6
2025-11-09 10:00:00+00:00,7.8,8.6,0.7,1.3,128.0,-1.0,0.2,100,7.8,7.5,7.8
2025-11-09 11:00:00+00:00,7.8,8.5,0.6,1.9,3.0,-1.0,0.6,100,7.8,7.7,7.9
2025-11-09 12:00:00+00:00,7.7,8.5,1.3,1.9,346.0,-1.0,0.3,100,7.7,7.7,7.8
2025-11-09 13:00:00+00:00,7.5,7.8,0.8,2.2,3.0,-1.0,0.3,100,7.5,7.5,7.7
2025-11-09 14:00:00+00:00,7.8,8.3,0.7,2.3,130.0,-1.0,0.2,100,7.8,7.5,7.8
2025-11-09 15:00:00+00:00,7.5,7.7,0.8,1.8,145.0,-1.0,0.1,100,7.5,7.5,7.8
2025-11-09 16:00:00+00:00,7.4,7.3,0.6,1.4,143.0,-1.0,0.2,100,7.4,7.4,7.5
2025-11-09 17:00:00+00:00,7.3,7.0,0.0,0.7,0.0,-1.0,0.8,100,7.3,7.3,7.4
2025-11-09 18:00:00+00:00,7.2,7.0,0.3,0.9,168.0,-1.0,1.6,100,7.3,7.2,7.3
2025-11-09 19:00:00+00:00,7.1,7.0,0.8,1.8,140.0,-1.0,0.7,100,7.1,7.1,7.2
2025-11-09 20:00:00+00:00,7.0,6.9,1.2,2.6,136.0,-1.0,0.1,100,7.0,7.0,7.1
2025-11-09 21:00:00+00:00,7.0,6.6,0.5,2.1,156.0,-1.0,0.0,100,7.0,7.0,7.0
2025-11-09 22:00:00+00:00,7.0,6.6,0.6,2.7,201.0,-1.0,0.0,100,7.0,7.0,7.1
2025-11-09 23:00:00+00:00,6.8,6.4,0.8,3.8,130.0,-1.0,0.1,100,6.8,6.8,7.0
2025-11-10 00:00:00+00:00,6.5,5.7,1.4,2.3,155.0,-1.0,0.0,100,6.5,6.5,6.8
2025-11-10 01:00:00+00:00,6.4,5.6,0.9,1.9,207.0,-1.0,0.0,100,6.4,6.3,6.5
2025-11-10 02:00:00+00:00,6.5,5.6,1.3,1.8,219.0,-1.0,0.0,100,6.5,6.2,6.5
2025-11-10 03:00:00+00:00,6.5,5.6,0.8,1.7,194.0,-1.0,0.0,100,6.5,6.4,6.5
2025-11-10 04:00:00+00:00,6.0,5.6,0.8,1.4,182.0,-1.0,0.2,100,6.1,5.9,6.5
2025-11-10 05:00:00+00:00,5.4,4.1,0.5,1.8,181.0,-1.0,0.0,100,5.5,5.4,6.0
2025-11-10 06:00:00+00:00,5.4,4.6,1.2,2.4,173.0,-1.0,0.0,100,5.5,4.9,5.4
2025-11-10 07:00:00+00:00,5.6,4.7,1.4,2.6,158.0,-1.0,0.0,100,5.6,5.4,5.6
2025-11-10 08:00:00+00:00,4.8,2.7,1.3,2.4,190.0,-1.0,0.0,100,4.8,4.8,5.6
2025-11-10 09:00:00+00:00,5.4,4.9,1.7,3.1,154.0,-1.0,0.0,100,5.5,4.5,5.5
2025-11-10 10:00:00+00:00,5.9,5.9,1.6,3.2,168.0,-1.0,0.0,99,5.8,5.3,5.9
2025-11-10 11:00:00+00:00,6.6,6.8,1.7,3.0,145.0,-1.0,0.0,88,4.8,5.9,6.6
2025-11-10 12:00:00+00:00,6.7,7.0,1.9,3.5,146.0,-1.0,0.0,87,4.6,6.6,6.7
2025-11-10 13:00:00+00:00,6.9,6.7,1.6,3.1,140.0,-1.0,0.0,92,5.8,6.7,6.9
2025-11-10 14:00:00+00:00,6.8,6.4,2.1,3.1,142.0,-1.0,0.0,94,5.9,6.8,6.9
