maintenance_date,start_datetime,end_datetime,duration_hours,distance_km,maintenance_type,equipment,weather_analysis,temp_min,temp_max,temp_mean,around_freezing,precip_total,precip_max_hourly,rain_on_snow,snow_depth_cm,snow_present,wind_max,strong_wind,weather_scenarios,snowdrift_risk,season_period,likely_salt_quality,snow_response_classification,likely_maintenance_purpose,maintenance_criteria,weekly_snow_context,is_friday_clearing
29. des. 2022,2022-12-29 05:50:32,2022-12-29 07:21:41,1.5033333333333334,9.8,light_treatment,8810.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2022-12-28 12:00:00+0000', tz='UTC'), 'end': Timestamp('2022-12-29 17:50:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-2.2), 'max': np.float64(3.4), 'mean': np.float64(0.11666666666666665), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(15.6), 'max_hourly': np.float64(4.4), 'hours_with_precip': np.int64(7), 'rain_on_snow': False}, 'wind': {'max': np.float64(11.6), 'mean': np.float64(6.46), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(641.1111111111111), 'min_depth_cm': np.int64(400), 'max_depth_cm': np.int64(900), 'snow_present': np.True_, 'snow_change': np.int64(5)}, 'weather_scenarios': ['rain_on_snow', 'slush_conditions', 'freeze_thaw_cycle']}",-2.2,3.4,0.11666666666666665,True,15.6,4.4,False,641.1111111111111,True,11.6,True,"rain_on_snow,slush_conditions,freeze_thaw_cycle",unknown,insufficient_salt_period,for_lite,unknown,akutt_slush_fjerning,slush_scraping,,False
30. des. 2022,2022-12-30 12:07:58,2022-12-30 16:50:47,3.9472222222222224,16.4,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 168, 'observations_count': 1080, 'time_range': {'start': Timestamp('2022-12-23 12:10:00+0000', tz='UTC'), 'end': Timestamp('2022-12-31 00:00:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-8.6), 'max': np.float64(3.4), 'mean': np.float64(-1.4255555555555557), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(76.69999999999999), 'max_hourly': np.float64(5.0), 'hours_with_precip': np.int64(62), 'rain_on_snow': False}, 'wind': {'max': np.float64(11.6), 'mean': np.float64(3.708888888888889), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(1142.0370370370372), 'min_depth_cm': np.int64(400), 'max_depth_cm': np.int64(2100), 'snow_present': np.True_, 'snow_change': np.int64(17)}, 'weather_scenarios': ['freeze_thaw_cycle']}",-8.6,3.4,-1.4255555555555557,True,76.69999999999999,5.0,False,1142.0370370370372,True,11.6,True,freeze_thaw_cycle,unknown,insufficient_salt_period,for_lite,unknown,tunbrøyting_ukentlig_snø,freeze_thaw_salting,36.2mm i 4 dager,True
30. des. 2022,2022-12-30 09:19:50,2022-12-30 16:56:24,6.110555555555555,28.0,heavy_treatment,8894.0,"{'status': 'success', 'window_hours': 168, 'observations_count': 1080, 'time_range': {'start': Timestamp('2022-12-23 09:20:00+0000', tz='UTC'), 'end': Timestamp('2022-12-30 21:10:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-8.6), 'max': np.float64(3.4), 'mean': np.float64(-1.567777777777778), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(67.3), 'max_hourly': np.float64(4.4), 'hours_with_precip': np.int64(59), 'rain_on_snow': False}, 'wind': {'max': np.float64(11.6), 'mean': np.float64(3.6777777777777776), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(1133.2407407407406), 'min_depth_cm': np.int64(400), 'max_depth_cm': np.int64(2100), 'snow_present': np.True_, 'snow_change': np.int64(17)}, 'weather_scenarios': ['freeze_thaw_cycle']}",-8.6,3.4,-1.567777777777778,True,67.3,4.4,False,1133.2407407407406,True,11.6,True,freeze_thaw_cycle,unknown,insufficient_salt_period,for_lite,unknown,tunbrøyting_ukentlig_snø,freeze_thaw_salting,32.1mm i 4 dager,True
1. jan. 2023,2023-01-01 09:56:45,2023-01-01 10:51:06,0.8963888888888889,10.4,light_treatment,8894.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2022-12-31 16:00:00+0000', tz='UTC'), 'end': Timestamp('2023-01-01 21:50:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-7.0), 'max': np.float64(-1.3), 'mean': np.float64(-3.73), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(3.8), 'max_hourly': np.float64(1.6), 'hours_with_precip': np.int64(6), 'rain_on_snow': False}, 'wind': {'max': np.float64(9.5), 'mean': np.float64(3.73), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(2137.777777777778), 'min_depth_cm': np.int64(1600), 'max_depth_cm': np.int64(2500), 'snow_present': np.True_, 'snow_change': np.int64(9)}, 'weather_scenarios': []}",-7.0,-1.3,-3.73,True,3.8,1.6,False,2137.777777777778,True,9.5,True,,unknown,insufficient_salt_period,for_lite,unknown,standard_vinterdrift,snow_plowing,,False
4. jan. 2023,2023-01-04 07:15:06,2023-01-04 23:59:58,4.231944444444444,22.6,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2023-01-03 13:20:00+0000', tz='UTC'), 'end': Timestamp('2023-01-04 19:10:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-3.2), 'max': np.float64(0.4), 'mean': np.float64(-1.3200000000000003), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(0.8), 'max_hourly': np.float64(0.2), 'hours_with_precip': np.int64(1), 'rain_on_snow': False}, 'wind': {'max': np.float64(16.3), 'mean': np.float64(9.940000000000001), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(1930.0), 'min_depth_cm': np.int64(1500), 'max_depth_cm': np.int64(2400), 'snow_present': np.True_, 'snow_change': np.int64(9)}, 'weather_scenarios': []}",-3.2,0.4,-1.3200000000000003,True,0.8,0.2,False,1930.0,True,16.3,True,,unknown,insufficient_salt_period,for_lite,unknown,standard_vinterdrift,snow_plowing,,False
5. jan. 2023,2023-01-05 00:01:05,2023-01-05 00:07:06,0.11888888888888889,1.7,light_treatment,8810.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2023-01-04 06:10:00+0000', tz='UTC'), 'end': Timestamp('2023-01-05 12:00:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-4.3), 'max': np.float64(-1.6), 'mean': np.float64(-2.9566666666666666), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(0.5), 'max_hourly': np.float64(0.2), 'hours_with_precip': np.int64(1), 'rain_on_snow': False}, 'wind': {'max': np.float64(16.3), 'mean': np.float64(8.22), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(1542.7777777777778), 'min_depth_cm': np.int64(1500), 'max_depth_cm': np.int64(1600), 'snow_present': np.True_, 'snow_change': np.int64(1)}, 'weather_scenarios': []}",-4.3,-1.6,-2.9566666666666666,True,0.5,0.2,False,1542.7777777777778,True,16.3,True,,unknown,insufficient_salt_period,for_lite,unknown,standard_vinterdrift,snow_plowing,,False
6. jan. 2023,2023-01-06 05:22:56,2023-01-06 14:39:45,7.255833333333333,29.5,heavy_treatment,8810.0,"{'status': 'success', 'window_hours': 168, 'observations_count': 1080, 'time_range': {'start': Timestamp('2022-12-30 05:30:00+0000', tz='UTC'), 'end': Timestamp('2023-01-06 17:20:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-7.0), 'max': np.float64(3.3), 'mean': np.float64(-1.586111111111111), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(50.9), 'max_hourly': np.float64(5.8), 'hours_with_precip': np.int64(49), 'rain_on_snow': False}, 'wind': {'max': np.float64(16.3), 'mean': np.float64(5.243888888888889), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(1828.3333333333335), 'min_depth_cm': np.int64(1400), 'max_depth_cm': np.int64(2500), 'snow_present': np.True_, 'snow_change': np.int64(11)}, 'weather_scenarios': ['freeze_thaw_cycle']}",-7.0,3.3,-1.586111111111111,True,50.9,5.8,False,1828.3333333333335,True,16.3,True,freeze_thaw_cycle,unknown,insufficient_salt_period,for_lite,unknown,tunbrøyting_ukentlig_snø,freeze_thaw_salting,30.3mm i 8 dager,True
6. jan. 2023,2023-01-06 08:36:02,2023-01-06 14:41:34,5.292777777777777,16.8,heavy_treatment,8894.0,"{'status': 'success', 'window_hours': 168, 'observations_count': 1080, 'time_range': {'start': Timestamp('2022-12-30 08:40:00+0000', tz='UTC'), 'end': Timestamp('2023-01-06 20:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-7.0), 'max': np.float64(3.3), 'mean': np.float64(-1.5849999999999997), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(59.0), 'max_hourly': np.float64(5.8), 'hours_with_precip': np.int64(51), 'rain_on_snow': False}, 'wind': {'max': np.float64(16.3), 'mean': np.float64(5.301111111111111), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(1825.9259259259259), 'min_depth_cm': np.int64(1400), 'max_depth_cm': np.int64(2500), 'snow_present': np.True_, 'snow_change': np.int64(11)}, 'weather_scenarios': ['freeze_thaw_cycle']}",-7.0,3.3,-1.5849999999999997,True,59.0,5.8,False,1825.9259259259259,True,16.3,True,freeze_thaw_cycle,unknown,insufficient_salt_period,for_lite,unknown,tunbrøyting_ukentlig_snø,freeze_thaw_salting,38.7mm i 8 dager,True
7. jan. 2023,2023-01-07 09:34:30,2023-01-07 12:17:05,2.4488888888888893,13.0,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2023-01-06 15:40:00+0000', tz='UTC'), 'end': Timestamp('2023-01-07 21:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-1.5), 'max': np.float64(4.9), 'mean': np.float64(2.3000000000000003), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(33.900000000000006), 'max_hourly': np.float64(6.6), 'hours_with_precip': np.int64(13), 'rain_on_snow': False}, 'wind': {'max': np.float64(7.6), 'mean': np.float64(4.22), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(1957.7777777777778), 'min_depth_cm': np.int64(1500), 'max_depth_cm': np.int64(2400), 'snow_present': np.True_, 'snow_change': np.int64(9)}, 'weather_scenarios': ['rain_on_snow', 'slush_conditions', 'freeze_thaw_cycle']}",-1.5,4.9,2.3000000000000003,True,33.900000000000006,6.6,False,1957.7777777777778,True,7.6,True,"rain_on_snow,slush_conditions,freeze_thaw_cycle",unknown,insufficient_salt_period,for_lite,unknown,akutt_slush_fjerning,slush_scraping,,False
8. jan. 2023,2023-01-08 07:40:55,2023-01-08 10:08:24,1.0661111111111112,16.2,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2023-01-07 13:50:00+0000', tz='UTC'), 'end': Timestamp('2023-01-08 19:40:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(0.9), 'max': np.float64(4.9), 'mean': np.float64(3.5166666666666666), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(9.6), 'max_hourly': np.float64(4.2), 'hours_with_precip': np.int64(3), 'rain_on_snow': False}, 'wind': {'max': np.float64(7.2), 'mean': np.float64(4.91), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(1521.6666666666667), 'min_depth_cm': np.int64(1400), 'max_depth_cm': np.int64(1900), 'snow_present': np.True_, 'snow_change': np.int64(5)}, 'weather_scenarios': ['slush_conditions']}",0.9,4.9,3.5166666666666666,True,9.6,4.2,False,1521.6666666666667,True,7.2,True,slush_conditions,unknown,insufficient_salt_period,for_lite,unknown,akutt_slush_fjerning,slush_scraping,,False
13. jan. 2023,2023-01-13 06:57:50,2023-01-13 08:15:08,1.2280555555555557,21.8,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 168, 'observations_count': 1080, 'time_range': {'start': Timestamp('2023-01-06 07:00:00+0000', tz='UTC'), 'end': Timestamp('2023-01-13 18:50:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-2.2), 'max': np.float64(4.9), 'mean': np.float64(1.412777777777778), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(109.2), 'max_hourly': np.float64(6.6), 'hours_with_precip': np.int64(87), 'rain_on_snow': False}, 'wind': {'max': np.float64(12.6), 'mean': np.float64(3.779444444444444), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(1858.3333333333333), 'min_depth_cm': np.int64(1300), 'max_depth_cm': np.int64(3600), 'snow_present': np.True_, 'snow_change': np.int64(23)}, 'weather_scenarios': ['rain_on_snow', 'slush_conditions', 'freeze_thaw_cycle']}",-2.2,4.9,1.412777777777778,True,109.2,6.6,False,1858.3333333333333,True,12.6,True,"rain_on_snow,slush_conditions,freeze_thaw_cycle",unknown,insufficient_salt_period,for_lite,unknown,tunbrøyting_ukentlig_snø,slush_scraping,57.0mm i 8 dager,True
13. jan. 2023,2023-01-13 09:51:18,2023-01-13 20:59:51,7.065555555555555,32.3,heavy_treatment,8894.0,"{'status': 'success', 'window_hours': 168, 'observations_count': 1080, 'time_range': {'start': Timestamp('2023-01-06 10:00:00+0000', tz='UTC'), 'end': Timestamp('2023-01-13 21:50:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-2.2), 'max': np.float64(4.9), 'mean': np.float64(1.4288888888888889), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(108.6), 'max_hourly': np.float64(6.6), 'hours_with_precip': np.int64(85), 'rain_on_snow': False}, 'wind': {'max': np.float64(12.6), 'mean': np.float64(3.6166666666666667), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(1891.6666666666667), 'min_depth_cm': np.int64(1300), 'max_depth_cm': np.int64(3600), 'snow_present': np.True_, 'snow_change': np.int64(23)}, 'weather_scenarios': ['rain_on_snow', 'slush_conditions', 'freeze_thaw_cycle']}",-2.2,4.9,1.4288888888888889,True,108.6,6.6,False,1891.6666666666667,True,12.6,True,"rain_on_snow,slush_conditions,freeze_thaw_cycle",unknown,insufficient_salt_period,for_lite,unknown,tunbrøyting_ukentlig_snø,slush_scraping,56.8mm i 7 dager,True
15. jan. 2023,2023-01-15 06:33:03,2023-01-15 08:37:19,1.9124999999999999,17.7,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2023-01-14 12:40:00+0000', tz='UTC'), 'end': Timestamp('2023-01-15 18:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-2.5), 'max': np.float64(0.1), 'mean': np.float64(-1.2533333333333334), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(2.5), 'max_hourly': np.float64(0.6), 'hours_with_precip': np.int64(5), 'rain_on_snow': False}, 'wind': {'max': np.float64(12.8), 'mean': np.float64(4.423333333333334), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(2506.111111111111), 'min_depth_cm': np.int64(2300), 'max_depth_cm': np.int64(3500), 'snow_present': np.True_, 'snow_change': np.int64(12)}, 'weather_scenarios': []}",-2.5,0.1,-1.2533333333333334,True,2.5,0.6,False,2506.111111111111,True,12.8,True,,unknown,insufficient_salt_period,for_lite,unknown,standard_vinterdrift,snow_plowing,,False
