maintenance_date,start_datetime,end_datetime,duration_hours,distance_km,maintenance_type,equipment,weather_analysis,temp_min,temp_max,temp_mean,around_freezing,precip_total,precip_max_hourly,rain_on_snow,snow_depth_cm,snow_present,wind_max,strong_wind,weather_scenarios,snowdrift_risk,season_period,likely_salt_quality,snow_response_classification,likely_maintenance_purpose,maintenance_criteria,weekly_snow_context,is_friday_clearing
20. feb. 2023,2023-02-20 06:01:50,2023-02-20 07:40:05,1.5997222222222223,12.2,light_treatment,8810.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2023-02-19 12:10:00+0000', tz='UTC'), 'end': Timestamp('2023-02-20 18:00:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-0.7), 'max': np.float64(4.4), 'mean': np.float64(1.2000000000000002), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(65.7), 'max_hourly': np.float64(8.7), 'hours_with_precip': np.int64(26), 'rain_on_snow': False}, 'wind': {'max': np.float64(9.4), 'mean': np.float64(5.070000000000001), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(5046.666666666667), 'min_depth_cm': np.int64(4600), 'max_depth_cm': np.int64(6000), 'snow_present': np.True_, 'snow_change': np.int64(14)}, 'weather_scenarios': ['rain_on_snow', 'slush_conditions']}",-0.7,4.4,1.2000000000000002,True,65.7,8.7,False,5046.666666666667,True,9.4,True,"rain_on_snow,slush_conditions",unknown,insufficient_salt_period,for_lite,unknown,akutt_slush_fjerning,slush_scraping,,False
23. feb. 2023,2023-02-23 23:15:48,2023-02-23 23:54:36,0.40611111111111114,1.7,light_treatment,8894.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2023-02-23 05:20:00+0000', tz='UTC'), 'end': Timestamp('2023-02-24 11:10:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-4.0), 'max': np.float64(-0.4), 'mean': np.float64(-1.9199999999999995), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(15.2), 'max_hourly': np.float64(3.8), 'hours_with_precip': np.int64(8), 'rain_on_snow': False}, 'wind': {'max': np.float64(5.4), 'mean': np.float64(2.9285714285714284), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(5832.222222222223), 'min_depth_cm': np.int64(5200), 'max_depth_cm': np.int64(6500), 'snow_present': np.True_, 'snow_change': np.int64(13)}, 'weather_scenarios': []}",-4.0,-0.4,-1.9199999999999995,True,15.2,3.8,False,5832.222222222223,True,5.4,True,,unknown,insufficient_salt_period,for_lite,unknown,standard_vinterdrift,snow_plowing,,False
24. feb. 2023,2023-02-24 02:53:06,2023-02-24 18:01:03,10.543333333333333,32.7,heavy_treatment,8810.0,"{'status': 'success', 'window_hours': 168, 'observations_count': 1080, 'time_range': {'start': Timestamp('2023-02-17 03:00:00+0000', tz='UTC'), 'end': Timestamp('2023-02-24 14:50:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-4.0), 'max': np.float64(4.4), 'mean': np.float64(-0.12388888888888887), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(143.5), 'max_hourly': np.float64(8.7), 'hours_with_precip': np.int64(89), 'rain_on_snow': False}, 'wind': {'max': np.float64(13.9), 'mean': np.float64(4.031372549019609), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(4899.166666666667), 'min_depth_cm': np.int64(3900), 'max_depth_cm': np.int64(6500), 'snow_present': np.True_, 'snow_change': np.int64(26)}, 'weather_scenarios': ['rain_on_snow', 'freeze_thaw_cycle']}",-4.0,4.4,-0.12388888888888887,True,143.5,8.7,False,4899.166666666667,True,13.9,True,"rain_on_snow,freeze_thaw_cycle",unknown,insufficient_salt_period,for_lite,unknown,tunbrøyting_ukentlig_snø,freeze_thaw_salting,71.0mm i 9 dager,True
24. feb. 2023,2023-02-24 10:40:41,2023-02-24 18:01:05,1.74,10.2,light_treatment,8894.0,"{'status': 'success', 'window_hours': 168, 'observations_count': 1080, 'time_range': {'start': Timestamp('2023-02-17 10:50:00+0000', tz='UTC'), 'end': Timestamp('2023-02-24 22:40:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-5.0), 'max': np.float64(4.4), 'mean': np.float64(-0.32111111111111107), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(125.1), 'max_hourly': np.float64(8.7), 'hours_with_precip': np.int64(81), 'rain_on_snow': False}, 'wind': {'max': np.float64(13.9), 'mean': np.float64(3.890849673202614), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(5000.37037037037), 'min_depth_cm': np.int64(3900), 'max_depth_cm': np.int64(6500), 'snow_present': np.True_, 'snow_change': np.int64(26)}, 'weather_scenarios': ['rain_on_snow', 'freeze_thaw_cycle']}",-5.0,4.4,-0.32111111111111107,True,125.1,8.7,False,5000.37037037037,True,13.9,True,"rain_on_snow,freeze_thaw_cycle",unknown,insufficient_salt_period,for_lite,unknown,tunbrøyting_ukentlig_snø,freeze_thaw_salting,67.7mm i 9 dager,True
25. feb. 2023,2023-02-25 10:19:13,2023-02-25 12:10:46,1.6958333333333333,10.8,light_treatment,8894.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2023-02-24 16:20:00+0000', tz='UTC'), 'end': Timestamp('2023-02-25 22:10:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-6.2), 'max': np.float64(-1.8), 'mean': np.float64(-4.13), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(0.0), 'max_hourly': np.float64(0.0), 'hours_with_precip': np.int64(0), 'rain_on_snow': False}, 'wind': {'max': np.float64(3.2), 'mean': np.float64(1.28), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(6338.333333333333), 'min_depth_cm': np.int64(6200), 'max_depth_cm': np.int64(6400), 'snow_present': np.True_, 'snow_change': np.int64(2)}, 'weather_scenarios': []}",-6.2,-1.8,-4.13,True,0.0,0.0,False,6338.333333333333,True,3.2,False,,unknown,insufficient_salt_period,for_lite,unknown,standard_vinterdrift,snow_plowing,,False
9. mars 2023,2023-03-09 07:08:50,2023-03-09 17:09:52,4.075555555555555,34.1,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2023-03-08 13:10:00+0000', tz='UTC'), 'end': Timestamp('2023-03-09 19:00:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-12.8), 'max': np.float64(-3.4), 'mean': np.float64(-7.780000000000001), 'around_freezing': np.False_}, 'precipitation': {'total': np.float64(9.100000000000001), 'max_hourly': np.float64(4.8), 'hours_with_precip': np.int64(5), 'rain_on_snow': False}, 'wind': {'max': np.float64(2.0), 'mean': np.float64(1.0166666666666666), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(6710.555555555556), 'min_depth_cm': np.int64(5400), 'max_depth_cm': np.int64(7100), 'snow_present': np.True_, 'snow_change': np.int64(17)}, 'weather_scenarios': []}",-12.8,-3.4,-7.780000000000001,False,9.100000000000001,4.8,False,6710.555555555556,True,2.0,False,,unknown,insufficient_salt_period,for_lite,unknown,brøyting_kuldegrader,snow_plowing,,False
9. mars 2023,2023-03-09 15:19:14,2023-03-09 18:03:40,2.6194444444444445,10.8,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2023-03-08 21:20:00+0000', tz='UTC'), 'end': Timestamp('2023-03-10 03:10:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-14.5), 'max': np.float64(-5.7), 'mean': np.float64(-9.856666666666666), 'around_freezing': np.False_}, 'precipitation': {'total': np.float64(0.5), 'max_hourly': np.float64(0.3), 'hours_with_precip': np.int64(1), 'rain_on_snow': False}, 'wind': {'max': np.float64(2.1), 'mean': np.float64(1.0533333333333332), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(6870.555555555555), 'min_depth_cm': np.int64(6800), 'max_depth_cm': np.int64(7000), 'snow_present': np.True_, 'snow_change': np.int64(2)}, 'weather_scenarios': []}",-14.5,-5.7,-9.856666666666666,False,0.5,0.3,False,6870.555555555555,True,2.1,False,,unknown,insufficient_salt_period,for_lite,unknown,brøyting_kuldegrader,snow_plowing,,False
10. mars 2023,2023-03-10 09:21:36,2023-03-10 09:45:38,0.3930555555555556,3.7,light_treatment,9389.0,"{'status': 'success', 'window_hours': 168, 'observations_count': 1080, 'time_range': {'start': Timestamp('2023-03-03 09:30:00+0000', tz='UTC'), 'end': Timestamp('2023-03-10 21:20:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-14.5), 'max': np.float64(0.9), 'mean': np.float64(-7.137222222222222), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(10.100000000000001), 'max_hourly': np.float64(4.8), 'hours_with_precip': np.int64(7), 'rain_on_snow': False}, 'wind': {'max': np.float64(8.7), 'mean': np.float64(1.9700000000000002), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(5873.333333333333), 'min_depth_cm': np.int64(5400), 'max_depth_cm': np.int64(7100), 'snow_present': np.True_, 'snow_change': np.int64(17)}, 'weather_scenarios': []}",-14.5,0.9,-7.137222222222222,True,10.100000000000001,4.8,False,5873.333333333333,True,8.7,True,,unknown,insufficient_salt_period,for_lite,unknown,tunbrøyting_ukentlig_snø,snow_plowing,10.1mm i 3 dager,True
13. mars 2023,2023-03-13 19:49:11,2023-03-13 22:58:08,2.9741666666666666,23.9,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2023-03-13 01:50:00+0000', tz='UTC'), 'end': Timestamp('2023-03-14 07:40:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-4.3), 'max': np.float64(0.6), 'mean': np.float64(-1.8766666666666663), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(14.0), 'max_hourly': np.float64(2.6), 'hours_with_precip': np.int64(14), 'rain_on_snow': False}, 'wind': {'max': np.float64(10.5), 'mean': np.float64(4.176666666666666), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(6364.444444444444), 'min_depth_cm': np.int64(5800), 'max_depth_cm': np.int64(6800), 'snow_present': np.True_, 'snow_change': np.int64(10)}, 'weather_scenarios': []}",-4.3,0.6,-1.8766666666666663,True,14.0,2.6,False,6364.444444444444,True,10.5,True,,unknown,insufficient_salt_period,for_lite,unknown,standard_vinterdrift,snow_plowing,,False
13. mars 2023,2023-03-13 17:34:01,2023-03-13 22:53:53,3.9827777777777778,14.5,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2023-03-12 23:40:00+0000', tz='UTC'), 'end': Timestamp('2023-03-14 05:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-3.8), 'max': np.float64(0.6), 'mean': np.float64(-1.7266666666666666), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(14.0), 'max_hourly': np.float64(2.6), 'hours_with_precip': np.int64(14), 'rain_on_snow': False}, 'wind': {'max': np.float64(10.5), 'mean': np.float64(4.37), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(6295.555555555556), 'min_depth_cm': np.int64(5700), 'max_depth_cm': np.int64(6800), 'snow_present': np.True_, 'snow_change': np.int64(11)}, 'weather_scenarios': []}",-3.8,0.6,-1.7266666666666666,True,14.0,2.6,False,6295.555555555556,True,10.5,True,,unknown,insufficient_salt_period,for_lite,unknown,standard_vinterdrift,snow_plowing,,False
15. mars 2023,2023-03-15 05:34:51,2023-03-15 08:08:56,2.4969444444444444,13.8,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2023-03-14 11:40:00+0000', tz='UTC'), 'end': Timestamp('2023-03-15 17:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-6.3), 'max': np.float64(0.9), 'mean': np.float64(-3.8400000000000003), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(1.7), 'max_hourly': np.float64(0.4), 'hours_with_precip': np.int64(5), 'rain_on_snow': False}, 'wind': {'max': np.float64(4.6), 'mean': np.float64(1.57), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(6673.88888888889), 'min_depth_cm': np.int64(6500), 'max_depth_cm': np.int64(6800), 'snow_present': np.True_, 'snow_change': np.int64(3)}, 'weather_scenarios': []}",-6.3,0.9,-3.8400000000000003,True,1.7,0.4,False,6673.88888888889,True,4.6,False,,unknown,insufficient_salt_period,for_lite,unknown,standard_vinterdrift,snow_plowing,,False
17. mars 2023,2023-03-17 07:22:24,2023-03-17 19:15:22,7.488611111111111,22.6,heavy_treatment,8810.0,"{'status': 'success', 'window_hours': 168, 'observations_count': 1080, 'time_range': {'start': Timestamp('2023-03-10 07:30:00+0000', tz='UTC'), 'end': Timestamp('2023-03-17 19:20:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-10.0), 'max': np.float64(4.3), 'mean': np.float64(-3.4411111111111117), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(41.0), 'max_hourly': np.float64(4.7), 'hours_with_precip': np.int64(48), 'rain_on_snow': False}, 'wind': {'max': np.float64(11.5), 'mean': np.float64(3.5161111111111114), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(6480.740740740741), 'min_depth_cm': np.int64(5600), 'max_depth_cm': np.int64(7000), 'snow_present': np.True_, 'snow_change': np.int64(14)}, 'weather_scenarios': ['freeze_thaw_cycle']}",-10.0,4.3,-3.4411111111111117,True,41.0,4.7,False,6480.740740740741,True,11.5,True,freeze_thaw_cycle,unknown,insufficient_salt_period,for_lite,unknown,tunbrøyting_ukentlig_snø,freeze_thaw_salting,19.7mm i 7 dager,True
17. mars 2023,2023-03-17 06:02:46,2023-03-17 18:14:46,8.225,39.4,heavy_treatment,8894.0,"{'status': 'success', 'window_hours': 168, 'observations_count': 1080, 'time_range': {'start': Timestamp('2023-03-10 06:10:00+0000', tz='UTC'), 'end': Timestamp('2023-03-17 18:00:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-11.8), 'max': np.float64(4.3), 'mean': np.float64(-3.527222222222223), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(38.8), 'max_hourly': np.float64(4.7), 'hours_with_precip': np.int64(47), 'rain_on_snow': False}, 'wind': {'max': np.float64(11.5), 'mean': np.float64(3.515), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(6488.425925925925), 'min_depth_cm': np.int64(5700), 'max_depth_cm': np.int64(7000), 'snow_present': np.True_, 'snow_change': np.int64(13)}, 'weather_scenarios': ['freeze_thaw_cycle']}",-11.8,4.3,-3.527222222222223,True,38.8,4.7,False,6488.425925925925,True,11.5,True,freeze_thaw_cycle,unknown,insufficient_salt_period,for_lite,unknown,tunbrøyting_ukentlig_snø,freeze_thaw_salting,19.7mm i 7 dager,True
17. mars 2023,2023-03-17 13:33:19,2023-03-17 18:28:46,1.6266666666666667,6.7,light_treatment,9389.0,"{'status': 'success', 'window_hours': 168, 'observations_count': 1080, 'time_range': {'start': Timestamp('2023-03-10 13:40:00+0000', tz='UTC'), 'end': Timestamp('2023-03-18 01:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-9.7), 'max': np.float64(4.3), 'mean': np.float64(-3.1105555555555555), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(46.1), 'max_hourly': np.float64(4.7), 'hours_with_precip': np.int64(54), 'rain_on_snow': False}, 'wind': {'max': np.float64(11.5), 'mean': np.float64(3.527222222222223), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(6445.092592592593), 'min_depth_cm': np.int64(5600), 'max_depth_cm': np.int64(7000), 'snow_present': np.True_, 'snow_change': np.int64(14)}, 'weather_scenarios': ['freeze_thaw_cycle']}",-9.7,4.3,-3.1105555555555555,True,46.1,4.7,False,6445.092592592593,True,11.5,True,freeze_thaw_cycle,unknown,insufficient_salt_period,for_lite,unknown,tunbrøyting_ukentlig_snø,freeze_thaw_salting,19.7mm i 7 dager,True
24. mars 2023,2023-03-24 12:06:13,2023-03-24 12:43:28,0.5997222222222223,7.8,light_treatment,8810.0,"{'status': 'success', 'window_hours': 168, 'observations_count': 1080, 'time_range': {'start': Timestamp('2023-03-17 12:10:00+0000', tz='UTC'), 'end': Timestamp('2023-03-25 00:00:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-2.2), 'max': np.float64(6.1), 'mean': np.float64(2.2916666666666665), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(86.2), 'max_hourly': np.float64(4.7), 'hours_with_precip': np.int64(81), 'rain_on_snow': False}, 'wind': {'max': np.float64(5.5), 'mean': np.float64(2.11), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(5046.851851851852), 'min_depth_cm': np.int64(4300), 'max_depth_cm': np.int64(5800), 'snow_present': np.True_, 'snow_change': np.int64(15)}, 'weather_scenarios': ['rain_on_snow', 'slush_conditions', 'freeze_thaw_cycle']}",-2.2,6.1,2.2916666666666665,True,86.2,4.7,False,5046.851851851852,True,5.5,True,"rain_on_snow,slush_conditions,freeze_thaw_cycle",unknown,insufficient_salt_period,for_lite,unknown,tunbrøyting_moderat_snø,slush_scraping,5.5mm i 3 dager,True
22. nov. 2023,2023-11-22 08:08:51,2023-11-22 09:21:27,1.1911111111111112,10.8,light_treatment,8894.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2023-11-21 14:10:00+0000', tz='UTC'), 'end': Timestamp('2023-11-22 20:00:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-1.5), 'max': np.float64(5.1), 'mean': np.float64(0.88), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(44.3), 'max_hourly': np.float64(8.4), 'hours_with_precip': np.int64(17), 'rain_on_snow': False}, 'wind': {'max': np.float64(6.7), 'mean': np.float64(2.4633333333333334), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(608.8888888888889), 'min_depth_cm': np.int64(300), 'max_depth_cm': np.int64(1300), 'snow_present': np.True_, 'snow_change': np.int64(10)}, 'weather_scenarios': ['rain_on_snow', 'slush_conditions', 'freeze_thaw_cycle']}",-1.5,5.1,0.88,True,44.3,8.4,False,608.8888888888889,True,6.7,True,"rain_on_snow,slush_conditions,freeze_thaw_cycle",unknown,insufficient_salt_period,for_lite,unknown,akutt_slush_fjerning,slush_scraping,,False
24. nov. 2023,2023-11-24 07:20:05,2023-11-24 09:39:06,2.1552777777777776,9.2,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 168, 'observations_count': 1080, 'time_range': {'start': Timestamp('2023-11-17 07:30:00+0000', tz='UTC'), 'end': Timestamp('2023-11-24 19:20:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-4.1), 'max': np.float64(5.1), 'mean': np.float64(-0.6372222222222221), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(78.3), 'max_hourly': np.float64(8.4), 'hours_with_precip': np.int64(46), 'rain_on_snow': False}, 'wind': {'max': np.float64(12.3), 'mean': np.float64(4.524444444444445), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(637.7777777777778), 'min_depth_cm': np.int64(300), 'max_depth_cm': np.int64(2000), 'snow_present': np.True_, 'snow_change': np.int64(17)}, 'weather_scenarios': ['rain_on_snow', 'freeze_thaw_cycle']}",-4.1,5.1,-0.6372222222222221,True,78.3,8.4,False,637.7777777777778,True,12.3,True,"rain_on_snow,freeze_thaw_cycle",unknown,insufficient_salt_period,for_lite,unknown,tunbrøyting_ukentlig_snø,freeze_thaw_salting,31.7mm i 3 dager,True
24. nov. 2023,2023-11-24 05:39:04,2023-11-24 09:46:18,3.3969444444444443,21.3,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 168, 'observations_count': 1080, 'time_range': {'start': Timestamp('2023-11-17 05:40:00+0000', tz='UTC'), 'end': Timestamp('2023-11-24 17:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-5.1), 'max': np.float64(5.1), 'mean': np.float64(-0.6522222222222223), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(78.3), 'max_hourly': np.float64(8.4), 'hours_with_precip': np.int64(46), 'rain_on_snow': False}, 'wind': {'max': np.float64(12.3), 'mean': np.float64(4.517222222222222), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(625.5555555555555), 'min_depth_cm': np.int64(300), 'max_depth_cm': np.int64(2000), 'snow_present': np.True_, 'snow_change': np.int64(17)}, 'weather_scenarios': ['rain_on_snow', 'freeze_thaw_cycle']}",-5.1,5.1,-0.6522222222222223,True,78.3,8.4,False,625.5555555555555,True,12.3,True,"rain_on_snow,freeze_thaw_cycle",unknown,insufficient_salt_period,for_lite,unknown,tunbrøyting_ukentlig_snø,freeze_thaw_salting,31.7mm i 3 dager,True
27. nov. 2023,2023-11-27 05:14:17,2023-11-27 08:42:02,3.245,20.2,medium_treatment,8810.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2023-11-26 11:20:00+0000', tz='UTC'), 'end': Timestamp('2023-11-27 17:10:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-6.6), 'max': np.float64(-1.2), 'mean': np.float64(-3.686666666666666), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(3.0), 'max_hourly': np.float64(0.7), 'hours_with_precip': np.int64(7), 'rain_on_snow': False}, 'wind': {'max': np.float64(9.8), 'mean': np.float64(5.670000000000001), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(1200.0), 'min_depth_cm': np.int64(800), 'max_depth_cm': np.int64(1800), 'snow_present': np.True_, 'snow_change': np.int64(10)}, 'weather_scenarios': []}",-6.6,-1.2,-3.686666666666666,True,3.0,0.7,False,1200.0,True,9.8,True,,unknown,insufficient_salt_period,for_lite,unknown,standard_vinterdrift,snow_plowing,,False
3. des. 2023,2023-12-03 05:39:12,2023-12-03 08:13:02,2.36,26.0,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2023-12-02 11:40:00+0000', tz='UTC'), 'end': Timestamp('2023-12-03 17:30:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-4.8), 'max': np.float64(-2.5), 'mean': np.float64(-3.76), 'around_freezing': np.False_}, 'precipitation': {'total': np.float64(20.200000000000003), 'max_hourly': np.float64(2.7), 'hours_with_precip': np.int64(22), 'rain_on_snow': False}, 'wind': {'max': np.float64(3.9), 'mean': np.float64(1.6866666666666665), 'strong_wind': np.False_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(3096.6666666666665), 'min_depth_cm': np.int64(1300), 'max_depth_cm': np.int64(3900), 'snow_present': np.True_, 'snow_change': np.int64(26)}, 'weather_scenarios': []}",-4.8,-2.5,-3.76,False,20.200000000000003,2.7,False,3096.6666666666665,True,3.9,False,,unknown,insufficient_salt_period,for_lite,unknown,standard_vinterdrift,snow_plowing,,False
8. des. 2023,2023-12-08 06:28:46,2023-12-08 12:18:08,1.9330555555555553,28.4,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 168, 'observations_count': 1080, 'time_range': {'start': Timestamp('2023-12-01 06:30:00+0000', tz='UTC'), 'end': Timestamp('2023-12-08 18:20:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-10.0), 'max': np.float64(-2.5), 'mean': np.float64(-5.585), 'around_freezing': np.False_}, 'precipitation': {'total': np.float64(23.6), 'max_hourly': np.float64(2.7), 'hours_with_precip': np.int64(28), 'rain_on_snow': False}, 'wind': {'max': np.float64(12.2), 'mean': np.float64(2.8927777777777774), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(2392.685185185185), 'min_depth_cm': np.int64(600), 'max_depth_cm': np.int64(3900), 'snow_present': np.True_, 'snow_change': np.int64(33)}, 'weather_scenarios': []}",-10.0,-2.5,-5.585,False,23.6,2.7,False,2392.685185185185,True,12.2,True,,unknown,insufficient_salt_period,for_lite,unknown,tunbrøyting_ukentlig_snø,snow_plowing,23.6mm i 2 dager,True
9. des. 2023,2023-12-09 07:07:20,2023-12-09 08:21:23,1.1641666666666666,15.2,medium_treatment,8894.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2023-12-08 13:10:00+0000', tz='UTC'), 'end': Timestamp('2023-12-09 19:00:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-4.0), 'max': np.float64(-0.8), 'mean': np.float64(-2.236666666666667), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(0.1), 'max_hourly': np.float64(0.1), 'hours_with_precip': np.int64(0), 'rain_on_snow': False}, 'wind': {'max': np.float64(11.1), 'mean': np.float64(7.466666666666666), 'strong_wind': np.True_, 'extreme_wind': np.True_}, 'snow': {'depth_cm': np.float64(610.5555555555555), 'min_depth_cm': np.int64(600), 'max_depth_cm': np.int64(700), 'snow_present': np.True_, 'snow_change': np.int64(1)}, 'weather_scenarios': []}",-4.0,-0.8,-2.236666666666667,True,0.1,0.1,False,610.5555555555555,True,11.1,True,,unknown,insufficient_salt_period,for_lite,unknown,standard_vinterdrift,snow_plowing,,False
10. des. 2023,2023-12-10 09:52:40,2023-12-10 11:41:40,1.7808333333333333,12.1,light_treatment,8810.0,"{'status': 'success', 'window_hours': 18, 'observations_count': 180, 'time_range': {'start': Timestamp('2023-12-09 16:00:00+0000', tz='UTC'), 'end': Timestamp('2023-12-10 21:50:00+0000', tz='UTC')}, 'temperature': {'min': np.float64(-1.3), 'max': np.float64(0.4), 'mean': np.float64(-0.5533333333333333), 'around_freezing': np.True_}, 'precipitation': {'total': np.float64(0.0), 'max_hourly': np.float64(0.0), 'hours_with_precip': np.int64(0), 'rain_on_snow': False}, 'wind': {'max': np.float64(9.6), 'mean': np.float64(6.996666666666666), 'strong_wind': np.True_, 'extreme_wind': np.False_}, 'snow': {'depth_cm': np.float64(550.5555555555555), 'min_depth_cm': np.int64(500), 'max_depth_cm': np.int64(600), 'snow_present': np.True_, 'snow_change': np.int64(1)}, 'weather_scenarios': []}",-1.3,0.4,-0.5533333333333333,True,0.0,0.0,False,550.5555555555555,True,9.6,True,,unknown,insufficient_salt_period,for_lite,unknown,standard_vinterdrift,snow_plowing,,False
