dato,datetime,air_temp_avg,air_temp_min,surface_temp_avg,surface_temp_min,temp_diff,wind_avg,wind_max,gust_max,precip_total,precip_duration,snow_depth,snow_change,humidity_avg,dew_point_avg,scenario
9. feb. 2024,2024-02-09 07:32:00,-6.949999999999999,-7.8,-12.433333333333335,-13.8,5.483333333333336,5.933333333333334,8.6,12.9,0.0,0.0,72.58333333333333,3.0,46.666666666666664,-17.05,ANNET
10. feb. 2024,2024-02-10 06:51:00,-7.8999999999999995,-8.2,-9.233333333333333,-10.0,1.333333333333333,9.466666666666667,11.6,24.8,0.0,76.0,63.333333333333336,0.7000000000000028,68.16666666666667,-12.966666666666669,SNØFOKK
10. feb. 2024,2024-02-10 09:05:00,-8.083333333333334,-8.6,-9.033333333333333,-9.2,0.9499999999999993,11.333333333333334,12.7,23.9,0.0,67.0,63.300000000000004,-2.299999999999997,70.16666666666667,-12.783333333333333,SNØFOKK
11. feb. 2024,2024-02-11 11:25:00,-1.2666666666666666,-2.3,-3.0500000000000003,-3.6,1.7833333333333337,11.133333333333333,13.0,21.5,0.5,48.0,62.199999999999996,0.0,73.5,-5.866666666666667,SNØFOKK
12. feb. 2024,2024-02-12 08:41:00,-2.9499999999999997,-3.7,-4.183333333333334,-5.2,1.2333333333333338,11.6,14.5,21.8,0.0,2.0,61.716666666666676,-0.10000000000000142,76.33333333333333,-6.916666666666667,SNØFOKK
13. feb. 2024,2024-02-13 17:19:00,-1.8166666666666667,-2.2,-2.1999999999999997,-2.4,0.3833333333333331,2.716666666666667,3.8,6.1,3.8,237.0,65.68333333333334,4.199999999999996,91.33333333333333,-3.1999999999999997,NYSNØ
14. feb. 2024,2024-02-14 14:27:00,1.3166666666666667,0.7,0.35000000000000003,-0.2,0.9666666666666666,1.6333333333333335,2.3,4.6,0.0,1.0,70.48333333333333,-0.5999999999999943,83.5,-1.25,ANNET
15. feb. 2024,2024-02-15 08:48:00,0.6833333333333332,-0.3,-2.216666666666667,-6.2,2.9,4.316666666666666,7.5,10.8,0.0,0.0,70.10000000000001,-0.19999999999998863,73.33333333333333,-3.6666666666666665,FRYSEFARE
20. feb. 2024,2024-02-20 12:19:00,1.9666666666666666,1.5,0.6000000000000001,0.4,1.3666666666666665,1.55,2.3,4.3,2.6999999999999997,314.0,51.666666666666664,-0.6000000000000014,98.16666666666667,1.7666666666666666,ANNET
20. feb. 2024,2024-02-20 14:18:00,2.3833333333333333,1.9,0.7166666666666667,0.6,1.6666666666666665,1.9833333333333334,2.4,6.3,2.3,242.0,51.48333333333333,-0.30000000000000426,96.16666666666667,1.8999999999999997,ANNET
22. feb. 2024,2024-02-22 17:27:00,3.7999999999999994,3.6,0.6333333333333333,0.4,3.166666666666666,5.749999999999999,7.1,13.8,0.0,0.0,48.53333333333333,-0.5,62.333333333333336,-3.0999999999999996,ANNET
23. feb. 2024,2024-02-23 13:55:00,-0.38333333333333336,-1.1,-1.0,-1.8,0.6166666666666667,0.85,5.1,12.1,11.8,360.0,57.03333333333333,10.200000000000003,93.83333333333333,-1.7166666666666668,NYSNØ
24. feb. 2024,2024-02-24 15:33:00,1.8166666666666664,1.2,0.10000000000000005,-1.8,1.7166666666666663,2.1666666666666665,2.7,6.2,0.7,14.0,62.699999999999996,-1.5,80.0,-1.55,ANNET
24. feb. 2024,2024-02-24 14:02:00,1.6333333333333335,0.6,0.3333333333333334,-0.4,1.3,2.1666666666666665,2.7,6.2,0.7,14.0,62.96666666666666,-1.2000000000000028,81.5,-1.3333333333333333,ANNET
28. feb. 2024,2024-02-28 05:11:00,0.3,-0.3,-0.08333333333333333,-0.4,0.3833333333333333,1.9666666666666668,3.3,10.7,3.9,211.0,71.35000000000001,0.20000000000000284,96.16666666666667,-0.18333333333333332,FRYSEFARE
