referenceTime,surface_snow_thickness,surface_temperature,air_temperature,wind_speed,wind_from_direction,sum(precipitation_amount PT1H),relative_humidity,dew_point_temperature,time
2023-03-12 11:40:00+00:00,69,-5.1,,,,,,,2023-03-12 11:40:00+00:00
2023-03-12 11:50:00+00:00,69,-4.9,,,,,,,2023-03-12 11:50:00+00:00
2023-03-12 12:00:00+00:00,69,-5.0,-3.9,3.1,139.0,0.0,62.0,-9.8,2023-03-12 12:00:00+00:00
2023-03-12 12:10:00+00:00,69,-4.9,,,,,,,2023-03-12 12:10:00+00:00
2023-03-12 12:20:00+00:00,69,-5.0,,,,,,,2023-03-12 12:20:00+00:00
2023-03-12 12:30:00+00:00,69,-4.9,,,,,,,2023-03-12 12:30:00+00:00
2023-03-12 12:40:00+00:00,69,-5.2,,,,,,,2023-03-12 12:40:00+00:00
2023-03-12 12:50:00+00:00,69,-5.0,,,,,,,2023-03-12 12:50:00+00:00
2023-03-12 13:00:00+00:00,69,-5.3,-4.3,6.0,147.0,0.0,69.0,-9.4,2023-03-12 13:00:00+00:00
2023-03-12 13:10:00+00:00,69,-5.3,,,,,,,2023-03-12 13:10:00+00:00
2023-03-12 13:20:00+00:00,69,-5.3,,,,,,,2023-03-12 13:20:00+00:00
2023-03-12 13:30:00+00:00,69,-5.4,,,,,,,2023-03-12 13:30:00+00:00
2023-03-12 13:40:00+00:00,69,-5.7,,,,,,,2023-03-12 13:40:00+00:00
2023-03-12 13:50:00+00:00,69,-5.6,,,,,,,2023-03-12 13:50:00+00:00
2023-03-12 14:00:00+00:00,69,-5.0,-3.6,5.2,149.0,0.0,67.0,-8.9,2023-03-12 14:00:00+00:00
2023-03-12 14:10:00+00:00,68,-4.8,,,,,,,2023-03-12 14:10:00+00:00
2023-03-12 14:20:00+00:00,68,-4.9,,,,,,,2023-03-12 14:20:00+00:00
2023-03-12 14:30:00+00:00,68,-5.0,,,,,,,2023-03-12 14:30:00+00:00
2023-03-12 14:40:00+00:00,68,-4.8,,,,,,,2023-03-12 14:40:00+00:00
2023-03-12 14:50:00+00:00,68,-4.7,,,,,,,2023-03-12 14:50:00+00:00
2023-03-12 15:00:00+00:00,68,-4.7,-3.8,6.1,149.0,0.0,75.0,-7.4,2023-03-12 15:00:00+00:00
2023-03-12 15:10:00+00:00,68,-4.7,,,,,,,2023-03-12 15:10:00+00:00
2023-03-12 15:20:00+00:00,67,-4.8,,,,,,,2023-03-12 15:20:00+00:00
2023-03-12 15:30:00+00:00,67,-4.7,,,,,,,2023-03-12 15:30:00+00:00
2023-03-12 15:40:00+00:00,67,-4.7,,,,,,,2023-03-12 15:40:00+00:00
2023-03-12 15:50:00+00:00,67,-4.7,,,,,,,2023-03-12 15:50:00+00:00
2023-03-12 16:00:00+00:00,67,-4.7,-3.5,6.1,154.0,0.0,74.0,-7.4,2023-03-12 16:00:00+00:00
2023-03-12 16:10:00+00:00,67,-4.8,,,,,,,2023-03-12 16:10:00+00:00
2023-03-12 16:20:00+00:00,67,-4.9,,,,,,,2023-03-12 16:20:00+00:00
2023-03-12 16:30:00+00:00,66,-4.8,,,,,,,2023-03-12 16:30:00+00:00
2023-03-12 16:40:00+00:00,66,-4.8,,,,,,,2023-03-12 16:40:00+00:00
2023-03-12 16:50:00+00:00,65,-4.7,,,,,,,2023-03-12 16:50:00+00:00
2023-03-12 17:00:00+00:00,65,-4.7,-3.3,8.0,150.0,0.0,71.0,-7.8,2023-03-12 17:00:00+00:00
