referenceTime,air_temperature,wind_speed,wind_from_direction,surface_snow_thickness,sum(precipitation_amount PT1H),relative_humidity,surface_temperature,dew_point_temperature,time
2023-12-26 05:00:00+00:00,-3.1,0.0,0.0,37,0.1,96.0,-3.7,-3.5,2023-12-26 05:00:00+00:00
2023-12-26 05:10:00+00:00,,,,37,,,-3.2,,2023-12-26 05:10:00+00:00
2023-12-26 05:20:00+00:00,,,,37,,,-2.9,,2023-12-26 05:20:00+00:00
2023-12-26 05:30:00+00:00,,,,37,,,-3.0,,2023-12-26 05:30:00+00:00
2023-12-26 05:40:00+00:00,,,,37,,,-3.3,,2023-12-26 05:40:00+00:00
2023-12-26 05:50:00+00:00,,,,37,,,-2.9,,2023-12-26 05:50:00+00:00
2023-12-26 06:00:00+00:00,-2.7,0.0,0.0,37,0.2,97.0,-2.8,-3.0,2023-12-26 06:00:00+00:00
2023-12-26 06:10:00+00:00,,,,38,,,-3.0,,2023-12-26 06:10:00+00:00
2023-12-26 06:20:00+00:00,,,,38,,,-2.8,,2023-12-26 06:20:00+00:00
2023-12-26 06:30:00+00:00,,,,38,,,-2.9,,2023-12-26 06:30:00+00:00
2023-12-26 06:40:00+00:00,,,,38,,,-2.8,,2023-12-26 06:40:00+00:00
2023-12-26 06:50:00+00:00,,,,38,,,-2.7,,2023-12-26 06:50:00+00:00
2023-12-26 07:00:00+00:00,-2.5,0.0,0.0,38,0.1,96.0,-2.7,-3.0,2023-12-26 07:00:00+00:00
2023-12-26 07:10:00+00:00,,,,38,,,-2.5,,2023-12-26 07:10:00+00:00
2023-12-26 07:20:00+00:00,,,,38,,,-2.4,,2023-12-26 07:20:00+00:00
2023-12-26 07:30:00+00:00,,,,38,,,-2.9,,2023-12-26 07:30:00+00:00
2023-12-26 07:40:00+00:00,,,,38,,,-2.9,,2023-12-26 07:40:00+00:00
2023-12-26 07:50:00+00:00,,,,38,,,-2.7,,2023-12-26 07:50:00+00:00
2023-12-26 08:00:00+00:00,-2.2,0.0,0.0,38,0.0,98.0,-2.4,-2.4,2023-12-26 08:00:00+00:00
2023-12-26 08:10:00+00:00,,,,38,,,-2.3,,2023-12-26 08:10:00+00:00
2023-12-26 08:20:00+00:00,,,,38,,,-2.4,,2023-12-26 08:20:00+00:00
2023-12-26 08:30:00+00:00,,,,38,,,-2.4,,2023-12-26 08:30:00+00:00
2023-12-26 08:40:00+00:00,,,,38,,,-2.3,,2023-12-26 08:40:00+00:00
2023-12-26 08:50:00+00:00,,,,38,,,-2.3,,2023-12-26 08:50:00+00:00
2023-12-26 09:00:00+00:00,-1.9,0.0,0.0,38,0.4,97.0,-2.1,-2.4,2023-12-26 09:00:00+00:00
2023-12-26 09:10:00+00:00,,,,38,,,-1.9,,2023-12-26 09:10:00+00:00
2023-12-26 09:20:00+00:00,,,,39,,,-1.8,,2023-12-26 09:20:00+00:00
2023-12-26 09:30:00+00:00,,,,40,,,-2.2,,2023-12-26 09:30:00+00:00
2023-12-26 09:40:00+00:00,,,,40,,,-2.0,,2023-12-26 09:40:00+00:00
2023-12-26 09:50:00+00:00,,,,40,,,-2.0,,2023-12-26 09:50:00+00:00
2023-12-26 10:00:00+00:00,-1.5,0.0,0.0,40,1.5,96.0,-1.8,-1.9,2023-12-26 10:00:00+00:00
2023-12-26 10:10:00+00:00,,,,40,,,-1.8,,2023-12-26 10:10:00+00:00
2023-12-26 10:20:00+00:00,,,,40,,,-1.8,,2023-12-26 10:20:00+00:00
2023-12-26 10:30:00+00:00,,,,40,,,-2.4,,2023-12-26 10:30:00+00:00
2023-12-26 10:40:00+00:00,,,,40,,,-1.6,,2023-12-26 10:40:00+00:00
2023-12-26 10:50:00+00:00,,,,40,,,-1.5,,2023-12-26 10:50:00+00:00
2023-12-26 11:00:00+00:00,-1.3,1.3,313.0,40,0.2,94.0,-1.5,-1.9,2023-12-26 11:00:00+00:00
2023-12-26 11:10:00+00:00,,,,40,,,-1.5,,2023-12-26 11:10:00+00:00
2023-12-26 11:20:00+00:00,,,,40,,,-1.7,,2023-12-26 11:20:00+00:00
