referenceTime,air_temperature,wind_speed,wind_from_direction,surface_snow_thickness,sum(precipitation_amount PT1H),relative_humidity,surface_temperature,dew_point_temperature,time
2023-12-19 04:00:00+00:00,-0.1,3.6,336.0,-1,0.5,93.0,-1.1,-0.9,2023-12-19 04:00:00+00:00
2023-12-19 04:10:00+00:00,,,,-1,,,-0.6,,2023-12-19 04:10:00+00:00
2023-12-19 04:20:00+00:00,,,,-1,,,-0.9,,2023-12-19 04:20:00+00:00
2023-12-19 04:30:00+00:00,,,,-1,,,-0.3,,2023-12-19 04:30:00+00:00
2023-12-19 04:40:00+00:00,,,,-1,,,-0.3,,2023-12-19 04:40:00+00:00
2023-12-19 04:50:00+00:00,,,,-1,,,-1.5,,2023-12-19 04:50:00+00:00
2023-12-19 05:00:00+00:00,0.0,1.8,325.0,-1,0.1,89.0,-1.2,-1.7,2023-12-19 05:00:00+00:00
2023-12-19 05:10:00+00:00,,,,-1,,,-1.0,,2023-12-19 05:10:00+00:00
2023-12-19 05:20:00+00:00,,,,-1,,,-1.2,,2023-12-19 05:20:00+00:00
2023-12-19 05:30:00+00:00,,,,-1,,,-1.0,,2023-12-19 05:30:00+00:00
2023-12-19 05:40:00+00:00,,,,-1,,,-0.9,,2023-12-19 05:40:00+00:00
2023-12-19 05:50:00+00:00,,,,-1,,,-0.6,,2023-12-19 05:50:00+00:00
2023-12-19 06:00:00+00:00,0.2,2.4,36.0,-1,0.1,89.0,-0.5,-1.4,2023-12-19 06:00:00+00:00
2023-12-19 06:10:00+00:00,,,,-1,,,-0.3,,2023-12-19 06:10:00+00:00
2023-12-19 06:20:00+00:00,,,,-1,,,-0.6,,2023-12-19 06:20:00+00:00
2023-12-19 06:30:00+00:00,,,,-1,,,-0.3,,2023-12-19 06:30:00+00:00
2023-12-19 06:40:00+00:00,,,,-1,,,-0.1,,2023-12-19 06:40:00+00:00
2023-12-19 06:50:00+00:00,,,,-1,,,-0.1,,2023-12-19 06:50:00+00:00
2023-12-19 07:00:00+00:00,0.4,2.4,30.0,-1,0.0,92.0,-0.1,-0.7,2023-12-19 07:00:00+00:00
2023-12-19 07:10:00+00:00,,,,-1,,,-0.1,,2023-12-19 07:10:00+00:00
2023-12-19 07:20:00+00:00,,,,-1,,,-0.1,,2023-12-19 07:20:00+00:00
2023-12-19 07:30:00+00:00,,,,-1,,,0.0,,2023-12-19 07:30:00+00:00
2023-12-19 07:40:00+00:00,,,,-1,,,0.0,,2023-12-19 07:40:00+00:00
2023-12-19 07:50:00+00:00,,,,-1,,,0.0,,2023-12-19 07:50:00+00:00
2023-12-19 08:00:00+00:00,0.5,2.6,324.0,-1,0.5,92.0,0.0,-0.7,2023-12-19 08:00:00+00:00
2023-12-19 08:10:00+00:00,,,,-1,,,0.0,,2023-12-19 08:10:00+00:00
2023-12-19 08:20:00+00:00,,,,-1,,,0.0,,2023-12-19 08:20:00+00:00
2023-12-19 08:30:00+00:00,,,,-1,,,0.0,,2023-12-19 08:30:00+00:00
2023-12-19 08:40:00+00:00,,,,-1,,,0.0,,2023-12-19 08:40:00+00:00
2023-12-19 08:50:00+00:00,,,,-1,,,0.1,,2023-12-19 08:50:00+00:00
2023-12-19 09:00:00+00:00,0.7,3.1,28.0,-1,0.2,92.0,0.1,-0.5,2023-12-19 09:00:00+00:00
