referenceTime,surface_snow_thickness,surface_temperature,air_temperature,wind_speed,wind_from_direction,sum(precipitation_amount PT1H),relative_humidity,dew_point_temperature,time
2023-02-16 22:50:00+00:00,40,0.1,,,,,,,2023-02-16 22:50:00+00:00
2023-02-16 23:00:00+00:00,40,0.0,0.7,1.3,134.0,2.5,97.0,0.2,2023-02-16 23:00:00+00:00
2023-02-16 23:10:00+00:00,40,0.0,,,,,,,2023-02-16 23:10:00+00:00
2023-02-16 23:20:00+00:00,40,0.1,,,,,,,2023-02-16 23:20:00+00:00
2023-02-16 23:30:00+00:00,40,0.1,,,,,,,2023-02-16 23:30:00+00:00
2023-02-16 23:40:00+00:00,40,0.1,,,,,,,2023-02-16 23:40:00+00:00
2023-02-16 23:50:00+00:00,40,0.1,,,,,,,2023-02-16 23:50:00+00:00
2023-02-17 00:00:00+00:00,40,0.1,1.0,2.1,146.0,2.4,98.0,0.9,2023-02-17 00:00:00+00:00
2023-02-17 00:10:00+00:00,40,0.1,,,,,,,2023-02-17 00:10:00+00:00
2023-02-17 00:20:00+00:00,40,0.1,,,,,,,2023-02-17 00:20:00+00:00
2023-02-17 00:30:00+00:00,40,0.1,,,,,,,2023-02-17 00:30:00+00:00
2023-02-17 00:40:00+00:00,40,0.0,,,,,,,2023-02-17 00:40:00+00:00
2023-02-17 00:50:00+00:00,40,0.1,,,,,,,2023-02-17 00:50:00+00:00
2023-02-17 01:00:00+00:00,40,0.1,0.7,2.2,151.0,2.2,98.0,0.4,2023-02-17 01:00:00+00:00
2023-02-17 01:10:00+00:00,40,0.1,,,,,,,2023-02-17 01:10:00+00:00
2023-02-17 01:20:00+00:00,40,0.1,,,,,,,2023-02-17 01:20:00+00:00
2023-02-17 01:30:00+00:00,40,0.1,,,,,,,2023-02-17 01:30:00+00:00
2023-02-17 01:40:00+00:00,40,0.1,,,,,,,2023-02-17 01:40:00+00:00
2023-02-17 01:50:00+00:00,40,0.1,,,,,,,2023-02-17 01:50:00+00:00
2023-02-17 02:00:00+00:00,40,0.0,0.5,1.6,153.0,1.2,98.0,0.2,2023-02-17 02:00:00+00:00
2023-02-17 02:10:00+00:00,40,0.1,,,,,,,2023-02-17 02:10:00+00:00
2023-02-17 02:20:00+00:00,40,0.1,,,,,,,2023-02-17 02:20:00+00:00
2023-02-17 02:30:00+00:00,40,0.1,,,,,,,2023-02-17 02:30:00+00:00
2023-02-17 02:40:00+00:00,40,0.1,,,,,,,2023-02-17 02:40:00+00:00
2023-02-17 02:50:00+00:00,40,0.1,,,,,,,2023-02-17 02:50:00+00:00
2023-02-17 03:00:00+00:00,40,0.1,0.8,2.3,163.0,0.6,97.0,0.4,2023-02-17 03:00:00+00:00
2023-02-17 03:10:00+00:00,40,0.2,,,,,,,2023-02-17 03:10:00+00:00
2023-02-17 03:20:00+00:00,40,0.2,,,,,,,2023-02-17 03:20:00+00:00
2023-02-17 03:30:00+00:00,40,0.2,,,,,,,2023-02-17 03:30:00+00:00
2023-02-17 03:40:00+00:00,40,0.2,,,,,,,2023-02-17 03:40:00+00:00
2023-02-17 03:50:00+00:00,40,0.2,,,,,,,2023-02-17 03:50:00+00:00
2023-02-17 04:00:00+00:00,40,0.2,1.2,2.8,139.0,0.4,94.0,0.4,2023-02-17 04:00:00+00:00
2023-02-17 04:10:00+00:00,40,0.2,,,,,,,2023-02-17 04:10:00+00:00
2023-02-17 04:20:00+00:00,40,0.2,,,,,,,2023-02-17 04:20:00+00:00
2023-02-17 04:30:00+00:00,40,0.2,,,,,,,2023-02-17 04:30:00+00:00
2023-02-17 04:40:00+00:00,40,0.2,,,,,,,2023-02-17 04:40:00+00:00
2023-02-17 04:50:00+00:00,40,0.1,,,,,,,2023-02-17 04:50:00+00:00
2023-02-17 05:00:00+00:00,40,0.0,0.9,4.5,139.0,1.1,94.0,0.0,2023-02-17 05:00:00+00:00
2023-02-17 05:10:00+00:00,40,0.1,,,,,,,2023-02-17 05:10:00+00:00
2023-02-17 05:20:00+00:00,40,0.1,,,,,,,2023-02-17 05:20:00+00:00
2023-02-17 05:30:00+00:00,41,0.1,,,,,,,2023-02-17 05:30:00+00:00
2023-02-17 05:40:00+00:00,41,0.1,,,,,,,2023-02-17 05:40:00+00:00
2023-02-17 05:50:00+00:00,41,0.1,,,,,,,2023-02-17 05:50:00+00:00
2023-02-17 06:00:00+00:00,41,0.1,1.2,4.4,142.0,1.1,94.0,0.4,2023-02-17 06:00:00+00:00
2023-02-17 06:10:00+00:00,41,0.2,,,,,,,2023-02-17 06:10:00+00:00
2023-02-17 06:20:00+00:00,41,0.2,,,,,,,2023-02-17 06:20:00+00:00
2023-02-17 06:30:00+00:00,41,0.1,,,,,,,2023-02-17 06:30:00+00:00
2023-02-17 06:40:00+00:00,41,0.1,,,,,,,2023-02-17 06:40:00+00:00
2023-02-17 06:50:00+00:00,41,0.1,,,,,,,2023-02-17 06:50:00+00:00
2023-02-17 07:00:00+00:00,41,0.1,1.2,5.2,145.0,3.8,93.0,0.2,2023-02-17 07:00:00+00:00
2023-02-17 07:10:00+00:00,41,0.1,,,,,,,2023-02-17 07:10:00+00:00
2023-02-17 07:20:00+00:00,41,0.1,,,,,,,2023-02-17 07:20:00+00:00
2023-02-17 07:30:00+00:00,41,0.2,,,,,,,2023-02-17 07:30:00+00:00
2023-02-17 07:40:00+00:00,41,0.3,,,,,,,2023-02-17 07:40:00+00:00
2023-02-17 07:50:00+00:00,41,0.4,,,,,,,2023-02-17 07:50:00+00:00
2023-02-17 08:00:00+00:00,41,0.3,2.0,5.4,145.0,2.8,92.0,0.9,2023-02-17 08:00:00+00:00
2023-02-17 08:10:00+00:00,41,0.3,,,,,,,2023-02-17 08:10:00+00:00
2023-02-17 08:20:00+00:00,41,0.3,,,,,,,2023-02-17 08:20:00+00:00
