referenceTime,air_temperature,wind_speed,wind_from_direction,surface_snow_thickness,sum(precipitation_amount PT1H),relative_humidity,surface_temperature,dew_point_temperature,time
2024-01-22 03:00:00+00:00,4.4,3.8,159.0,66,7.0,97.0,1.1,3.9,2024-01-22 03:00:00+00:00
2024-01-22 03:10:00+00:00,,,,65,,,1.1,,2024-01-22 03:10:00+00:00
2024-01-22 03:20:00+00:00,,,,65,,,1.1,,2024-01-22 03:20:00+00:00
2024-01-22 03:30:00+00:00,,,,64,,,1.1,,2024-01-22 03:30:00+00:00
2024-01-22 03:40:00+00:00,,,,64,,,1.0,,2024-01-22 03:40:00+00:00
2024-01-22 03:50:00+00:00,,,,64,,,1.1,,2024-01-22 03:50:00+00:00
2024-01-22 04:00:00+00:00,4.1,2.7,158.0,63,5.2,97.0,1.1,3.8,2024-01-22 04:00:00+00:00
2024-01-22 04:10:00+00:00,,,,63,,,1.0,,2024-01-22 04:10:00+00:00
2024-01-22 04:20:00+00:00,,,,63,,,1.1,,2024-01-22 04:20:00+00:00
2024-01-22 04:30:00+00:00,,,,63,,,1.0,,2024-01-22 04:30:00+00:00
2024-01-22 04:40:00+00:00,,,,63,,,1.0,,2024-01-22 04:40:00+00:00
2024-01-22 04:50:00+00:00,,,,62,,,1.1,,2024-01-22 04:50:00+00:00
2024-01-22 05:00:00+00:00,3.9,3.3,194.0,62,6.0,91.0,0.9,2.7,2024-01-22 05:00:00+00:00
2024-01-22 05:10:00+00:00,,,,62,,,0.9,,2024-01-22 05:10:00+00:00
2024-01-22 05:20:00+00:00,,,,62,,,1.0,,2024-01-22 05:20:00+00:00
2024-01-22 05:30:00+00:00,,,,62,,,0.9,,2024-01-22 05:30:00+00:00
2024-01-22 05:40:00+00:00,,,,62,,,0.8,,2024-01-22 05:40:00+00:00
2024-01-22 05:50:00+00:00,,,,62,,,0.7,,2024-01-22 05:50:00+00:00
2024-01-22 06:00:00+00:00,3.1,2.2,163.0,61,3.2,95.0,0.8,2.3,2024-01-22 06:00:00+00:00
2024-01-22 06:10:00+00:00,,,,61,,,0.8,,2024-01-22 06:10:00+00:00
2024-01-22 06:20:00+00:00,,,,61,,,0.7,,2024-01-22 06:20:00+00:00
2024-01-22 06:30:00+00:00,,,,61,,,0.7,,2024-01-22 06:30:00+00:00
2024-01-22 06:40:00+00:00,,,,61,,,0.6,,2024-01-22 06:40:00+00:00
2024-01-22 06:50:00+00:00,,,,61,,,0.5,,2024-01-22 06:50:00+00:00
2024-01-22 07:00:00+00:00,2.3,4.1,154.0,61,5.0,96.0,0.6,1.7,2024-01-22 07:00:00+00:00
2024-01-22 07:10:00+00:00,,,,61,,,0.5,,2024-01-22 07:10:00+00:00
2024-01-22 07:20:00+00:00,,,,61,,,0.5,,2024-01-22 07:20:00+00:00
2024-01-22 07:30:00+00:00,,,,61,,,0.6,,2024-01-22 07:30:00+00:00
2024-01-22 07:40:00+00:00,,,,61,,,0.5,,2024-01-22 07:40:00+00:00
2024-01-22 07:50:00+00:00,,,,61,,,0.6,,2024-01-22 07:50:00+00:00
2024-01-22 08:00:00+00:00,2.4,2.0,119.0,60,5.4,92.0,0.6,1.3,2024-01-22 08:00:00+00:00
2024-01-22 08:10:00+00:00,,,,60,,,0.5,,2024-01-22 08:10:00+00:00
2024-01-22 08:20:00+00:00,,,,60,,,0.5,,2024-01-22 08:20:00+00:00
2024-01-22 08:30:00+00:00,,,,60,,,0.4,,2024-01-22 08:30:00+00:00
2024-01-22 08:40:00+00:00,,,,60,,,0.4,,2024-01-22 08:40:00+00:00
2024-01-22 08:50:00+00:00,,,,60,,,0.3,,2024-01-22 08:50:00+00:00
2024-01-22 09:00:00+00:00,1.7,4.4,223.0,60,6.1,92.0,0.3,0.4,2024-01-22 09:00:00+00:00
2024-01-22 09:10:00+00:00,,,,60,,,0.1,,2024-01-22 09:10:00+00:00
2024-01-22 09:20:00+00:00,,,,60,,,0.3,,2024-01-22 09:20:00+00:00
