referenceTime,air_temperature,wind_speed,wind_from_direction,surface_snow_thickness,sum(precipitation_amount PT1H),relative_humidity,surface_temperature,dew_point_temperature,time
2025-01-25 03:00:00+00:00,0.8,3.5,219.0,11,7.7,91.0,0.0,-0.5,2025-01-25 03:00:00+00:00
2025-01-25 03:10:00+00:00,,,,11,,,0.0,,2025-01-25 03:10:00+00:00
2025-01-25 03:20:00+00:00,,,,10,,,0.0,,2025-01-25 03:20:00+00:00
2025-01-25 03:30:00+00:00,,,,11,,,0.0,,2025-01-25 03:30:00+00:00
2025-01-25 03:40:00+00:00,,,,11,,,0.0,,2025-01-25 03:40:00+00:00
2025-01-25 03:50:00+00:00,,,,11,,,0.0,,2025-01-25 03:50:00+00:00
2025-01-25 04:00:00+00:00,0.6,2.3,163.0,11,4.5,93.0,0.0,-0.2,2025-01-25 04:00:00+00:00
2025-01-25 04:10:00+00:00,,,,11,,,0.0,,2025-01-25 04:10:00+00:00
2025-01-25 04:20:00+00:00,,,,12,,,0.0,,2025-01-25 04:20:00+00:00
2025-01-25 04:30:00+00:00,,,,12,,,-0.1,,2025-01-25 04:30:00+00:00
2025-01-25 04:40:00+00:00,,,,12,,,-0.1,,2025-01-25 04:40:00+00:00
2025-01-25 04:50:00+00:00,,,,13,,,-0.1,,2025-01-25 04:50:00+00:00
2025-01-25 05:00:00+00:00,0.4,1.9,171.0,13,5.7,95.0,-0.1,-0.2,2025-01-25 05:00:00+00:00
2025-01-25 05:10:00+00:00,,,,14,,,-0.1,,2025-01-25 05:10:00+00:00
2025-01-25 05:20:00+00:00,,,,14,,,0.0,,2025-01-25 05:20:00+00:00
2025-01-25 05:30:00+00:00,,,,15,,,-0.1,,2025-01-25 05:30:00+00:00
2025-01-25 05:40:00+00:00,,,,15,,,-0.1,,2025-01-25 05:40:00+00:00
2025-01-25 05:50:00+00:00,,,,15,,,-0.1,,2025-01-25 05:50:00+00:00
2025-01-25 06:00:00+00:00,0.8,3.1,254.0,15,4.0,92.0,0.0,-0.2,2025-01-25 06:00:00+00:00
2025-01-25 06:10:00+00:00,,,,15,,,-0.1,,2025-01-25 06:10:00+00:00
2025-01-25 06:20:00+00:00,,,,16,,,0.0,,2025-01-25 06:20:00+00:00
2025-01-25 06:30:00+00:00,,,,16,,,0.0,,2025-01-25 06:30:00+00:00
2025-01-25 06:40:00+00:00,,,,16,,,0.0,,2025-01-25 06:40:00+00:00
2025-01-25 06:50:00+00:00,,,,16,,,0.0,,2025-01-25 06:50:00+00:00
2025-01-25 07:00:00+00:00,0.8,2.8,266.0,16,5.0,91.0,0.0,-0.5,2025-01-25 07:00:00+00:00
2025-01-25 07:10:00+00:00,,,,16,,,0.0,,2025-01-25 07:10:00+00:00
2025-01-25 07:20:00+00:00,,,,17,,,-0.1,,2025-01-25 07:20:00+00:00
2025-01-25 07:30:00+00:00,,,,17,,,0.0,,2025-01-25 07:30:00+00:00
2025-01-25 07:40:00+00:00,,,,17,,,0.0,,2025-01-25 07:40:00+00:00
2025-01-25 07:50:00+00:00,,,,17,,,0.0,,2025-01-25 07:50:00+00:00
2025-01-25 08:00:00+00:00,0.8,4.3,228.0,17,4.1,88.0,0.0,-0.9,2025-01-25 08:00:00+00:00
2025-01-25 08:10:00+00:00,,,,17,,,0.0,,2025-01-25 08:10:00+00:00
2025-01-25 08:20:00+00:00,,,,17,,,0.0,,2025-01-25 08:20:00+00:00
2025-01-25 08:30:00+00:00,,,,18,,,0.0,,2025-01-25 08:30:00+00:00
2025-01-25 08:40:00+00:00,,,,18,,,-0.1,,2025-01-25 08:40:00+00:00
2025-01-25 08:50:00+00:00,,,,17,,,0.0,,2025-01-25 08:50:00+00:00
2025-01-25 09:00:00+00:00,0.6,1.9,247.0,18,3.6,90.0,-0.1,-0.7,2025-01-25 09:00:00+00:00
2025-01-25 09:10:00+00:00,,,,18,,,0.0,,2025-01-25 09:10:00+00:00
2025-01-25 09:20:00+00:00,,,,18,,,0.0,,2025-01-25 09:20:00+00:00
2025-01-25 09:30:00+00:00,,,,18,,,-0.1,,2025-01-25 09:30:00+00:00
2025-01-25 09:40:00+00:00,,,,18,,,-0.1,,2025-01-25 09:40:00+00:00
2025-01-25 09:50:00+00:00,,,,18,,,0.0,,2025-01-25 09:50:00+00:00
2025-01-25 10:00:00+00:00,0.7,2.5,271.0,19,3.2,86.0,0.0,-1.4,2025-01-25 10:00:00+00:00
2025-01-25 10:10:00+00:00,,,,19,,,-0.1,,2025-01-25 10:10:00+00:00
2025-01-25 10:20:00+00:00,,,,19,,,-0.1,,2025-01-25 10:20:00+00:00
2025-01-25 10:30:00+00:00,,,,19,,,-0.1,,2025-01-25 10:30:00+00:00
2025-01-25 10:40:00+00:00,,,,19,,,-0.1,,2025-01-25 10:40:00+00:00
2025-01-25 10:50:00+00:00,,,,19,,,-0.1,,2025-01-25 10:50:00+00:00
2025-01-25 11:00:00+00:00,0.5,2.3,166.0,19,0.1,86.0,-0.2,-1.7,2025-01-25 11:00:00+00:00
2025-01-25 11:10:00+00:00,,,,19,,,-0.2,,2025-01-25 11:10:00+00:00
2025-01-25 11:20:00+00:00,,,,19,,,0.1,,2025-01-25 11:20:00+00:00
2025-01-25 11:30:00+00:00,,,,19,,,0.0,,2025-01-25 11:30:00+00:00
2025-01-25 11:40:00+00:00,,,,19,,,0.1,,2025-01-25 11:40:00+00:00
2025-01-25 11:50:00+00:00,,,,19,,,-0.1,,2025-01-25 11:50:00+00:00
2025-01-25 12:00:00+00:00,0.8,3.6,184.0,18,5.7,81.0,0.0,-1.9,2025-01-25 12:00:00+00:00
2025-01-25 12:10:00+00:00,,,,18,,,-0.1,,2025-01-25 12:10:00+00:00
2025-01-25 12:20:00+00:00,,,,18,,,-0.2,,2025-01-25 12:20:00+00:00
2025-01-25 12:30:00+00:00,,,,18,,,-0.3,,2025-01-25 12:30:00+00:00
2025-01-25 12:40:00+00:00,,,,18,,,-0.3,,2025-01-25 12:40:00+00:00
2025-01-25 12:50:00+00:00,,,,19,,,-0.2,,2025-01-25 12:50:00+00:00
2025-01-25 13:00:00+00:00,0.8,3.8,165.0,19,6.4,84.0,0.2,-1.4,2025-01-25 13:00:00+00:00
2025-01-25 13:10:00+00:00,,,,19,,,0.1,,2025-01-25 13:10:00+00:00
2025-01-25 13:20:00+00:00,,,,19,,,0.0,,2025-01-25 13:20:00+00:00
2025-01-25 13:30:00+00:00,,,,19,,,-0.5,,2025-01-25 13:30:00+00:00
2025-01-25 13:40:00+00:00,,,,19,,,-0.4,,2025-01-25 13:40:00+00:00
2025-01-25 13:50:00+00:00,,,,19,,,-0.4,,2025-01-25 13:50:00+00:00
2025-01-25 14:00:00+00:00,0.6,2.4,207.0,19,1.8,87.0,-0.2,-1.2,2025-01-25 14:00:00+00:00
2025-01-25 14:10:00+00:00,,,,19,,,-0.1,,2025-01-25 14:10:00+00:00
2025-01-25 14:20:00+00:00,,,,19,,,-0.2,,2025-01-25 14:20:00+00:00
2025-01-25 14:30:00+00:00,,,,20,,,-0.2,,2025-01-25 14:30:00+00:00
2025-01-25 14:40:00+00:00,,,,20,,,-0.2,,2025-01-25 14:40:00+00:00
2025-01-25 14:50:00+00:00,,,,20,,,-0.2,,2025-01-25 14:50:00+00:00
2025-01-25 15:00:00+00:00,0.4,3.4,195.0,20,1.7,91.0,-0.2,-0.9,2025-01-25 15:00:00+00:00
2025-01-25 15:10:00+00:00,,,,20,,,-0.2,,2025-01-25 15:10:00+00:00
2025-01-25 15:20:00+00:00,,,,20,,,-0.1,,2025-01-25 15:20:00+00:00
2025-01-25 15:30:00+00:00,,,,20,,,-0.1,,2025-01-25 15:30:00+00:00
2025-01-25 15:40:00+00:00,,,,20,,,-0.2,,2025-01-25 15:40:00+00:00
2025-01-25 15:50:00+00:00,,,,20,,,0.1,,2025-01-25 15:50:00+00:00
2025-01-25 16:00:00+00:00,0.3,3.9,167.0,20,0.9,94.0,0.0,-0.7,2025-01-25 16:00:00+00:00
2025-01-25 16:10:00+00:00,,,,21,,,-0.2,,2025-01-25 16:10:00+00:00
2025-01-25 16:20:00+00:00,,,,21,,,-0.3,,2025-01-25 16:20:00+00:00
2025-01-25 16:30:00+00:00,,,,22,,,-0.3,,2025-01-25 16:30:00+00:00
2025-01-25 16:40:00+00:00,,,,22,,,-0.3,,2025-01-25 16:40:00+00:00
2025-01-25 16:50:00+00:00,,,,22,,,-0.2,,2025-01-25 16:50:00+00:00
2025-01-25 17:00:00+00:00,-0.1,5.7,103.0,23,1.5,96.0,-0.3,-0.5,2025-01-25 17:00:00+00:00
2025-01-25 17:10:00+00:00,,,,23,,,-0.3,,2025-01-25 17:10:00+00:00
2025-01-25 17:20:00+00:00,,,,23,,,-0.1,,2025-01-25 17:20:00+00:00
2025-01-25 17:30:00+00:00,,,,23,,,-0.1,,2025-01-25 17:30:00+00:00
2025-01-25 17:40:00+00:00,,,,23,,,0.0,,2025-01-25 17:40:00+00:00
2025-01-25 17:50:00+00:00,,,,23,,,0.0,,2025-01-25 17:50:00+00:00
2025-01-25 18:00:00+00:00,0.2,5.1,88.0,23,1.8,96.0,-0.1,-0.2,2025-01-25 18:00:00+00:00
2025-01-25 18:10:00+00:00,,,,23,,,-0.2,,2025-01-25 18:10:00+00:00
2025-01-25 18:20:00+00:00,,,,23,,,-0.3,,2025-01-25 18:20:00+00:00
2025-01-25 18:30:00+00:00,,,,23,,,-0.3,,2025-01-25 18:30:00+00:00
2025-01-25 18:40:00+00:00,,,,23,,,-0.3,,2025-01-25 18:40:00+00:00
2025-01-25 18:50:00+00:00,,,,23,,,-0.2,,2025-01-25 18:50:00+00:00
2025-01-25 19:00:00+00:00,0.2,4.9,99.0,23,1.1,93.0,-0.2,-0.7,2025-01-25 19:00:00+00:00
2025-01-25 19:10:00+00:00,,,,23,,,-0.1,,2025-01-25 19:10:00+00:00
2025-01-25 19:20:00+00:00,,,,23,,,0.0,,2025-01-25 19:20:00+00:00
2025-01-25 19:30:00+00:00,,,,24,,,-0.1,,2025-01-25 19:30:00+00:00
2025-01-25 19:40:00+00:00,,,,24,,,-0.1,,2025-01-25 19:40:00+00:00
2025-01-25 19:50:00+00:00,,,,23,,,-0.1,,2025-01-25 19:50:00+00:00
2025-01-25 20:00:00+00:00,0.3,4.2,2.0,23,0.6,93.0,-0.1,-0.7,2025-01-25 20:00:00+00:00
2025-01-25 20:10:00+00:00,,,,23,,,-0.1,,2025-01-25 20:10:00+00:00
2025-01-25 20:20:00+00:00,,,,23,,,-0.2,,2025-01-25 20:20:00+00:00
2025-01-25 20:30:00+00:00,,,,23,,,-0.1,,2025-01-25 20:30:00+00:00
2025-01-25 20:40:00+00:00,,,,23,,,-0.2,,2025-01-25 20:40:00+00:00
2025-01-25 20:50:00+00:00,,,,23,,,-0.2,,2025-01-25 20:50:00+00:00
2025-01-25 21:00:00+00:00,0.5,3.1,83.0,23,0.1,91.0,-0.2,-0.9,2025-01-25 21:00:00+00:00
2025-01-25 21:10:00+00:00,,,,23,,,-0.3,,2025-01-25 21:10:00+00:00
2025-01-25 21:20:00+00:00,,,,23,,,-0.3,,2025-01-25 21:20:00+00:00
2025-01-25 21:30:00+00:00,,,,23,,,-0.4,,2025-01-25 21:30:00+00:00
2025-01-25 21:40:00+00:00,,,,24,,,-0.4,,2025-01-25 21:40:00+00:00
2025-01-25 21:50:00+00:00,,,,24,,,-0.5,,2025-01-25 21:50:00+00:00
2025-01-25 22:00:00+00:00,0.1,3.8,113.0,24,0.9,89.0,-0.5,-1.4,2025-01-25 22:00:00+00:00
2025-01-25 22:10:00+00:00,,,,24,,,-0.5,,2025-01-25 22:10:00+00:00
2025-01-25 22:20:00+00:00,,,,24,,,-0.4,,2025-01-25 22:20:00+00:00
2025-01-25 22:30:00+00:00,,,,24,,,-0.4,,2025-01-25 22:30:00+00:00
2025-01-25 22:40:00+00:00,,,,23,,,-0.5,,2025-01-25 22:40:00+00:00
2025-01-25 22:50:00+00:00,,,,24,,,-0.7,,2025-01-25 22:50:00+00:00
