referenceTime,air_temperature,wind_speed,wind_from_direction,surface_snow_thickness,sum(precipitation_amount PT1H),relative_humidity,surface_temperature,dew_point_temperature,time
2023-01-18 11:00:00+00:00,-2.9,1.0,214.0,29,0.0,70.0,-8.4,-7.8,2023-01-18 11:00:00+00:00
2023-01-18 11:10:00+00:00,,,,29,,,-8.2,,2023-01-18 11:10:00+00:00
2023-01-18 11:20:00+00:00,,,,29,,,-7.4,,2023-01-18 11:20:00+00:00
2023-01-18 11:30:00+00:00,,,,29,,,-6.7,,2023-01-18 11:30:00+00:00
2023-01-18 11:40:00+00:00,,,,29,,,-7.8,,2023-01-18 11:40:00+00:00
2023-01-18 11:50:00+00:00,,,,29,,,-8.0,,2023-01-18 11:50:00+00:00
2023-01-18 12:00:00+00:00,-3.0,0.6,209.0,29,0.0,72.0,-8.3,-7.4,2023-01-18 12:00:00+00:00
2023-01-18 12:10:00+00:00,,,,29,,,-8.4,,2023-01-18 12:10:00+00:00
2023-01-18 12:20:00+00:00,,,,29,,,-8.6,,2023-01-18 12:20:00+00:00
2023-01-18 12:30:00+00:00,,,,29,,,-8.8,,2023-01-18 12:30:00+00:00
2023-01-18 12:40:00+00:00,,,,29,,,-7.2,,2023-01-18 12:40:00+00:00
2023-01-18 12:50:00+00:00,,,,29,,,-7.6,,2023-01-18 12:50:00+00:00
2023-01-18 13:00:00+00:00,-2.9,0.2,234.0,29,0.0,74.0,-8.8,-7.0,2023-01-18 13:00:00+00:00
2023-01-18 13:10:00+00:00,,,,29,,,-8.7,,2023-01-18 13:10:00+00:00
2023-01-18 13:20:00+00:00,,,,29,,,-8.8,,2023-01-18 13:20:00+00:00
2023-01-18 13:30:00+00:00,,,,29,,,-9.2,,2023-01-18 13:30:00+00:00
2023-01-18 13:40:00+00:00,,,,29,,,-9.6,,2023-01-18 13:40:00+00:00
2023-01-18 13:50:00+00:00,,,,29,,,-8.5,,2023-01-18 13:50:00+00:00
2023-01-18 14:00:00+00:00,-3.2,1.6,203.0,29,0.0,73.0,-8.1,-7.4,2023-01-18 14:00:00+00:00
2023-01-18 14:10:00+00:00,,,,29,,,-8.6,,2023-01-18 14:10:00+00:00
2023-01-18 14:20:00+00:00,,,,29,,,-8.8,,2023-01-18 14:20:00+00:00
