referenceTime,surface_snow_thickness,surface_temperature,air_temperature,wind_speed,wind_from_direction,sum(precipitation_amount PT1H),relative_humidity,dew_point_temperature,time
2024-02-12 11:20:00+00:00,62,-4.6,,,,,,,2024-02-12 11:20:00+00:00
2024-02-12 11:30:00+00:00,62,-4.6,,,,,,,2024-02-12 11:30:00+00:00
2024-02-12 11:40:00+00:00,62,-4.4,,,,,,,2024-02-12 11:40:00+00:00
2024-02-12 11:50:00+00:00,62,-4.7,,,,,,,2024-02-12 11:50:00+00:00
2024-02-12 12:00:00+00:00,62,-4.5,-4.4,9.4,147.0,0.2,84.0,-6.7,2024-02-12 12:00:00+00:00
2024-02-12 12:10:00+00:00,62,-4.6,,,,,,,2024-02-12 12:10:00+00:00
2024-02-12 12:20:00+00:00,62,-4.7,,,,,,,2024-02-12 12:20:00+00:00
2024-02-12 12:30:00+00:00,62,-4.5,,,,,,,2024-02-12 12:30:00+00:00
2024-02-12 12:40:00+00:00,62,-4.7,,,,,,,2024-02-12 12:40:00+00:00
2024-02-12 12:50:00+00:00,62,-4.5,,,,,,,2024-02-12 12:50:00+00:00
2024-02-12 13:00:00+00:00,62,-4.6,-4.5,9.7,151.0,0.0,83.0,-6.7,2024-02-12 13:00:00+00:00
2024-02-12 13:10:00+00:00,62,-4.6,,,,,,,2024-02-12 13:10:00+00:00
2024-02-12 13:20:00+00:00,62,-4.7,,,,,,,2024-02-12 13:20:00+00:00
2024-02-12 13:30:00+00:00,62,-4.8,,,,,,,2024-02-12 13:30:00+00:00
2024-02-12 13:40:00+00:00,62,-4.7,,,,,,,2024-02-12 13:40:00+00:00
2024-02-12 13:50:00+00:00,62,-4.7,,,,,,,2024-02-12 13:50:00+00:00
2024-02-12 14:00:00+00:00,62,-4.9,-4.5,9.1,145.0,0.1,79.0,-7.4,2024-02-12 14:00:00+00:00
2024-02-12 14:10:00+00:00,62,-4.9,,,,,,,2024-02-12 14:10:00+00:00
2024-02-12 14:20:00+00:00,62,-5.0,,,,,,,2024-02-12 14:20:00+00:00
2024-02-12 14:30:00+00:00,62,-5.1,,,,,,,2024-02-12 14:30:00+00:00
2024-02-12 14:40:00+00:00,62,-5.1,,,,,,,2024-02-12 14:40:00+00:00
2024-02-12 14:50:00+00:00,62,-5.2,,,,,,,2024-02-12 14:50:00+00:00
2024-02-12 15:00:00+00:00,62,-5.3,-4.9,9.6,156.0,0.1,79.0,-8.1,2024-02-12 15:00:00+00:00
2024-02-12 15:10:00+00:00,63,-5.3,,,,,,,2024-02-12 15:10:00+00:00
2024-02-12 15:20:00+00:00,63,-5.4,,,,,,,2024-02-12 15:20:00+00:00
2024-02-12 15:30:00+00:00,62,-5.4,,,,,,,2024-02-12 15:30:00+00:00
2024-02-12 15:40:00+00:00,62,-5.4,,,,,,,2024-02-12 15:40:00+00:00
2024-02-12 15:50:00+00:00,62,-5.5,,,,,,,2024-02-12 15:50:00+00:00
2024-02-12 16:00:00+00:00,65,-5.6,-5.0,9.5,157.0,0.0,77.0,-8.5,2024-02-12 16:00:00+00:00
2024-02-12 16:10:00+00:00,62,-5.6,,,,,,,2024-02-12 16:10:00+00:00
2024-02-12 16:20:00+00:00,62,-5.7,,,,,,,2024-02-12 16:20:00+00:00
2024-02-12 16:30:00+00:00,62,-5.8,,,,,,,2024-02-12 16:30:00+00:00
2024-02-12 16:40:00+00:00,62,-5.7,,,,,,,2024-02-12 16:40:00+00:00
2024-02-12 16:50:00+00:00,62,-5.8,,,,,,,2024-02-12 16:50:00+00:00
2024-02-12 17:00:00+00:00,62,-5.7,-5.0,9.1,168.0,0.0,75.0,-8.5,2024-02-12 17:00:00+00:00
2024-02-12 17:10:00+00:00,62,-5.8,,,,,,,2024-02-12 17:10:00+00:00
2024-02-12 17:20:00+00:00,62,-5.9,,,,,,,2024-02-12 17:20:00+00:00
2024-02-12 17:30:00+00:00,62,-5.9,,,,,,,2024-02-12 17:30:00+00:00
2024-02-12 17:40:00+00:00,62,-5.8,,,,,,,2024-02-12 17:40:00+00:00
2024-02-12 17:50:00+00:00,62,-5.7,,,,,,,2024-02-12 17:50:00+00:00
2024-02-12 18:00:00+00:00,62,-5.7,-4.9,8.9,171.0,0.0,75.0,-8.5,2024-02-12 18:00:00+00:00
2024-02-12 18:10:00+00:00,62,-5.6,,,,,,,2024-02-12 18:10:00+00:00
2024-02-12 18:20:00+00:00,62,-5.6,,,,,,,2024-02-12 18:20:00+00:00
2024-02-12 18:30:00+00:00,62,-5.7,,,,,,,2024-02-12 18:30:00+00:00
2024-02-12 18:40:00+00:00,62,-5.7,,,,,,,2024-02-12 18:40:00+00:00
2024-02-12 18:50:00+00:00,62,-5.6,,,,,,,2024-02-12 18:50:00+00:00
2024-02-12 19:00:00+00:00,62,-5.4,-4.4,7.0,182.0,0.0,72.0,-8.5,2024-02-12 19:00:00+00:00
2024-02-12 19:10:00+00:00,62,-5.4,,,,,,,2024-02-12 19:10:00+00:00
2024-02-12 19:20:00+00:00,62,-5.2,,,,,,,2024-02-12 19:20:00+00:00
2024-02-12 19:30:00+00:00,62,-5.2,,,,,,,2024-02-12 19:30:00+00:00
2024-02-12 19:40:00+00:00,62,-5.3,,,,,,,2024-02-12 19:40:00+00:00
2024-02-12 19:50:00+00:00,62,-5.1,,,,,,,2024-02-12 19:50:00+00:00
2024-02-12 20:00:00+00:00,62,-5.2,-4.2,7.9,169.0,0.0,70.0,-8.5,2024-02-12 20:00:00+00:00
2024-02-12 20:10:00+00:00,62,-5.1,,,,,,,2024-02-12 20:10:00+00:00
2024-02-12 20:20:00+00:00,62,-5.1,,,,,,,2024-02-12 20:20:00+00:00
2024-02-12 20:30:00+00:00,62,-4.9,,,,,,,2024-02-12 20:30:00+00:00
2024-02-12 20:40:00+00:00,62,-4.9,,,,,,,2024-02-12 20:40:00+00:00
2024-02-12 20:50:00+00:00,62,-4.9,,,,,,,2024-02-12 20:50:00+00:00
2024-02-12 21:00:00+00:00,62,-4.7,-3.6,5.9,168.0,0.0,72.0,-7.8,2024-02-12 21:00:00+00:00
2024-02-12 21:10:00+00:00,62,-4.8,,,,,,,2024-02-12 21:10:00+00:00
2024-02-12 21:20:00+00:00,62,-4.8,,,,,,,2024-02-12 21:20:00+00:00
2024-02-12 21:30:00+00:00,62,-4.8,,,,,,,2024-02-12 21:30:00+00:00
2024-02-12 21:40:00+00:00,62,-4.7,,,,,,,2024-02-12 21:40:00+00:00
2024-02-12 21:50:00+00:00,62,-4.5,,,,,,,2024-02-12 21:50:00+00:00
2024-02-12 22:00:00+00:00,62,-4.4,-3.3,5.0,171.0,0.0,78.0,-6.7,2024-02-12 22:00:00+00:00
2024-02-12 22:10:00+00:00,62,-4.5,,,,,,,2024-02-12 22:10:00+00:00
2024-02-12 22:20:00+00:00,62,-4.7,,,,,,,2024-02-12 22:20:00+00:00
2024-02-12 22:30:00+00:00,62,-4.6,,,,,,,2024-02-12 22:30:00+00:00
2024-02-12 22:40:00+00:00,62,-4.5,,,,,,,2024-02-12 22:40:00+00:00
2024-02-12 22:50:00+00:00,62,-4.4,,,,,,,2024-02-12 22:50:00+00:00
2024-02-12 23:00:00+00:00,62,-4.3,-3.2,4.5,172.0,0.0,76.0,-7.0,2024-02-12 23:00:00+00:00
2024-02-12 23:10:00+00:00,62,-4.3,,,,,,,2024-02-12 23:10:00+00:00
2024-02-12 23:20:00+00:00,62,-4.4,,,,,,,2024-02-12 23:20:00+00:00
2024-02-12 23:30:00+00:00,62,-4.3,,,,,,,2024-02-12 23:30:00+00:00
2024-02-12 23:40:00+00:00,62,-4.3,,,,,,,2024-02-12 23:40:00+00:00
2024-02-12 23:50:00+00:00,62,-4.2,,,,,,,2024-02-12 23:50:00+00:00
2024-02-13 00:00:00+00:00,62,-4.2,-3.1,5.5,149.0,0.0,74.0,-7.0,2024-02-13 00:00:00+00:00
2024-02-13 00:10:00+00:00,62,-4.0,,,,,,,2024-02-13 00:10:00+00:00
2024-02-13 00:20:00+00:00,62,-3.9,,,,,,,2024-02-13 00:20:00+00:00
2024-02-13 00:30:00+00:00,62,-3.9,,,,,,,2024-02-13 00:30:00+00:00
2024-02-13 00:40:00+00:00,62,-3.9,,,,,,,2024-02-13 00:40:00+00:00
2024-02-13 00:50:00+00:00,62,-3.7,,,,,,,2024-02-13 00:50:00+00:00
2024-02-13 01:00:00+00:00,61,-3.7,-3.0,4.0,178.0,0.0,80.0,-6.0,2024-02-13 01:00:00+00:00
2024-02-13 01:10:00+00:00,61,-3.7,,,,,,,2024-02-13 01:10:00+00:00
2024-02-13 01:20:00+00:00,61,-3.4,,,,,,,2024-02-13 01:20:00+00:00
2024-02-13 01:30:00+00:00,61,-3.4,,,,,,,2024-02-13 01:30:00+00:00
2024-02-13 01:40:00+00:00,61,-3.4,,,,,,,2024-02-13 01:40:00+00:00
2024-02-13 01:50:00+00:00,61,-3.5,,,,,,,2024-02-13 01:50:00+00:00
2024-02-13 02:00:00+00:00,61,-3.4,-2.7,5.9,165.0,0.0,81.0,-5.3,2024-02-13 02:00:00+00:00
2024-02-13 02:10:00+00:00,61,-3.5,,,,,,,2024-02-13 02:10:00+00:00
2024-02-13 02:20:00+00:00,61,-3.5,,,,,,,2024-02-13 02:20:00+00:00
2024-02-13 02:30:00+00:00,61,-3.5,,,,,,,2024-02-13 02:30:00+00:00
2024-02-13 02:40:00+00:00,62,-3.4,,,,,,,2024-02-13 02:40:00+00:00
2024-02-13 02:50:00+00:00,61,-3.4,,,,,,,2024-02-13 02:50:00+00:00
2024-02-13 03:00:00+00:00,61,-3.3,-2.6,3.9,173.0,0.4,86.0,-4.7,2024-02-13 03:00:00+00:00
2024-02-13 03:10:00+00:00,61,-3.4,,,,,,,2024-02-13 03:10:00+00:00
2024-02-13 03:20:00+00:00,61,-3.7,,,,,,,2024-02-13 03:20:00+00:00
2024-02-13 03:30:00+00:00,61,-4.5,,,,,,,2024-02-13 03:30:00+00:00
2024-02-13 03:40:00+00:00,61,-4.2,,,,,,,2024-02-13 03:40:00+00:00
2024-02-13 03:50:00+00:00,61,-3.6,,,,,,,2024-02-13 03:50:00+00:00
2024-02-13 04:00:00+00:00,61,-3.4,-1.9,4.0,176.0,0.0,80.0,-5.0,2024-02-13 04:00:00+00:00
2024-02-13 04:10:00+00:00,61,-3.2,,,,,,,2024-02-13 04:10:00+00:00
2024-02-13 04:20:00+00:00,61,-3.1,,,,,,,2024-02-13 04:20:00+00:00
2024-02-13 04:30:00+00:00,61,-3.0,,,,,,,2024-02-13 04:30:00+00:00
2024-02-13 04:40:00+00:00,61,-3.1,,,,,,,2024-02-13 04:40:00+00:00
2024-02-13 04:50:00+00:00,61,-3.1,,,,,,,2024-02-13 04:50:00+00:00
2024-02-13 05:00:00+00:00,61,-3.2,-1.7,6.7,146.0,0.0,75.0,-5.3,2024-02-13 05:00:00+00:00
2024-02-13 05:10:00+00:00,61,-3.9,,,,,,,2024-02-13 05:10:00+00:00
2024-02-13 05:20:00+00:00,61,-4.6,,,,,,,2024-02-13 05:20:00+00:00
2024-02-13 05:30:00+00:00,62,-5.1,,,,,,,2024-02-13 05:30:00+00:00
2024-02-13 05:40:00+00:00,61,-4.3,,,,,,,2024-02-13 05:40:00+00:00
2024-02-13 05:50:00+00:00,61,-4.1,,,,,,,2024-02-13 05:50:00+00:00
2024-02-13 06:00:00+00:00,61,-3.7,-2.2,6.6,175.0,0.0,75.0,-6.0,2024-02-13 06:00:00+00:00
2024-02-13 06:10:00+00:00,61,-3.5,,,,,,,2024-02-13 06:10:00+00:00
2024-02-13 06:20:00+00:00,61,-3.4,,,,,,,2024-02-13 06:20:00+00:00
