referenceTime,air_temperature,wind_speed,wind_from_direction,surface_snow_thickness,sum(precipitation_amount PT1H),relative_humidity,surface_temperature,dew_point_temperature,time
2022-12-26 12:00:00+00:00,-0.8,1.7,345.0,8,2.2,95.0,-0.8,-1.4,2022-12-26 12:00:00+00:00
2022-12-26 12:10:00+00:00,,,,9,,,-0.9,,2022-12-26 12:10:00+00:00
2022-12-26 12:20:00+00:00,,,,10,,,-1.6,,2022-12-26 12:20:00+00:00
2022-12-26 12:30:00+00:00,,,,10,,,-1.7,,2022-12-26 12:30:00+00:00
2022-12-26 12:40:00+00:00,,,,11,,,-1.8,,2022-12-26 12:40:00+00:00
2022-12-26 12:50:00+00:00,,,,11,,,-1.8,,2022-12-26 12:50:00+00:00
2022-12-26 13:00:00+00:00,-1.9,0.0,0.0,12,1.6,97.0,-1.9,-2.4,2022-12-26 13:00:00+00:00
2022-12-26 13:10:00+00:00,,,,13,,,-2.0,,2022-12-26 13:10:00+00:00
2022-12-26 13:20:00+00:00,,,,13,,,-2.0,,2022-12-26 13:20:00+00:00
2022-12-26 13:30:00+00:00,,,,13,,,-2.1,,2022-12-26 13:30:00+00:00
2022-12-26 13:40:00+00:00,,,,13,,,-2.4,,2022-12-26 13:40:00+00:00
2022-12-26 13:50:00+00:00,,,,13,,,-3.1,,2022-12-26 13:50:00+00:00
2022-12-26 14:00:00+00:00,-2.1,0.0,0.0,13,1.2,95.0,-3.1,-3.0,2022-12-26 14:00:00+00:00
2022-12-26 14:10:00+00:00,,,,13,,,-2.5,,2022-12-26 14:10:00+00:00
2022-12-26 14:20:00+00:00,,,,13,,,-2.6,,2022-12-26 14:20:00+00:00
2022-12-26 14:30:00+00:00,,,,13,,,-2.5,,2022-12-26 14:30:00+00:00
2022-12-26 14:40:00+00:00,,,,13,,,-3.7,,2022-12-26 14:40:00+00:00
2022-12-26 14:50:00+00:00,,,,13,,,-3.3,,2022-12-26 14:50:00+00:00
2022-12-26 15:00:00+00:00,-2.1,0.0,0.0,13,0.1,95.0,-2.5,-3.0,2022-12-26 15:00:00+00:00
2022-12-26 15:10:00+00:00,,,,13,,,-2.6,,2022-12-26 15:10:00+00:00
2022-12-26 15:20:00+00:00,,,,13,,,-2.5,,2022-12-26 15:20:00+00:00
2022-12-26 15:30:00+00:00,,,,13,,,-2.1,,2022-12-26 15:30:00+00:00
2022-12-26 15:40:00+00:00,,,,14,,,-2.1,,2022-12-26 15:40:00+00:00
2022-12-26 15:50:00+00:00,,,,14,,,-1.7,,2022-12-26 15:50:00+00:00
2022-12-26 16:00:00+00:00,-1.4,0.0,0.0,14,0.4,94.0,-1.6,-2.2,2022-12-26 16:00:00+00:00
2022-12-26 16:10:00+00:00,,,,14,,,-1.8,,2022-12-26 16:10:00+00:00
2022-12-26 16:20:00+00:00,,,,14,,,-2.0,,2022-12-26 16:20:00+00:00
2022-12-26 16:30:00+00:00,,,,14,,,-1.8,,2022-12-26 16:30:00+00:00
2022-12-26 16:40:00+00:00,,,,14,,,-1.6,,2022-12-26 16:40:00+00:00
2022-12-26 16:50:00+00:00,,,,15,,,-1.8,,2022-12-26 16:50:00+00:00
2022-12-26 17:00:00+00:00,-1.4,0.0,0.0,15,1.2,93.0,-3.1,-2.4,2022-12-26 17:00:00+00:00
2022-12-26 17:10:00+00:00,,,,15,,,-2.6,,2022-12-26 17:10:00+00:00
2022-12-26 17:20:00+00:00,,,,15,,,-3.6,,2022-12-26 17:20:00+00:00
2022-12-26 17:30:00+00:00,,,,15,,,-2.6,,2022-12-26 17:30:00+00:00
2022-12-26 17:40:00+00:00,,,,15,,,-4.0,,2022-12-26 17:40:00+00:00
2022-12-26 17:50:00+00:00,,,,15,,,-2.1,,2022-12-26 17:50:00+00:00
2022-12-26 18:00:00+00:00,-0.9,0.0,0.0,15,0.1,89.0,-1.8,-2.4,2022-12-26 18:00:00+00:00
2022-12-26 18:10:00+00:00,,,,15,,,-1.6,,2022-12-26 18:10:00+00:00
2022-12-26 18:20:00+00:00,,,,15,,,-0.8,,2022-12-26 18:20:00+00:00
2022-12-26 18:30:00+00:00,,,,15,,,-1.2,,2022-12-26 18:30:00+00:00
2022-12-26 18:40:00+00:00,,,,15,,,-1.3,,2022-12-26 18:40:00+00:00
2022-12-26 18:50:00+00:00,,,,15,,,-1.4,,2022-12-26 18:50:00+00:00
2022-12-26 19:00:00+00:00,-0.8,0.0,0.0,15,0.7,93.0,-1.2,-1.7,2022-12-26 19:00:00+00:00
2022-12-26 19:10:00+00:00,,,,15,,,-1.4,,2022-12-26 19:10:00+00:00
2022-12-26 19:20:00+00:00,,,,16,,,-1.5,,2022-12-26 19:20:00+00:00
2022-12-26 19:30:00+00:00,,,,16,,,-1.6,,2022-12-26 19:30:00+00:00
2022-12-26 19:40:00+00:00,,,,16,,,-1.6,,2022-12-26 19:40:00+00:00
