referenceTime,air_temperature,wind_speed,wind_from_direction,surface_snow_thickness,sum(precipitation_amount PT1H),relative_humidity,surface_temperature,dew_point_temperature,time
2022-12-28 00:00:00+00:00,-3.3,6.4,113.0,20,0.0,69.0,-5.3,-8.1,2022-12-28 00:00:00+00:00
2022-12-28 00:10:00+00:00,,,,20,,,-5.2,,2022-12-28 00:10:00+00:00
2022-12-28 00:20:00+00:00,,,,20,,,-5.5,,2022-12-28 00:20:00+00:00
2022-12-28 00:30:00+00:00,,,,19,,,-5.0,,2022-12-28 00:30:00+00:00
2022-12-28 00:40:00+00:00,,,,19,,,-4.6,,2022-12-28 00:40:00+00:00
2022-12-28 00:50:00+00:00,,,,19,,,-4.1,,2022-12-28 00:50:00+00:00
2022-12-28 01:00:00+00:00,-2.0,10.1,118.0,18,0.0,61.0,-4.2,-8.5,2022-12-28 01:00:00+00:00
2022-12-28 01:10:00+00:00,,,,18,,,-4.4,,2022-12-28 01:10:00+00:00
2022-12-28 01:20:00+00:00,,,,17,,,-4.4,,2022-12-28 01:20:00+00:00
2022-12-28 01:30:00+00:00,,,,17,,,-4.4,,2022-12-28 01:30:00+00:00
2022-12-28 01:40:00+00:00,,,,17,,,-4.4,,2022-12-28 01:40:00+00:00
2022-12-28 01:50:00+00:00,,,,17,,,-4.4,,2022-12-28 01:50:00+00:00
2022-12-28 02:00:00+00:00,-3.2,7.3,122.0,17,0.0,72.0,-4.5,-7.4,2022-12-28 02:00:00+00:00
2022-12-28 02:10:00+00:00,,,,17,,,-4.2,,2022-12-28 02:10:00+00:00
2022-12-28 02:20:00+00:00,,,,17,,,-3.8,,2022-12-28 02:20:00+00:00
2022-12-28 02:30:00+00:00,,,,17,,,-3.8,,2022-12-28 02:30:00+00:00
2022-12-28 02:40:00+00:00,,,,17,,,-3.5,,2022-12-28 02:40:00+00:00
2022-12-28 02:50:00+00:00,,,,17,,,-3.6,,2022-12-28 02:50:00+00:00
2022-12-28 03:00:00+00:00,-2.8,9.6,126.0,17,0.0,75.0,-3.9,-6.3,2022-12-28 03:00:00+00:00
2022-12-28 03:10:00+00:00,,,,17,,,-3.9,,2022-12-28 03:10:00+00:00
2022-12-28 03:20:00+00:00,,,,16,,,-4.0,,2022-12-28 03:20:00+00:00
2022-12-28 03:30:00+00:00,,,,16,,,-3.9,,2022-12-28 03:30:00+00:00
2022-12-28 03:40:00+00:00,,,,16,,,-3.9,,2022-12-28 03:40:00+00:00
2022-12-28 03:50:00+00:00,,,,16,,,-4.1,,2022-12-28 03:50:00+00:00
