referenceTime,air_temperature,wind_speed,wind_from_direction,surface_snow_thickness,sum(precipitation_amount PT1H),relative_humidity,surface_temperature,dew_point_temperature,time
2023-01-16 01:00:00+00:00,-2.0,1.9,316.0,27,0.3,93.0,-2.8,-3.0,2023-01-16 01:00:00+00:00
2023-01-16 01:10:00+00:00,,,,27,,,-5.1,,2023-01-16 01:10:00+00:00
2023-01-16 01:20:00+00:00,,,,27,,,-3.5,,2023-01-16 01:20:00+00:00
2023-01-16 01:30:00+00:00,,,,27,,,-3.9,,2023-01-16 01:30:00+00:00
2023-01-16 01:40:00+00:00,,,,27,,,-4.0,,2023-01-16 01:40:00+00:00
2023-01-16 01:50:00+00:00,,,,27,,,-4.5,,2023-01-16 01:50:00+00:00
2023-01-16 02:00:00+00:00,-2.3,1.3,338.0,27,0.0,92.0,-3.7,-3.3,2023-01-16 02:00:00+00:00
2023-01-16 02:10:00+00:00,,,,27,,,-3.8,,2023-01-16 02:10:00+00:00
2023-01-16 02:20:00+00:00,,,,27,,,-5.6,,2023-01-16 02:20:00+00:00
2023-01-16 02:30:00+00:00,,,,27,,,-4.9,,2023-01-16 02:30:00+00:00
2023-01-16 02:40:00+00:00,,,,27,,,-6.6,,2023-01-16 02:40:00+00:00
2023-01-16 02:50:00+00:00,,,,27,,,-9.0,,2023-01-16 02:50:00+00:00
2023-01-16 03:00:00+00:00,-3.0,0.1,234.0,27,0.0,92.0,-8.6,-4.1,2023-01-16 03:00:00+00:00
2023-01-16 03:10:00+00:00,,,,27,,,-8.9,,2023-01-16 03:10:00+00:00
2023-01-16 03:20:00+00:00,,,,27,,,-10.0,,2023-01-16 03:20:00+00:00
2023-01-16 03:30:00+00:00,,,,27,,,-10.7,,2023-01-16 03:30:00+00:00
2023-01-16 03:40:00+00:00,,,,27,,,-10.5,,2023-01-16 03:40:00+00:00
2023-01-16 03:50:00+00:00,,,,27,,,-9.2,,2023-01-16 03:50:00+00:00
2023-01-16 04:00:00+00:00,-3.6,1.3,156.0,27,0.0,92.0,-7.3,-4.7,2023-01-16 04:00:00+00:00
2023-01-16 04:10:00+00:00,,,,27,,,-9.1,,2023-01-16 04:10:00+00:00
2023-01-16 04:20:00+00:00,,,,27,,,-9.5,,2023-01-16 04:20:00+00:00
2023-01-16 04:30:00+00:00,,,,27,,,-9.8,,2023-01-16 04:30:00+00:00
2023-01-16 04:40:00+00:00,,,,27,,,-10.6,,2023-01-16 04:40:00+00:00
2023-01-16 04:50:00+00:00,,,,27,,,-10.8,,2023-01-16 04:50:00+00:00
