referenceTime,air_temperature,wind_speed,wind_from_direction,surface_snow_thickness,sum(precipitation_amount PT1H),relative_humidity,surface_temperature,dew_point_temperature,time
2025-02-26 01:00:00+00:00,0.4,0.8,160.0,-1,1.7,98.0,0.0,0.2,2025-02-26 01:00:00+00:00
2025-02-26 01:10:00+00:00,,,,-1,,,0.1,,2025-02-26 01:10:00+00:00
2025-02-26 01:20:00+00:00,,,,-1,,,0.0,,2025-02-26 01:20:00+00:00
2025-02-26 01:30:00+00:00,,,,-1,,,0.1,,2025-02-26 01:30:00+00:00
2025-02-26 01:40:00+00:00,,,,-1,,,0.1,,2025-02-26 01:40:00+00:00
2025-02-26 01:50:00+00:00,,,,-1,,,0.1,,2025-02-26 01:50:00+00:00
2025-02-26 02:00:00+00:00,0.9,0.8,137.0,-1,1.3,99.0,0.1,0.6,2025-02-26 02:00:00+00:00
2025-02-26 02:10:00+00:00,,,,-1,,,0.1,,2025-02-26 02:10:00+00:00
2025-02-26 02:20:00+00:00,,,,-1,,,0.1,,2025-02-26 02:20:00+00:00
2025-02-26 02:30:00+00:00,,,,-1,,,0.1,,2025-02-26 02:30:00+00:00
2025-02-26 02:40:00+00:00,,,,-1,,,0.2,,2025-02-26 02:40:00+00:00
2025-02-26 02:50:00+00:00,,,,-1,,,0.3,,2025-02-26 02:50:00+00:00
2025-02-26 03:00:00+00:00,1.1,1.1,193.0,-1,0.5,99.0,0.3,0.9,2025-02-26 03:00:00+00:00
2025-02-26 03:10:00+00:00,,,,-1,,,0.3,,2025-02-26 03:10:00+00:00
2025-02-26 03:20:00+00:00,,,,-1,,,0.3,,2025-02-26 03:20:00+00:00
2025-02-26 03:30:00+00:00,,,,-1,,,0.3,,2025-02-26 03:30:00+00:00
2025-02-26 03:40:00+00:00,,,,-1,,,0.3,,2025-02-26 03:40:00+00:00
2025-02-26 03:50:00+00:00,,,,-1,,,0.3,,2025-02-26 03:50:00+00:00
2025-02-26 04:00:00+00:00,1.0,1.2,128.0,-1,0.0,99.0,0.3,0.9,2025-02-26 04:00:00+00:00
2025-02-26 04:10:00+00:00,,,,-1,,,0.3,,2025-02-26 04:10:00+00:00
2025-02-26 04:20:00+00:00,,,,-1,,,0.2,,2025-02-26 04:20:00+00:00
2025-02-26 04:30:00+00:00,,,,-1,,,0.2,,2025-02-26 04:30:00+00:00
2025-02-26 04:40:00+00:00,,,,-1,,,0.2,,2025-02-26 04:40:00+00:00
2025-02-26 04:50:00+00:00,,,,-1,,,0.2,,2025-02-26 04:50:00+00:00
2025-02-26 05:00:00+00:00,0.8,1.2,134.0,-1,0.1,99.0,0.2,0.6,2025-02-26 05:00:00+00:00
2025-02-26 05:10:00+00:00,,,,-1,,,0.1,,2025-02-26 05:10:00+00:00
2025-02-26 05:20:00+00:00,,,,-1,,,0.2,,2025-02-26 05:20:00+00:00
2025-02-26 05:30:00+00:00,,,,-1,,,0.1,,2025-02-26 05:30:00+00:00
2025-02-26 05:40:00+00:00,,,,-1,,,0.1,,2025-02-26 05:40:00+00:00
2025-02-26 05:50:00+00:00,,,,-1,,,0.1,,2025-02-26 05:50:00+00:00
2025-02-26 06:00:00+00:00,0.5,0.6,155.0,-1,0.8,99.0,0.1,0.2,2025-02-26 06:00:00+00:00
2025-02-26 06:10:00+00:00,,,,-1,,,0.2,,2025-02-26 06:10:00+00:00
2025-02-26 06:20:00+00:00,,,,-1,,,0.2,,2025-02-26 06:20:00+00:00
2025-02-26 06:30:00+00:00,,,,-1,,,0.2,,2025-02-26 06:30:00+00:00
2025-02-26 06:40:00+00:00,,,,-1,,,0.2,,2025-02-26 06:40:00+00:00
2025-02-26 06:50:00+00:00,,,,-1,,,0.2,,2025-02-26 06:50:00+00:00
2025-02-26 07:00:00+00:00,0.7,1.6,145.0,-1,0.1,99.0,0.2,0.4,2025-02-26 07:00:00+00:00
2025-02-26 07:10:00+00:00,,,,-1,,,0.2,,2025-02-26 07:10:00+00:00
2025-02-26 07:20:00+00:00,,,,-1,,,0.1,,2025-02-26 07:20:00+00:00
2025-02-26 07:30:00+00:00,,,,-1,,,0.0,,2025-02-26 07:30:00+00:00
2025-02-26 07:40:00+00:00,,,,-1,,,0.1,,2025-02-26 07:40:00+00:00
2025-02-26 07:50:00+00:00,,,,-1,,,0.1,,2025-02-26 07:50:00+00:00
2025-02-26 08:00:00+00:00,0.5,1.7,145.0,-1,1.0,98.0,0.1,0.2,2025-02-26 08:00:00+00:00
2025-02-26 08:10:00+00:00,,,,-1,,,0.2,,2025-02-26 08:10:00+00:00
2025-02-26 08:20:00+00:00,,,,-1,,,0.3,,2025-02-26 08:20:00+00:00
2025-02-26 08:30:00+00:00,,,,-1,,,0.4,,2025-02-26 08:30:00+00:00
2025-02-26 08:40:00+00:00,,,,-1,,,0.8,,2025-02-26 08:40:00+00:00
2025-02-26 08:50:00+00:00,,,,-1,,,0.9,,2025-02-26 08:50:00+00:00
2025-02-26 09:00:00+00:00,1.4,1.4,175.0,-1,0.0,95.0,0.8,0.9,2025-02-26 09:00:00+00:00
2025-02-26 09:10:00+00:00,,,,-1,,,0.9,,2025-02-26 09:10:00+00:00
2025-02-26 09:20:00+00:00,,,,-1,,,1.4,,2025-02-26 09:20:00+00:00
2025-02-26 09:30:00+00:00,,,,-1,,,1.1,,2025-02-26 09:30:00+00:00
2025-02-26 09:40:00+00:00,,,,-1,,,1.1,,2025-02-26 09:40:00+00:00
2025-02-26 09:50:00+00:00,,,,-1,,,1.0,,2025-02-26 09:50:00+00:00
2025-02-26 10:00:00+00:00,2.4,1.1,185.0,-1,0.0,85.0,1.0,0.2,2025-02-26 10:00:00+00:00
2025-02-26 10:10:00+00:00,,,,-1,,,1.1,,2025-02-26 10:10:00+00:00
2025-02-26 10:20:00+00:00,,,,-1,,,1.2,,2025-02-26 10:20:00+00:00
2025-02-26 10:30:00+00:00,,,,-1,,,1.3,,2025-02-26 10:30:00+00:00
2025-02-26 10:40:00+00:00,,,,-1,,,1.7,,2025-02-26 10:40:00+00:00
2025-02-26 10:50:00+00:00,,,,-1,,,1.9,,2025-02-26 10:50:00+00:00
2025-02-26 11:00:00+00:00,3.2,0.3,187.0,-1,0.0,79.0,1.7,0.0,2025-02-26 11:00:00+00:00
2025-02-26 11:10:00+00:00,,,,-1,,,1.4,,2025-02-26 11:10:00+00:00
2025-02-26 11:20:00+00:00,,,,-1,,,1.3,,2025-02-26 11:20:00+00:00
2025-02-26 11:30:00+00:00,,,,-1,,,1.5,,2025-02-26 11:30:00+00:00
2025-02-26 11:40:00+00:00,,,,-1,,,1.5,,2025-02-26 11:40:00+00:00
2025-02-26 11:50:00+00:00,,,,-1,,,1.6,,2025-02-26 11:50:00+00:00
2025-02-26 12:00:00+00:00,3.0,1.1,158.0,-1,0.0,81.0,1.7,0.2,2025-02-26 12:00:00+00:00
2025-02-26 12:10:00+00:00,,,,-1,,,1.4,,2025-02-26 12:10:00+00:00
2025-02-26 12:20:00+00:00,,,,-1,,,1.3,,2025-02-26 12:20:00+00:00
2025-02-26 12:30:00+00:00,,,,-1,,,1.2,,2025-02-26 12:30:00+00:00
2025-02-26 12:40:00+00:00,,,,-1,,,1.3,,2025-02-26 12:40:00+00:00
2025-02-26 12:50:00+00:00,,,,-1,,,1.5,,2025-02-26 12:50:00+00:00
2025-02-26 13:00:00+00:00,3.1,2.2,138.0,-1,0.0,74.0,1.2,-1.2,2025-02-26 13:00:00+00:00
2025-02-26 13:10:00+00:00,,,,-1,,,1.1,,2025-02-26 13:10:00+00:00
2025-02-26 13:20:00+00:00,,,,-1,,,1.1,,2025-02-26 13:20:00+00:00
2025-02-26 13:30:00+00:00,,,,-1,,,1.4,,2025-02-26 13:30:00+00:00
2025-02-26 13:40:00+00:00,,,,-1,,,1.6,,2025-02-26 13:40:00+00:00
2025-02-26 13:50:00+00:00,,,,-1,,,1.0,,2025-02-26 13:50:00+00:00
2025-02-26 14:00:00+00:00,2.9,0.7,179.0,-1,0.0,78.0,1.0,-0.5,2025-02-26 14:00:00+00:00
2025-02-26 14:10:00+00:00,,,,-1,,,0.9,,2025-02-26 14:10:00+00:00
2025-02-26 14:20:00+00:00,,,,-1,,,1.0,,2025-02-26 14:20:00+00:00
2025-02-26 14:30:00+00:00,,,,-1,,,1.0,,2025-02-26 14:30:00+00:00
2025-02-26 14:40:00+00:00,,,,-1,,,0.7,,2025-02-26 14:40:00+00:00
2025-02-26 14:50:00+00:00,,,,-1,,,0.3,,2025-02-26 14:50:00+00:00
2025-02-26 15:00:00+00:00,0.8,1.4,271.0,-1,0.1,94.0,0.4,0.0,2025-02-26 15:00:00+00:00
2025-02-26 15:10:00+00:00,,,,-1,,,0.2,,2025-02-26 15:10:00+00:00
2025-02-26 15:20:00+00:00,,,,-1,,,0.1,,2025-02-26 15:20:00+00:00
2025-02-26 15:30:00+00:00,,,,-1,,,0.0,,2025-02-26 15:30:00+00:00
2025-02-26 15:40:00+00:00,,,,-1,,,-0.2,,2025-02-26 15:40:00+00:00
2025-02-26 15:50:00+00:00,,,,-1,,,-0.2,,2025-02-26 15:50:00+00:00
2025-02-26 16:00:00+00:00,-0.2,,,2,2.7,96.0,-0.2,-0.7,2025-02-26 16:00:00+00:00
2025-02-26 16:10:00+00:00,,,,3,,,-0.3,,2025-02-26 16:10:00+00:00
2025-02-26 16:20:00+00:00,,,,4,,,-0.3,,2025-02-26 16:20:00+00:00
2025-02-26 16:30:00+00:00,,,,5,,,-1.5,,2025-02-26 16:30:00+00:00
2025-02-26 16:40:00+00:00,,,,5,,,-2.8,,2025-02-26 16:40:00+00:00
2025-02-26 16:50:00+00:00,,,,5,,,-2.0,,2025-02-26 16:50:00+00:00
2025-02-26 17:00:00+00:00,-0.4,,,5,1.5,96.0,-1.9,-0.9,2025-02-26 17:00:00+00:00
2025-02-26 17:10:00+00:00,,,,5,,,-0.8,,2025-02-26 17:10:00+00:00
2025-02-26 17:20:00+00:00,,,,5,,,-0.5,,2025-02-26 17:20:00+00:00
2025-02-26 17:30:00+00:00,,,,6,,,-0.4,,2025-02-26 17:30:00+00:00
2025-02-26 17:40:00+00:00,,,,6,,,-0.5,,2025-02-26 17:40:00+00:00
2025-02-26 17:50:00+00:00,,,,6,,,-0.7,,2025-02-26 17:50:00+00:00
2025-02-26 18:00:00+00:00,-0.2,,,6,1.3,97.0,-0.5,-0.7,2025-02-26 18:00:00+00:00
2025-02-26 18:10:00+00:00,,,,7,,,-0.5,,2025-02-26 18:10:00+00:00
2025-02-26 18:20:00+00:00,,,,7,,,-0.6,,2025-02-26 18:20:00+00:00
2025-02-26 18:30:00+00:00,,,,7,,,-0.5,,2025-02-26 18:30:00+00:00
2025-02-26 18:40:00+00:00,,,,7,,,-0.6,,2025-02-26 18:40:00+00:00
2025-02-26 18:50:00+00:00,,,,7,,,-0.6,,2025-02-26 18:50:00+00:00
2025-02-26 19:00:00+00:00,-0.2,,,7,1.0,97.0,-0.6,-0.7,2025-02-26 19:00:00+00:00
2025-02-26 19:10:00+00:00,,,,7,,,-0.6,,2025-02-26 19:10:00+00:00
2025-02-26 19:20:00+00:00,,,,7,,,-0.6,,2025-02-26 19:20:00+00:00
2025-02-26 19:30:00+00:00,,,,7,,,-0.7,,2025-02-26 19:30:00+00:00
2025-02-26 19:40:00+00:00,,,,7,,,-0.9,,2025-02-26 19:40:00+00:00
2025-02-26 19:50:00+00:00,,,,7,,,-1.0,,2025-02-26 19:50:00+00:00
2025-02-26 20:00:00+00:00,-0.4,,,7,0.2,97.0,-1.3,-0.9,2025-02-26 20:00:00+00:00
