referenceTime,air_temperature,wind_speed,wind_from_direction,surface_snow_thickness,sum(precipitation_amount PT1H),relative_humidity,surface_temperature,dew_point_temperature,time
2024-12-13 09:00:00+00:00,2.1,1.4,145.0,-1,0.4,99.0,0.8,1.9,2024-12-13 09:00:00+00:00
2024-12-13 09:10:00+00:00,,,,-1,,,0.8,,2024-12-13 09:10:00+00:00
2024-12-13 09:20:00+00:00,,,,-1,,,0.8,,2024-12-13 09:20:00+00:00
2024-12-13 09:30:00+00:00,,,,-1,,,0.9,,2024-12-13 09:30:00+00:00
2024-12-13 09:40:00+00:00,,,,-1,,,0.9,,2024-12-13 09:40:00+00:00
2024-12-13 09:50:00+00:00,,,,-1,,,1.0,,2024-12-13 09:50:00+00:00
2024-12-13 10:00:00+00:00,2.2,1.9,137.0,-1,0.9,99.0,1.0,2.1,2024-12-13 10:00:00+00:00
2024-12-13 10:10:00+00:00,,,,-1,,,1.0,,2024-12-13 10:10:00+00:00
2024-12-13 10:20:00+00:00,,,,-1,,,0.9,,2024-12-13 10:20:00+00:00
2024-12-13 10:30:00+00:00,,,,-1,,,1.0,,2024-12-13 10:30:00+00:00
2024-12-13 10:40:00+00:00,,,,-1,,,1.0,,2024-12-13 10:40:00+00:00
2024-12-13 10:50:00+00:00,,,,-1,,,1.1,,2024-12-13 10:50:00+00:00
2024-12-13 11:00:00+00:00,2.4,1.3,150.0,-1,0.7,99.0,1.1,2.3,2024-12-13 11:00:00+00:00
2024-12-13 11:10:00+00:00,,,,-1,,,1.1,,2024-12-13 11:10:00+00:00
2024-12-13 11:20:00+00:00,,,,-1,,,1.1,,2024-12-13 11:20:00+00:00
2024-12-13 11:30:00+00:00,,,,-1,,,1.1,,2024-12-13 11:30:00+00:00
2024-12-13 11:40:00+00:00,,,,-1,,,1.1,,2024-12-13 11:40:00+00:00
2024-12-13 11:50:00+00:00,,,,-1,,,1.1,,2024-12-13 11:50:00+00:00
2024-12-13 12:00:00+00:00,2.4,1.2,149.0,-1,0.9,99.0,1.1,2.3,2024-12-13 12:00:00+00:00
2024-12-13 12:10:00+00:00,,,,-1,,,1.2,,2024-12-13 12:10:00+00:00
2024-12-13 12:20:00+00:00,,,,-1,,,1.2,,2024-12-13 12:20:00+00:00
2024-12-13 12:30:00+00:00,,,,-1,,,1.2,,2024-12-13 12:30:00+00:00
2024-12-13 12:40:00+00:00,,,,-1,,,1.1,,2024-12-13 12:40:00+00:00
2024-12-13 12:50:00+00:00,,,,-1,,,1.1,,2024-12-13 12:50:00+00:00
2024-12-13 13:00:00+00:00,2.4,1.6,150.0,-1,1.0,99.0,1.1,2.3,2024-12-13 13:00:00+00:00
2024-12-13 13:10:00+00:00,,,,-1,,,1.1,,2024-12-13 13:10:00+00:00
2024-12-13 13:20:00+00:00,,,,-1,,,1.1,,2024-12-13 13:20:00+00:00
2024-12-13 13:30:00+00:00,,,,-1,,,1.1,,2024-12-13 13:30:00+00:00
2024-12-13 13:40:00+00:00,,,,-1,,,1.1,,2024-12-13 13:40:00+00:00
2024-12-13 13:50:00+00:00,,,,-1,,,1.1,,2024-12-13 13:50:00+00:00
2024-12-13 14:00:00+00:00,2.4,0.9,136.0,-1,1.6,99.0,1.1,2.3,2024-12-13 14:00:00+00:00
2024-12-13 14:10:00+00:00,,,,-1,,,1.1,,2024-12-13 14:10:00+00:00
2024-12-13 14:20:00+00:00,,,,-1,,,1.1,,2024-12-13 14:20:00+00:00
2024-12-13 14:30:00+00:00,,,,-1,,,1.1,,2024-12-13 14:30:00+00:00
2024-12-13 14:40:00+00:00,,,,-1,,,1.1,,2024-12-13 14:40:00+00:00
2024-12-13 14:50:00+00:00,,,,-1,,,1.1,,2024-12-13 14:50:00+00:00
2024-12-13 15:00:00+00:00,2.3,0.9,173.0,-1,1.3,99.0,1.1,2.1,2024-12-13 15:00:00+00:00
2024-12-13 15:10:00+00:00,,,,-1,,,1.1,,2024-12-13 15:10:00+00:00
2024-12-13 15:20:00+00:00,,,,-1,,,1.1,,2024-12-13 15:20:00+00:00
2024-12-13 15:30:00+00:00,,,,-1,,,1.1,,2024-12-13 15:30:00+00:00
2024-12-13 15:40:00+00:00,,,,-1,,,1.2,,2024-12-13 15:40:00+00:00
2024-12-13 15:50:00+00:00,,,,-1,,,1.2,,2024-12-13 15:50:00+00:00
2024-12-13 16:00:00+00:00,2.5,1.0,157.0,-1,1.5,99.0,1.2,2.3,2024-12-13 16:00:00+00:00
2024-12-13 16:10:00+00:00,,,,-1,,,1.2,,2024-12-13 16:10:00+00:00
2024-12-13 16:20:00+00:00,,,,-1,,,1.3,,2024-12-13 16:20:00+00:00
2024-12-13 16:30:00+00:00,,,,-1,,,1.3,,2024-12-13 16:30:00+00:00
2024-12-13 16:40:00+00:00,,,,-1,,,1.3,,2024-12-13 16:40:00+00:00
2024-12-13 16:50:00+00:00,,,,-1,,,1.3,,2024-12-13 16:50:00+00:00
2024-12-13 17:00:00+00:00,2.8,1.3,141.0,-1,2.0,99.0,1.3,2.7,2024-12-13 17:00:00+00:00
2024-12-13 17:10:00+00:00,,,,-1,,,1.4,,2024-12-13 17:10:00+00:00
2024-12-13 17:20:00+00:00,,,,-1,,,1.4,,2024-12-13 17:20:00+00:00
2024-12-13 17:30:00+00:00,,,,-1,,,1.4,,2024-12-13 17:30:00+00:00
2024-12-13 17:40:00+00:00,,,,-1,,,1.4,,2024-12-13 17:40:00+00:00
2024-12-13 17:50:00+00:00,,,,-1,,,1.4,,2024-12-13 17:50:00+00:00
2024-12-13 18:00:00+00:00,2.8,1.1,144.0,-1,1.8,99.0,1.4,2.7,2024-12-13 18:00:00+00:00
2024-12-13 18:10:00+00:00,,,,-1,,,1.4,,2024-12-13 18:10:00+00:00
2024-12-13 18:20:00+00:00,,,,-1,,,1.4,,2024-12-13 18:20:00+00:00
2024-12-13 18:30:00+00:00,,,,-1,,,1.4,,2024-12-13 18:30:00+00:00
2024-12-13 18:40:00+00:00,,,,-1,,,1.5,,2024-12-13 18:40:00+00:00
2024-12-13 18:50:00+00:00,,,,-1,,,1.5,,2024-12-13 18:50:00+00:00
2024-12-13 19:00:00+00:00,3.0,1.2,155.0,-1,2.0,99.0,1.6,2.9,2024-12-13 19:00:00+00:00
2024-12-13 19:10:00+00:00,,,,-1,,,1.8,,2024-12-13 19:10:00+00:00
2024-12-13 19:20:00+00:00,,,,-1,,,1.7,,2024-12-13 19:20:00+00:00
2024-12-13 19:30:00+00:00,,,,-1,,,1.8,,2024-12-13 19:30:00+00:00
2024-12-13 19:40:00+00:00,,,,-1,,,1.8,,2024-12-13 19:40:00+00:00
2024-12-13 19:50:00+00:00,,,,-1,,,1.9,,2024-12-13 19:50:00+00:00
