referenceTime,surface_snow_thickness,surface_temperature,air_temperature,wind_speed,wind_from_direction,sum(precipitation_amount PT1H),relative_humidity,dew_point_temperature,time
2024-02-03 02:50:00+00:00,66,0.4,,,,,,,2024-02-03 02:50:00+00:00
2024-02-03 03:00:00+00:00,66,0.4,2.2,6.7,330.0,1.0,90.0,0.9,2024-02-03 03:00:00+00:00
2024-02-03 03:10:00+00:00,66,0.4,,,,,,,2024-02-03 03:10:00+00:00
2024-02-03 03:20:00+00:00,66,0.4,,,,,,,2024-02-03 03:20:00+00:00
2024-02-03 03:30:00+00:00,66,0.4,,,,,,,2024-02-03 03:30:00+00:00
2024-02-03 03:40:00+00:00,66,0.4,,,,,,,2024-02-03 03:40:00+00:00
2024-02-03 03:50:00+00:00,66,0.3,,,,,,,2024-02-03 03:50:00+00:00
2024-02-03 04:00:00+00:00,66,0.3,1.4,4.4,338.0,1.6,96.0,0.9,2024-02-03 04:00:00+00:00
2024-02-03 04:10:00+00:00,66,0.3,,,,,,,2024-02-03 04:10:00+00:00
2024-02-03 04:20:00+00:00,66,0.1,,,,,,,2024-02-03 04:20:00+00:00
2024-02-03 04:30:00+00:00,66,0.1,,,,,,,2024-02-03 04:30:00+00:00
2024-02-03 04:40:00+00:00,66,0.1,,,,,,,2024-02-03 04:40:00+00:00
2024-02-03 04:50:00+00:00,66,0.1,,,,,,,2024-02-03 04:50:00+00:00
2024-02-03 05:00:00+00:00,66,0.1,0.8,3.8,350.0,1.9,96.0,0.2,2024-02-03 05:00:00+00:00
2024-02-03 05:10:00+00:00,66,0.1,,,,,,,2024-02-03 05:10:00+00:00
2024-02-03 05:20:00+00:00,66,0.1,,,,,,,2024-02-03 05:20:00+00:00
2024-02-03 05:30:00+00:00,66,0.2,,,,,,,2024-02-03 05:30:00+00:00
2024-02-03 05:40:00+00:00,66,0.2,,,,,,,2024-02-03 05:40:00+00:00
2024-02-03 05:50:00+00:00,66,0.2,,,,,,,2024-02-03 05:50:00+00:00
2024-02-03 06:00:00+00:00,66,0.1,1.0,5.9,333.0,0.8,91.0,-0.2,2024-02-03 06:00:00+00:00
2024-02-03 06:10:00+00:00,66,0.1,,,,,,,2024-02-03 06:10:00+00:00
2024-02-03 06:20:00+00:00,66,0.1,,,,,,,2024-02-03 06:20:00+00:00
2024-02-03 06:30:00+00:00,66,0.1,,,,,,,2024-02-03 06:30:00+00:00
2024-02-03 06:40:00+00:00,66,0.1,,,,,,,2024-02-03 06:40:00+00:00
2024-02-03 06:50:00+00:00,66,0.0,,,,,,,2024-02-03 06:50:00+00:00
2024-02-03 07:00:00+00:00,66,0.0,1.0,7.6,334.0,0.0,81.0,-1.9,2024-02-03 07:00:00+00:00
2024-02-03 07:10:00+00:00,66,-0.1,,,,,,,2024-02-03 07:10:00+00:00
2024-02-03 07:20:00+00:00,66,-0.1,,,,,,,2024-02-03 07:20:00+00:00
2024-02-03 07:30:00+00:00,66,0.0,,,,,,,2024-02-03 07:30:00+00:00
