referenceTime,air_temperature,wind_speed,wind_from_direction,surface_snow_thickness,sum(precipitation_amount PT1H),relative_humidity,surface_temperature,dew_point_temperature,time
2024-12-24 04:00:00+00:00,-1.9,1.1,161.0,37,0.3,96.0,-2.2,-2.4,2024-12-24 04:00:00+00:00
2024-12-24 04:10:00+00:00,,,,38,,,-2.1,,2024-12-24 04:10:00+00:00
2024-12-24 04:20:00+00:00,,,,38,,,-2.0,,2024-12-24 04:20:00+00:00
2024-12-24 04:30:00+00:00,,,,38,,,-1.9,,2024-12-24 04:30:00+00:00
2024-12-24 04:40:00+00:00,,,,38,,,-1.9,,2024-12-24 04:40:00+00:00
2024-12-24 04:50:00+00:00,,,,39,,,-1.8,,2024-12-24 04:50:00+00:00
2024-12-24 05:00:00+00:00,-1.6,2.0,147.0,39,1.3,97.0,-1.7,-2.2,2024-12-24 05:00:00+00:00
2024-12-24 05:10:00+00:00,,,,39,,,-1.7,,2024-12-24 05:10:00+00:00
2024-12-24 05:20:00+00:00,,,,39,,,-1.7,,2024-12-24 05:20:00+00:00
2024-12-24 05:30:00+00:00,,,,40,,,-1.7,,2024-12-24 05:30:00+00:00
2024-12-24 05:40:00+00:00,,,,40,,,-1.5,,2024-12-24 05:40:00+00:00
2024-12-24 05:50:00+00:00,,,,40,,,-1.4,,2024-12-24 05:50:00+00:00
2024-12-24 06:00:00+00:00,-1.2,2.5,149.0,40,1.9,97.0,-1.4,-1.7,2024-12-24 06:00:00+00:00
2024-12-24 06:10:00+00:00,,,,41,,,-1.2,,2024-12-24 06:10:00+00:00
2024-12-24 06:20:00+00:00,,,,41,,,-1.2,,2024-12-24 06:20:00+00:00
2024-12-24 06:30:00+00:00,,,,41,,,-1.1,,2024-12-24 06:30:00+00:00
2024-12-24 06:40:00+00:00,,,,41,,,-1.0,,2024-12-24 06:40:00+00:00
2024-12-24 06:50:00+00:00,,,,41,,,-1.0,,2024-12-24 06:50:00+00:00
2024-12-24 07:00:00+00:00,-0.5,2.0,148.0,41,1.1,97.0,-0.8,-0.9,2024-12-24 07:00:00+00:00
2024-12-24 07:10:00+00:00,,,,41,,,-0.6,,2024-12-24 07:10:00+00:00
2024-12-24 07:20:00+00:00,,,,41,,,-0.4,,2024-12-24 07:20:00+00:00
2024-12-24 07:30:00+00:00,,,,41,,,-0.3,,2024-12-24 07:30:00+00:00
2024-12-24 07:40:00+00:00,,,,41,,,-0.1,,2024-12-24 07:40:00+00:00
2024-12-24 07:50:00+00:00,,,,41,,,-0.1,,2024-12-24 07:50:00+00:00
2024-12-24 08:00:00+00:00,0.1,0.9,183.0,41,0.4,98.0,0.0,0.0,2024-12-24 08:00:00+00:00
2024-12-24 08:10:00+00:00,,,,41,,,0.0,,2024-12-24 08:10:00+00:00
2024-12-24 08:20:00+00:00,,,,41,,,0.0,,2024-12-24 08:20:00+00:00
2024-12-24 08:30:00+00:00,,,,41,,,0.0,,2024-12-24 08:30:00+00:00
2024-12-24 08:40:00+00:00,,,,41,,,0.0,,2024-12-24 08:40:00+00:00
2024-12-24 08:50:00+00:00,,,,41,,,0.0,,2024-12-24 08:50:00+00:00
2024-12-24 09:00:00+00:00,0.7,1.3,146.0,41,0.3,98.0,0.0,0.4,2024-12-24 09:00:00+00:00
2024-12-24 09:10:00+00:00,,,,40,,,0.1,,2024-12-24 09:10:00+00:00
2024-12-24 09:20:00+00:00,,,,40,,,0.1,,2024-12-24 09:20:00+00:00
2024-12-24 09:30:00+00:00,,,,40,,,0.1,,2024-12-24 09:30:00+00:00
2024-12-24 09:40:00+00:00,,,,40,,,0.2,,2024-12-24 09:40:00+00:00
2024-12-24 09:50:00+00:00,,,,40,,,0.2,,2024-12-24 09:50:00+00:00
2024-12-24 10:00:00+00:00,0.8,1.6,165.0,40,0.2,98.0,0.3,0.6,2024-12-24 10:00:00+00:00
2024-12-24 10:10:00+00:00,,,,40,,,0.3,,2024-12-24 10:10:00+00:00
