referenceTime,surface_snow_thickness,surface_temperature,air_temperature,wind_speed,wind_from_direction,sum(precipitation_amount PT1H),relative_humidity,dew_point_temperature,time
2024-02-21 11:30:00+00:00,50,-0.3,,,,,,,2024-02-21 11:30:00+00:00
2024-02-21 11:40:00+00:00,50,-0.2,,,,,,,2024-02-21 11:40:00+00:00
2024-02-21 11:50:00+00:00,50,0.0,,,,,,,2024-02-21 11:50:00+00:00
2024-02-21 12:00:00+00:00,50,0.1,2.3,4.1,158.0,0.0,71.0,-2.5,2024-02-21 12:00:00+00:00
2024-02-21 12:10:00+00:00,50,0.0,,,,,,,2024-02-21 12:10:00+00:00
2024-02-21 12:20:00+00:00,50,0.2,,,,,,,2024-02-21 12:20:00+00:00
2024-02-21 12:30:00+00:00,50,0.3,,,,,,,2024-02-21 12:30:00+00:00
2024-02-21 12:40:00+00:00,50,0.4,,,,,,,2024-02-21 12:40:00+00:00
2024-02-21 12:50:00+00:00,50,0.6,,,,,,,2024-02-21 12:50:00+00:00
2024-02-21 13:00:00+00:00,50,0.5,3.6,3.4,147.0,0.0,59.0,-3.6,2024-02-21 13:00:00+00:00
2024-02-21 13:10:00+00:00,50,0.5,,,,,,,2024-02-21 13:10:00+00:00
2024-02-21 13:20:00+00:00,50,0.6,,,,,,,2024-02-21 13:20:00+00:00
2024-02-21 13:30:00+00:00,50,0.6,,,,,,,2024-02-21 13:30:00+00:00
2024-02-21 13:40:00+00:00,50,0.5,,,,,,,2024-02-21 13:40:00+00:00
2024-02-21 13:50:00+00:00,50,0.3,,,,,,,2024-02-21 13:50:00+00:00
2024-02-21 14:00:00+00:00,50,0.4,3.7,3.2,172.0,0.0,59.0,-3.6,2024-02-21 14:00:00+00:00
2024-02-21 14:10:00+00:00,50,0.5,,,,,,,2024-02-21 14:10:00+00:00
2024-02-21 14:20:00+00:00,50,0.5,,,,,,,2024-02-21 14:20:00+00:00
2024-02-21 14:30:00+00:00,50,0.5,,,,,,,2024-02-21 14:30:00+00:00
2024-02-21 14:40:00+00:00,50,0.4,,,,,,,2024-02-21 14:40:00+00:00
2024-02-21 14:50:00+00:00,50,0.3,,,,,,,2024-02-21 14:50:00+00:00
2024-02-21 15:00:00+00:00,50,0.4,3.5,7.1,146.0,0.0,59.0,-3.6,2024-02-21 15:00:00+00:00
2024-02-21 15:10:00+00:00,50,0.3,,,,,,,2024-02-21 15:10:00+00:00
2024-02-21 15:20:00+00:00,50,0.1,,,,,,,2024-02-21 15:20:00+00:00
2024-02-21 15:30:00+00:00,50,0.0,,,,,,,2024-02-21 15:30:00+00:00
2024-02-21 15:40:00+00:00,50,0.0,,,,,,,2024-02-21 15:40:00+00:00
2024-02-21 15:50:00+00:00,50,-0.1,,,,,,,2024-02-21 15:50:00+00:00
2024-02-21 16:00:00+00:00,50,-0.1,3.7,4.0,174.0,0.0,52.0,-5.0,2024-02-21 16:00:00+00:00
2024-02-21 16:10:00+00:00,50,0.0,,,,,,,2024-02-21 16:10:00+00:00
2024-02-21 16:20:00+00:00,50,0.1,,,,,,,2024-02-21 16:20:00+00:00
2024-02-21 16:30:00+00:00,50,0.1,,,,,,,2024-02-21 16:30:00+00:00
2024-02-21 16:40:00+00:00,50,0.0,,,,,,,2024-02-21 16:40:00+00:00
2024-02-21 16:50:00+00:00,50,0.0,,,,,,,2024-02-21 16:50:00+00:00
2024-02-21 17:00:00+00:00,50,0.0,2.7,5.9,187.0,0.0,63.0,-3.6,2024-02-21 17:00:00+00:00
2024-02-21 17:10:00+00:00,50,0.1,,,,,,,2024-02-21 17:10:00+00:00
2024-02-21 17:20:00+00:00,50,0.0,,,,,,,2024-02-21 17:20:00+00:00
2024-02-21 17:30:00+00:00,50,0.2,,,,,,,2024-02-21 17:30:00+00:00
2024-02-21 17:40:00+00:00,50,0.3,,,,,,,2024-02-21 17:40:00+00:00
2024-02-21 17:50:00+00:00,50,0.4,,,,,,,2024-02-21 17:50:00+00:00
2024-02-21 18:00:00+00:00,50,0.4,2.6,5.5,187.0,0.0,64.0,-3.6,2024-02-21 18:00:00+00:00
2024-02-21 18:10:00+00:00,50,0.5,,,,,,,2024-02-21 18:10:00+00:00
2024-02-21 18:20:00+00:00,50,0.5,,,,,,,2024-02-21 18:20:00+00:00
2024-02-21 18:30:00+00:00,50,0.5,,,,,,,2024-02-21 18:30:00+00:00
2024-02-21 18:40:00+00:00,50,0.4,,,,,,,2024-02-21 18:40:00+00:00
2024-02-21 18:50:00+00:00,50,0.4,,,,,,,2024-02-21 18:50:00+00:00
2024-02-21 19:00:00+00:00,50,0.4,2.2,6.7,198.0,0.0,77.0,-1.4,2024-02-21 19:00:00+00:00
2024-02-21 19:10:00+00:00,50,0.4,,,,,,,2024-02-21 19:10:00+00:00
2024-02-21 19:20:00+00:00,50,0.4,,,,,,,2024-02-21 19:20:00+00:00
