timestamp,air_temperature,surface_temperature,surface_snow_thickness,wind_speed,wind_from_direction,relative_humidity,dew_point_temperature,precipitation,wind_speed_gust,duration_of_precipitation
2022-11-01 00:00:00,6.9,3.1,-1.0,2.6,154.0,81,3.8,0.0,4.6,0.0
2022-11-01 01:00:00,7.9,4.7,-1.0,4.0,140.0,75,3.8,0.0,7.9,0.0
2022-11-01 02:00:00,8.2,5.0,-1.0,5.5,123.0,76,3.9,0.0,9.7,0.0
2022-11-01 03:00:00,8.4,5.5,-1.0,6.9,142.0,73,3.8,0.0,11.9,0.0
2022-11-01 04:00:00,8.8,6.0,-1.0,8.4,145.0,73,4.1,0.0,13.9,0.0
2022-11-01 05:00:00,8.8,6.2,-1.0,8.8,122.0,72,3.8,0.0,15.5,0.0
2022-11-01 06:00:00,9.3,7.1,-1.0,8.1,125.0,71,3.9,0.0,16.4,0.0
2022-11-01 07:00:00,9.0,7.3,-1.0,7.8,117.0,72,4.3,0.0,16.7,0.0
2022-11-01 08:00:00,9.7,8.1,-1.0,8.0,145.0,70,4.5,0.0,15.0,2.0
2022-11-01 09:00:00,9.8,8.0,-1.0,11.4,146.0,72,4.8,0.0,21.0,0.0
2022-11-01 10:00:00,9.6,7.8,-1.0,9.2,148.0,73,4.6,0.0,21.3,0.0
2022-11-01 11:00:00,9.3,8.0,-1.0,8.4,144.0,74,4.8,0.0,17.1,0.0
2022-11-01 12:00:00,9.5,8.7,-1.0,7.0,145.0,74,5.1,0.0,15.8,0.0
2022-11-01 13:00:00,9.7,8.1,-1.0,7.5,137.0,76,5.1,0.3,15.1,16.0
2022-11-01 14:00:00,9.8,8.6,-1.0,6.8,145.0,73,5.1,0.2,16.2,2.0
2022-11-01 15:00:00,10.6,8.4,-1.0,9.6,148.0,75,5.8,0.0,17.7,0.0
2022-11-01 16:00:00,10.4,8.0,-1.0,6.1,156.0,79,6.2,0.0,14.3,3.0
2022-11-01 17:00:00,9.7,8.0,-1.0,4.7,147.0,90,7.5,0.9,11.6,30.0
2022-11-01 18:00:00,8.9,7.5,-1.0,3.4,138.0,93,7.0,1.6,7.7,48.0
2022-11-01 19:00:00,8.0,7.2,-1.0,2.2,149.0,96,6.8,0.6,8.4,58.0
2022-11-01 20:00:00,7.5,6.9,-1.0,1.2,176.0,95,6.5,0.3,5.7,23.0
2022-11-01 21:00:00,7.4,6.7,-1.0,1.6,141.0,94,6.4,0.1,5.4,19.0
2022-11-01 22:00:00,7.2,6.4,-1.0,1.8,141.0,93,5.9,0.3,4.7,11.0
2022-11-01 23:00:00,6.9,6.0,-1.0,1.6,143.0,92,5.5,1.6,4.6,45.0
2022-11-02 00:00:00,6.6,5.5,-1.0,1.5,146.0,95,5.5,0.1,3.4,2.0
2022-11-02 01:00:00,6.5,4.6,-1.0,2.1,138.0,92,3.9,5.4,6.1,49.0
2022-11-02 02:00:00,5.1,4.1,-1.0,1.7,174.0,94,3.6,2.7,6.4,40.0
2022-11-02 03:00:00,5.2,4.3,-1.0,2.4,171.0,87,3.2,0.0,4.5,0.0
2022-11-02 04:00:00,5.6,4.2,-1.0,1.8,151.0,87,3.2,0.0,5.0,0.0
2022-11-02 05:00:00,5.7,2.6,-1.0,2.0,158.0,83,2.7,0.0,3.8,0.0
2022-11-02 06:00:00,5.2,1.4,-1.0,0.9,214.0,87,2.3,0.0,3.2,0.0
2022-11-02 07:00:00,5.3,3.8,-1.0,1.1,194.0,86,3.2,0.0,2.2,7.0
2022-11-02 08:00:00,5.4,4.8,-1.0,0.9,134.0,93,3.8,0.5,2.9,50.0
2022-11-02 09:00:00,4.9,4.3,-1.0,0.6,265.0,88,2.7,1.6,1.8,53.0
