timestamp,air_temperature,surface_temperature,surface_snow_thickness,wind_speed,wind_from_direction,relative_humidity,dew_point_temperature,precipitation,wind_speed_gust,duration_of_precipitation
2018-11-01 00:00:00,3.1,0.9,12.4,3.5,150.0,79,-0.2,0.0,7.2,0.0
2018-11-01 01:00:00,3.4,0.2,12.4,2.5,151.0,81,0.2,0.0,7.1,0.0
2018-11-01 02:00:00,3.3,0.6,12.4,3.4,151.0,78,-0.2,0.0,6.6,0.0
2018-11-01 03:00:00,3.9,1.6,12.4,3.5,141.0,81,0.9,0.0,8.0,18.0
2018-11-01 04:00:00,3.9,1.4,12.3,2.7,140.0,86,1.1,0.0,6.2,7.0
2018-11-01 05:00:00,4.2,1.9,12.2,4.6,147.0,74,0.0,0.0,7.9,0.0
2018-11-01 06:00:00,4.3,1.9,12.3,4.3,143.0,75,0.2,0.0,10.6,0.0
2018-11-01 07:00:00,4.6,2.0,12.3,6.1,138.0,66,-1.2,0.0,12.3,8.0
2018-11-01 08:00:00,4.6,2.2,12.3,4.8,142.0,69,-0.7,0.0,9.8,0.0
2018-11-01 09:00:00,4.7,2.7,12.2,5.6,137.0,70,-0.2,0.0,11.3,0.0
2018-11-01 10:00:00,5.0,3.0,12.3,6.6,139.0,73,0.6,0.0,13.7,0.0
2018-11-01 11:00:00,5.6,3.4,12.3,7.2,134.0,71,0.9,0.0,15.6,0.0
2018-11-01 12:00:00,6.4,4.1,12.2,8.4,138.0,68,0.9,0.0,14.6,0.0
2018-11-01 13:00:00,6.7,4.1,12.1,8.7,144.0,68,1.1,0.0,15.8,0.0
2018-11-01 14:00:00,6.5,3.8,12.1,7.1,136.0,71,1.3,0.0,16.3,0.0
2018-11-01 15:00:00,6.3,3.9,12.2,5.9,151.0,71,1.3,0.0,15.7,0.0
2018-11-01 16:00:00,6.4,4.0,12.0,6.3,138.0,71,1.5,0.0,10.9,0.0
2018-11-01 17:00:00,6.8,4.0,12.0,7.5,145.0,72,1.5,0.0,15.4,0.0
2018-11-01 18:00:00,7.0,4.2,12.0,8.6,136.0,72,1.9,0.0,15.2,0.0
2018-11-01 19:00:00,6.6,4.1,12.1,8.8,140.0,72,1.7,0.0,16.0,0.0
2018-11-01 20:00:00,6.3,3.8,12.1,8.3,140.0,71,1.3,0.0,14.6,0.0
2018-11-01 21:00:00,6.0,3.6,12.0,7.2,142.0,73,1.3,0.0,13.3,0.0
2018-11-01 22:00:00,5.7,3.4,12.0,6.0,135.0,75,1.3,0.0,12.7,0.0
2018-11-01 23:00:00,5.3,3.2,12.0,5.8,135.0,75,1.3,0.0,12.5,0.0
